edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,0, 0, 100, 328, 100, 500, 100
NewYork->NewJersey,0, 0, 408, 479, 0, 0, 0
NewYork->California,0, 0, 549, 276, 37, 0, 0
Louisiana->Texas,0, 0, 354, 449, 0, 0, 0
NewYork->Virginia,0, 0, 531, 241, 0, 0, 0
California->Oregon,0, 0, 518, 142, 100, 0, 0
Massachusetts->Virginia,0, 0, 517, 102, 0, 0, 0
NewYork->Connecticut,0, 0, 253, 362, 0, 0, 0
Illinois->Wisconsin,0, 0, 0, 306, 100, 200, 0
Oregon->Washington,0, 0, 262, 268, 71, 0, 0
California->NewYork,0, 100, 408, 33, 0, 0, 0
Florida->Pennsylvania,0, 0, 282, 241, 0, 0, 0
Florida->Minnesota,0, 0, 209, 279, 0, 33, 0
Wisconsin->Minnesota,0, 0, 58, 83, 50, 310, 0
Florida->Virginia,0, 0, 427, 65, 0, 0, 0
NewYork->Maryland,0, 0, 281, 201, 0, 0, 0
California->Wisconsin,0, 100, 204, 39, 118, 12, 0
Michigan->California,0, 0, 250, 170, 36, 0, 0
Utah->Virginia,0, 73, 334, 43, 0, 0, 0
Michigan->Minnesota,0, 0, 347, 100, 0, 0, 0
Utah->Texas,0, 0, 441, 1, 0, 0, 0
Idaho->Connecticut,0, 0, 54, 387, 0, 0, 0
Utah->Michigan,0, 31, 353, 56, 0, 0, 0
Virginia->Florida,0, 0, 220, 219, 0, 0, 0
Massachusetts->NorthCarolina,0, 10, 380, 45, 0, 0, 0
Washington->Illinois,0, 0, 272, 142, 0, 0, 0
California->Minnesota,0, 0, 272, 112, 9, 12, 0
California->Utah,0, 173, 52, 156, 0, 0, 0
Florida->Georgia,0, 0, 354, 18, 0, 0, 0
Virginia->Maryland,0, 0, 189, 182, 0, 0, 0
Utah->Wisconsin,0, 13, 234, 23, 100, 0, 0
Connecticut->Michigan,0, 0, 260, 108, 0, 0, 0
Wyoming->Michigan,0, 0, 76, 292, 0, 0, 0
Connecticut->Maryland,0, 0, 229, 137, 0, 0, 0
Florida->California,0, 0, 200, 166, 0, 0, 0
Washington->Oregon,0, 0, 44, 212, 109, 0, 0
NewYork->Utah,0, 0, 296, 67, 0, 0, 0
NewYork->Oregon,0, 0, 332, 30, 0, 0, 0
Washington->Florida,0, 0, 344, 18, 0, 0, 0
Michigan->Maryland,0, 0, 247, 111, 0, 0, 0
Utah->Massachusetts,0, 180, 142, 30, 0, 0, 0
California->Virginia,0, 0, 179, 170, 0, 0, 0
California->Michigan,0, 25, 178, 116, 27, 0, 0
Connecticut->Washington,0, 0, 17, 324, 1, 0, 0
Utah->California,0, 0, 219, 120, 0, 0, 0
Maryland->Connecticut,0, 0, 109, 228, 0, 0, 0
Michigan->Connecticut,0, 0, 221, 116, 0, 0, 0
Washington->Minnesota,0, 0, 128, 209, 0, 0, 0
Texas->Maryland,0, 0, 132, 204, 0, 0, 0
Maryland->Virginia,0, 0, 67, 267, 0, 0, 0
California->Florida,0, 0, 65, 265, 0, 0, 0
Virginia->NewYork,0, 0, 239, 89, 0, 0, 0
Louisiana->Florida,0, 0, 85, 243, 0, 0, 0
Maryland->Minnesota,0, 0, 122, 206, 0, 0, 0
Oregon->Arizona,0, 3, 279, 39, 0, 0, 0
Oregon->Utah,0, 3, 151, 167, 0, 0, 0
Utah->Minnesota,0, 0, 313, 0, 0, 0, 0
Oregon->California,0, 0, 115, 197, 0, 0, 0
Michigan->Utah,0, 13, 209, 89, 0, 0, 0
Connecticut->Utah,0, 0, 258, 52, 0, 0, 0
Florida->Wisconsin,0, 0, 204, 102, 0, 0, 0
Wisconsin->NewYork,0, 0, 105, 0, 0, 200, 0
Michigan->NewMexico,0, 0, 104, 198, 0, 0, 0
NewYork->Texas,0, 0, 141, 123, 37, 0, 0
Iowa->Arizona,0, 100, 0, 200, 0, 0, 0
Florida->Michigan,0, 0, 227, 69, 0, 0, 0
NewYork->Wyoming,0, 0, 295, 0, 0, 0, 0
Maryland->Illinois,0, 0, 138, 156, 0, 0, 0
Washington->Arizona,0, 0, 123, 169, 0, 0, 0
Maryland->NewMexico,0, 0, 207, 85, 0, 0, 0
Connecticut->Ohio,0, 0, 100, 189, 0, 0, 0
Missouri->Utah,0, 261, 25, 0, 0, 0, 0
Washington->California,0, 0, 281, 5, 0, 0, 0
NewYork->Minnesota,0, 0, 185, 100, 0, 0, 0
Minnesota->Michigan,0, 0, 137, 147, 0, 0, 0
NewYork->Wisconsin,0, 0, 173, 111, 0, 0, 0
Virginia->California,0, 0, 171, 108, 0, 0, 0
Michigan->Wisconsin,0, 0, 103, 175, 0, 0, 0
Florida->NorthCarolina,0, 0, 27, 250, 0, 0, 0
NewYork->Washington,0, 0, 226, 50, 0, 0, 0
Louisiana->Arizona,0, 0, 221, 54, 0, 0, 0
Arizona->Washington,0, 0, 261, 14, 0, 0, 0
Connecticut->Oregon,0, 0, 100, 173, 1, 0, 0
Florida->Massachusetts,0, 0, 149, 90, 35, 0, 0
NewYork->Ohio,0, 0, 110, 157, 0, 0, 0
NewMexico->Maryland,0, 0, 66, 201, 0, 0, 0
Maryland->Pennsylvania,0, 0, 70, 194, 0, 0, 0
Maryland->Wisconsin,0, 0, 97, 165, 0, 0, 0
Idaho->Oregon,0, 0, 135, 127, 0, 0, 0
Louisiana->Utah,0, 0, 160, 100, 0, 0, 0
Maryland->Massachusetts,0, 0, 124, 135, 0, 0, 0
Florida->Arizona,0, 0, 183, 75, 0, 0, 0
Arizona->Louisiana,0, 0, 208, 46, 0, 0, 0
Michigan->Massachusetts,0, 9, 78, 166, 0, 0, 0
Maryland->Ohio,0, 0, 106, 147, 0, 0, 0
Utah->Louisiana,0, 0, 117, 133, 0, 0, 0
Utah->Connecticut,0, 0, 84, 165, 0, 0, 0
Georgia->SouthCarolina,0, 0, 248, 0, 0, 0, 0
Idaho->Alaska,0, 0, 148, 100, 0, 0, 0
Pennsylvania->NewYork,0, 0, 200, 47, 0, 0, 0
Utah->Oregon,0, 103, 57, 83, 0, 0, 0
Pennsylvania->Texas,0, 0, 239, 2, 0, 0, 0
Idaho->Utah,0, 0, 140, 100, 0, 0, 0
Virginia->NorthCarolina,0, 0, 88, 151, 0, 0, 0
NewYork->Florida,0, 0, 142, 96, 0, 0, 0
Washington->NewJersey,0, 0, 236, 0, 0, 0, 0
Idaho->Washington,0, 0, 0, 236, 0, 0, 0
Arizona->Georgia,0, 0, 201, 34, 0, 0, 0
Michigan->Texas,0, 0, 57, 177, 0, 0, 0
Illinois->Massachusetts,0, 0, 0, 34, 0, 200, 0
Maryland->Texas,0, 0, 124, 109, 0, 0, 0
NewYork->Michigan,0, 0, 231, 2, 0, 0, 0
NewYork->Pennsylvania,0, 0, 100, 132, 0, 0, 0
Louisiana->California,0, 0, 197, 35, 0, 0, 0
California->NewJersey,0, 0, 183, 48, 0, 0, 0
Massachusetts->Texas,0, 0, 102, 129, 0, 0, 0
SouthCarolina->Florida,0, 0, 228, 3, 0, 0, 0
Massachusetts->Wisconsin,0, 0, 110, 120, 0, 0, 0
Virginia->Utah,0, 39, 115, 75, 0, 0, 0
Texas->Louisiana,0, 0, 100, 129, 0, 0, 0
Connecticut->NewYork,0, 0, 125, 102, 0, 0, 0
Washington->Texas,0, 0, 219, 8, 0, 0, 0
Pennsylvania->California,0, 0, 200, 26, 0, 0, 0
Texas->Illinois,0, 0, 29, 197, 0, 0, 0
Michigan->NorthCarolina,0, 0, 99, 126, 0, 0, 0
California->Arizona,0, 0, 101, 120, 0, 0, 0
Michigan->Virginia,0, 0, 61, 159, 0, 0, 0
Massachusetts->Connecticut,0, 0, 186, 32, 0, 0, 0
Oregon->NewYork,0, 2, 203, 12, 0, 0, 0
Pennsylvania->Connecticut,0, 0, 200, 17, 0, 0, 0
Michigan->Florida,0, 0, 92, 125, 0, 0, 0
Idaho->Louisiana,0, 0, 84, 132, 0, 0, 0
Michigan->Illinois,0, 0, 81, 134, 0, 0, 0
Virginia->Pennsylvania,0, 0, 43, 171, 0, 0, 0
Connecticut->Idaho,0, 0, 0, 214, 0, 0, 0
Florida->Louisiana,0, 0, 0, 213, 0, 0, 0
Wisconsin->NewJersey,0, 0, 96, 16, 0, 100, 0
NewYork->Missouri,0, 0, 138, 73, 0, 0, 0
Pennsylvania->Maryland,0, 0, 178, 32, 0, 0, 0
Maryland->Florida,0, 0, 102, 107, 0, 0, 0
Pennsylvania->NorthCarolina,0, 0, 28, 180, 0, 0, 0
Florida->Wyoming,0, 0, 101, 104, 0, 0, 0
Florida->Washington,0, 0, 172, 31, 0, 0, 0
California->Connecticut,0, 0, 53, 148, 0, 0, 0
Missouri->Florida,0, 100, 100, 0, 0, 0, 0
Utah->Iowa,0, 100, 100, 0, 0, 0, 0
Idaho->Wisconsin,0, 0, 100, 100, 0, 0, 0
Washington->Idaho,0, 0, 0, 200, 0, 0, 0
Florida->Connecticut,0, 0, 156, 43, 0, 0, 0
Virginia->Massachusetts,0, 0, 120, 79, 0, 0, 0
Utah->Idaho,0, 0, 198, 0, 0, 0, 0
Maryland->NewJersey,0, 0, 68, 129, 0, 0, 0
Florida->Maryland,0, 0, 108, 88, 0, 0, 0
Wyoming->NewMexico,0, 0, 0, 194, 0, 0, 0
California->Illinois,13, 29, 124, 27, 0, 0, 0
Michigan->Nebraska,0, 0, 118, 75, 0, 0, 0
Wisconsin->Florida,0, 0, 49, 82, 0, 61, 0
Utah->Illinois,0, 11, 168, 12, 0, 0, 0
Illinois->Michigan,0, 0, 85, 106, 0, 0, 0
Washington->NorthCarolina,0, 0, 125, 64, 0, 0, 0
Georgia->Illinois,0, 0, 91, 98, 0, 0, 0
Oregon->Michigan,0, 0, 0, 189, 0, 0, 0
NewYork->Arizona,0, 0, 62, 126, 0, 0, 0
Louisiana->Minnesota,0, 0, 132, 56, 0, 0, 0
Arizona->Florida,0, 0, 91, 95, 0, 0, 0
Oregon->NewJersey,0, 0, 167, 18, 0, 0, 0
Minnesota->Wyoming,0, 0, 10, 175, 0, 0, 0
Minnesota->Texas,0, 0, 143, 40, 0, 0, 0
Washington->Virginia,0, 0, 156, 27, 0, 0, 0
Massachusetts->Alaska,0, 0, 152, 29, 0, 0, 0
Alaska->Florida,0, 0, 4, 177, 0, 0, 0
Maryland->Nebraska,0, 0, 172, 8, 0, 0, 0
Minnesota->Wisconsin,0, 0, 33, 68, 0, 78, 0
Georgia->Florida,0, 0, 143, 36, 0, 0, 0
California->Iowa,0, 0, 0, 38, 39, 100, 0
Arizona->Pennsylvania,0, 38, 131, 7, 0, 0, 0
Louisiana->Illinois,0, 0, 100, 76, 0, 0, 0
Idaho->Missouri,0, 0, 176, 0, 0, 0, 0
Wyoming->NewYork,0, 0, 75, 100, 0, 0, 0
Maryland->Arizona,0, 0, 75, 100, 0, 0, 0
Massachusetts->Florida,0, 0, 92, 13, 65, 0, 0
Alaska->California,0, 33, 0, 136, 0, 0, 0
Utah->NewYork,0, 0, 169, 0, 0, 0, 0
NorthCarolina->Pennsylvania,0, 0, 77, 92, 0, 0, 0
Maryland->NorthCarolina,0, 0, 113, 56, 0, 0, 0
Illinois->Connecticut,0, 0, 0, 69, 0, 100, 0
Georgia->Pennsylvania,0, 0, 164, 4, 0, 0, 0
Oregon->Virginia,0, 0, 58, 109, 0, 0, 0
Virginia->Washington,0, 0, 160, 6, 0, 0, 0
Virginia->Louisiana,0, 0, 0, 166, 0, 0, 0
Illinois->Utah,0, 14, 123, 26, 0, 0, 0
Virginia->Illinois,0, 0, 100, 63, 0, 0, 0
Wyoming->NewJersey,0, 0, 0, 163, 0, 0, 0
California->Washington,0, 0, 61, 101, 0, 0, 0
California->Ohio,0, 0, 100, 62, 0, 0, 0
Pennsylvania->Virginia,0, 0, 54, 107, 0, 0, 0
Illinois->Texas,0, 0, 13, 146, 0, 0, 0
Missouri->Oregon,0, 13, 132, 0, 10, 0, 0
Minnesota->Maryland,0, 0, 23, 132, 0, 0, 0
Wyoming->Connecticut,0, 0, 47, 107, 0, 0, 0
Virginia->Wyoming,0, 0, 100, 54, 0, 0, 0
Connecticut->NewMexico,0, 0, 82, 72, 0, 0, 0
NewJersey->Wisconsin,0, 0, 92, 61, 0, 0, 0
Florida->Texas,0, 0, 67, 85, 0, 0, 0
Minnesota->Washington,0, 0, 26, 126, 0, 0, 0
Connecticut->NewJersey,0, 0, 0, 152, 0, 0, 0
Missouri->Washington,0, 117, 14, 10, 10, 0, 0
Arizona->California,0, 0, 95, 56, 0, 0, 0
Massachusetts->Pennsylvania,0, 0, 100, 51, 0, 0, 0
Illinois->SouthCarolina,0, 150, 0, 0, 0, 0, 0
Wisconsin->Texas,0, 0, 33, 117, 0, 0, 0
Washington->NewYork,0, 0, 116, 34, 0, 0, 0
Georgia->Minnesota,0, 0, 150, 0, 0, 0, 0
Massachusetts->Utah,0, 0, 109, 40, 0, 0, 0
NorthCarolina->Maryland,0, 0, 86, 63, 0, 0, 0
Florida->NewMexico,0, 0, 145, 2, 0, 0, 0
Pennsylvania->Illinois,0, 0, 100, 47, 0, 0, 0
Texas->Minnesota,0, 0, 104, 43, 0, 0, 0
Illinois->California,45, 0, 0, 1, 0, 100, 0
Arizona->Utah,0, 0, 144, 0, 0, 0, 0
NewYork->Alaska,0, 0, 105, 39, 0, 0, 0
Virginia->Wisconsin,0, 0, 43, 101, 0, 0, 0
Texas->Arizona,0, 70, 72, 1, 0, 0, 0
NewJersey->Minnesota,0, 0, 39, 104, 0, 0, 0
Florida->Ohio,0, 0, 0, 143, 0, 0, 0
Pennsylvania->Florida,0, 0, 128, 14, 0, 0, 0
Pennsylvania->Utah,0, 0, 42, 100, 0, 0, 0
Illinois->Pennsylvania,0, 0, 0, 42, 0, 100, 0
Washington->Connecticut,0, 0, 133, 7, 0, 0, 0
Arizona->Virginia,0, 0, 139, 0, 0, 0, 0
Illinois->Arizona,0, 0, 0, 39, 0, 100, 0
California->Missouri,38, 100, 0, 0, 0, 0, 0
Idaho->NorthCarolina,0, 0, 138, 0, 0, 0, 0
California->Maryland,0, 0, 72, 65, 0, 0, 0
Florida->NewJersey,0, 0, 20, 117, 0, 0, 0
Arizona->Alaska,0, 0, 100, 36, 0, 0, 0
Illinois->NewJersey,0, 0, 0, 36, 0, 100, 0
NorthCarolina->Michigan,0, 0, 100, 35, 0, 0, 0
Minnesota->Florida,0, 0, 73, 22, 0, 39, 0
Washington->NewMexico,0, 0, 100, 33, 0, 0, 0
Alaska->Arizona,0, 100, 0, 31, 0, 0, 0
NewJersey->Arizona,0, 0, 100, 31, 0, 0, 0
Iowa->Wisconsin,0, 0, 0, 0, 114, 17, 0
Texas->California,36, 0, 22, 38, 34, 0, 0
