edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
NewYork->NewJersey,0, 0, 284, 788, 0, 0, 0
Wisconsin->Illinois,0, 0, 106, 350, 100, 310, 100
Louisiana->Texas,0, 0, 35, 784, 0, 0, 0
Oregon->Washington,0, 0, 212, 169, 379, 0, 0
Florida->Pennsylvania,0, 0, 308, 402, 0, 0, 0
Illinois->Wisconsin,0, 0, 84, 348, 0, 0, 200
NewYork->Connecticut,0, 0, 265, 364, 0, 0, 0
Massachusetts->Utah,0, 83, 447, 70, 0, 0, 0
Massachusetts->Virginia,0, 63, 95, 436, 0, 0, 0
Maryland->Minnesota,0, 0, 115, 468, 0, 0, 0
Idaho->Louisiana,0, 0, 170, 383, 0, 0, 0
Connecticut->Idaho,0, 0, 252, 300, 0, 0, 0
NewYork->California,0, 15, 258, 252, 12, 0, 0
NewYork->Oregon,0, 0, 290, 223, 0, 0, 0
NewYork->Virginia,0, 0, 191, 320, 0, 0, 0
California->Michigan,0, 65, 119, 277, 43, 0, 0
California->Oregon,0, 100, 130, 265, 0, 0, 0
Oregon->NewJersey,0, 100, 285, 105, 0, 0, 0
Massachusetts->California,0, 6, 439, 42, 0, 0, 0
Arizona->Georgia,0, 0, 304, 165, 0, 0, 0
Oregon->Arizona,0, 0, 445, 22, 0, 0, 0
Texas->Maryland,0, 0, 0, 450, 0, 0, 0
Connecticut->NewYork,0, 0, 161, 285, 0, 0, 0
Maryland->Virginia,0, 0, 111, 332, 0, 0, 0
Michigan->Maryland,0, 0, 69, 371, 0, 0, 0
Maryland->NewMexico,0, 0, 100, 334, 0, 0, 0
Michigan->Florida,0, 0, 171, 252, 0, 0, 0
Connecticut->Michigan,0, 0, 266, 157, 0, 0, 0
Illinois->Massachusetts,0, 67, 61, 123, 0, 0, 167
Massachusetts->Missouri,0, 0, 404, 12, 0, 0, 0
Florida->Virginia,0, 0, 145, 271, 0, 0, 0
Florida->California,0, 0, 120, 296, 0, 0, 0
California->NewYork,0, 10, 267, 135, 0, 0, 0
Arizona->Florida,0, 0, 268, 138, 0, 0, 0
Virginia->Florida,0, 0, 82, 322, 0, 0, 0
Oregon->NewYork,0, 31, 310, 56, 0, 0, 0
Massachusetts->Florida,0, 0, 204, 192, 0, 0, 0
Washington->Illinois,0, 0, 224, 166, 0, 0, 0
Massachusetts->Alaska,0, 108, 145, 130, 0, 0, 0
Massachusetts->Maryland,0, 0, 59, 321, 0, 0, 0
Oregon->California,0, 0, 334, 45, 0, 0, 0
Michigan->Connecticut,0, 0, 171, 206, 0, 0, 0
California->Maryland,0, 0, 48, 325, 0, 0, 0
Maryland->Wisconsin,0, 0, 0, 371, 0, 0, 0
Connecticut->Maryland,0, 0, 116, 253, 0, 0, 0
NorthCarolina->Connecticut,0, 0, 120, 248, 0, 0, 0
Idaho->Texas,0, 0, 165, 202, 0, 0, 0
Massachusetts->Wisconsin,0, 0, 91, 271, 0, 0, 0
California->Connecticut,0, 0, 117, 243, 0, 0, 0
Michigan->Texas,0, 0, 194, 130, 34, 0, 0
Connecticut->Washington,0, 0, 155, 200, 0, 0, 0
Pennsylvania->Florida,0, 0, 145, 208, 0, 0, 0
California->Minnesota,0, 13, 138, 201, 0, 0, 0
Pennsylvania->Maryland,0, 0, 36, 315, 0, 0, 0
Connecticut->Oregon,0, 0, 201, 148, 0, 0, 0
Maryland->Texas,0, 0, 100, 249, 0, 0, 0
Texas->Illinois,12, 0, 78, 254, 0, 4, 0
Massachusetts->NorthCarolina,0, 0, 96, 251, 0, 0, 0
Texas->Louisiana,0, 0, 30, 315, 0, 0, 0
NewYork->Wyoming,0, 0, 87, 256, 0, 0, 0
Michigan->Wisconsin,0, 100, 4, 234, 0, 0, 0
Louisiana->Idaho,0, 0, 102, 233, 0, 0, 0
Massachusetts->Michigan,0, 0, 277, 55, 0, 0, 0
Maryland->Nebraska,0, 0, 136, 194, 0, 0, 0
Massachusetts->Oregon,0, 0, 328, 0, 0, 0, 0
Idaho->Utah,0, 0, 300, 27, 0, 0, 0
Maryland->NorthCarolina,0, 0, 2, 323, 0, 0, 0
California->Massachusetts,0, 33, 253, 37, 0, 0, 0
Massachusetts->Connecticut,0, 0, 132, 189, 0, 0, 0
Florida->Minnesota,0, 0, 105, 193, 0, 20, 0
Utah->Florida,0, 0, 23, 292, 0, 0, 0
NewYork->Minnesota,0, 0, 143, 171, 0, 0, 0
Arizona->Pennsylvania,0, 0, 171, 137, 0, 0, 0
Washington->Oregon,0, 0, 95, 200, 12, 0, 0
Massachusetts->Arizona,0, 0, 299, 4, 0, 0, 0
Massachusetts->Illinois,0, 18, 182, 102, 0, 0, 0
Connecticut->Ohio,0, 0, 100, 199, 0, 0, 0
NewMexico->Michigan,0, 0, 177, 121, 0, 0, 0
Idaho->Washington,0, 0, 0, 294, 0, 0, 0
California->Texas,0, 73, 71, 149, 0, 0, 0
Washington->Arizona,0, 0, 187, 103, 0, 0, 0
Utah->Virginia,0, 35, 189, 65, 0, 0, 0
Massachusetts->NewYork,0, 0, 215, 43, 0, 0, 30
Wisconsin->NewYork,0, 0, 65, 58, 0, 65, 100
Virginia->California,0, 0, 259, 28, 0, 0, 0
Minnesota->Wisconsin,0, 0, 3, 183, 0, 100, 0
California->Washington,0, 0, 181, 104, 0, 0, 0
Wisconsin->NewJersey,0, 0, 72, 113, 0, 0, 100
Minnesota->Michigan,0, 0, 148, 133, 0, 0, 0
Arizona->Maryland,0, 0, 164, 116, 0, 0, 0
California->Ohio,0, 0, 46, 231, 0, 0, 0
NorthCarolina->Maryland,0, 0, 6, 270, 0, 0, 0
California->NorthCarolina,0, 0, 275, 0, 0, 0, 0
Maryland->Connecticut,0, 0, 30, 244, 0, 0, 0
California->Wisconsin,0, 34, 50, 86, 100, 0, 0
Virginia->Maryland,0, 0, 83, 187, 0, 0, 0
NewJersey->NewYork,0, 0, 228, 42, 0, 0, 0
Wisconsin->Minnesota,0, 0, 13, 120, 0, 137, 0
California->Wyoming,0, 100, 2, 167, 0, 0, 0
Maryland->Florida,0, 0, 200, 66, 0, 0, 0
Pennsylvania->Michigan,0, 0, 69, 196, 0, 0, 0
Virginia->Utah,0, 42, 205, 15, 0, 0, 0
Michigan->California,0, 0, 110, 124, 28, 0, 0
NewYork->Massachusetts,0, 0, 131, 97, 0, 0, 33
California->Utah,0, 70, 92, 95, 0, 0, 0
Michigan->Massachusetts,0, 0, 157, 100, 0, 0, 0
Minnesota->California,0, 15, 84, 157, 0, 0, 0
Pennsylvania->Virginia,0, 6, 135, 112, 0, 0, 0
Washington->Utah,0, 0, 179, 73, 0, 0, 0
Washington->Minnesota,0, 0, 159, 93, 0, 0, 0
Arizona->Washington,0, 0, 217, 33, 0, 0, 0
Connecticut->Nebraska,0, 0, 148, 100, 0, 0, 0
Michigan->NorthCarolina,0, 0, 147, 100, 0, 0, 0
Georgia->SouthCarolina,0, 0, 145, 100, 0, 0, 0
Connecticut->Illinois,0, 0, 0, 213, 0, 29, 0
Utah->Louisiana,0, 0, 0, 242, 0, 0, 0
Virginia->NewYork,0, 0, 144, 97, 0, 0, 0
Oregon->Alaska,0, 118, 0, 122, 0, 0, 0
Florida->Michigan,0, 0, 114, 124, 0, 0, 0
Louisiana->Utah,0, 0, 0, 237, 0, 0, 0
Virginia->Illinois,0, 0, 133, 103, 0, 0, 0
Minnesota->Utah,0, 0, 32, 203, 0, 0, 0
Connecticut->Utah,0, 0, 1, 233, 0, 0, 0
NewYork->Maryland,0, 0, 88, 145, 0, 0, 0
Washington->Texas,0, 0, 200, 33, 0, 0, 0
