host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10,prop.gp.11,prop.gp.12,prop.gp.13,prop.gp.14
18,2400_to_2499,2449.5,6,6,1,1,0.006321,0.006321,0.017203,0.025505999999999997,0.012639999999999998,0.012639999999999998,0.006321,0.006321,0.017203,0.025505999999999997,0.012639999999999998,0.012639999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2400_to_2499,2449.5,20,20,10,18,0.011731600000000002,0.0049474,0.01646,0.053605,0.016882073684210526,0.0098918,0.011731600000000002,0.0049474,0.01646,0.053605,0.016882073684210526,0.0098918,0.25,0.25,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0
20,2400_to_2499,2449.5,7,7,7,7,0.004707285714285713,0,0.008276999999999998,0.016498999999999993,0.009408190476190475,NA,0.004707285714285713,0,0.008276999999999998,0.016498999999999993,0.009408190476190475,NA,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0
21,2400_to_2499,2449.5,17,17,14,17,0.008032470588235294,0.003074499999999999,0.034057000000000004,0.06265300000000001,0.015156485294117648,0.006146666666666666,0.008032470588235294,0.003074499999999999,0.034057000000000004,0.06265300000000001,0.015156485294117648,0.006146666666666666,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705
22,2400_to_2499,2449.5,17,17,10,13,0.00412370588235294,6.82e-4,0.012591,0.020852999999999997,0.007220647058823529,0.0013613333333333333,0.00412370588235294,6.82e-4,0.012591,0.020852999999999997,0.007220647058823529,0.0013613333333333333,0.35294117647058826,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0
27,2400_to_2499,2449.5,26,26,1,3,0.01150634615384615,0.01150634615384615,0.025703,0.059321,0.018861233846153846,0.018861233846153846,0.01150634615384615,0.01150634615384615,0.025703,0.059321,0.018861233846153846,0.018861233846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2400_to_2499,2449.5,13,13,8,13,0.0050834615384615376,0.006900333333333334,0.012499,0.024956,0.010162923076923075,0.013797733333333333,0.0050834615384615376,0.006900333333333334,0.012499,0.024956,0.010162923076923075,0.013797733333333333,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0
34,2400_to_2499,2449.5,11,11,2,8,0.015732636363636365,0.013790000000000002,0.01664,0.041116,0.02157709090909091,0.018388,0.015732636363636365,0.013790000000000002,0.01664,0.041116,0.02157709090909091,0.018388,0.8181818181818182,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0
35,2400_to_2499,2449.5,9,9,5,9,0.004599111111111113,0.004153666666666667,0.016610000000000003,0.029082000000000004,0.009193111111111112,0.008305333333333333,0.004599111111111113,0.004153666666666667,0.016610000000000003,0.029082000000000004,0.009193111111111112,0.008305333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0
4,2400_to_2499,2449.5,17,17,6,15,0.030483823529411768,0.011388333333333334,0.02461900000000001,0.078205,0.022563647058823532,0.01574588888888889,0.030483823529411768,0.011388333333333334,0.02461900000000001,0.078205,0.022563647058823532,0.01574588888888889,0.5294117647058824,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0
7,2400_to_2499,2449.5,8,8,7,8,0.0051433749999999995,0.0020465,0.012351999999999995,0.024705999999999992,0.010280892857142855,0.004093,0.0051433749999999995,0.0020465,0.012351999999999995,0.024705999999999992,0.010280892857142855,0.004093,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0
8,2400_to_2499,2449.5,5,5,4,4,0.0049618,0.0082795,0.012461,0.020692999999999996,0.009921399999999999,0.016559,0.0049618,0.0082795,0.012461,0.020692999999999996,0.009921399999999999,0.016559,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0
9,2400_to_2499,2449.5,7,7,3,6,0.015301571428571425,0.006625000000000001,0.024830000000000005,0.049637,0.02280133333333333,0.0132478,0.015301571428571425,0.006625000000000001,0.024830000000000005,0.049637,0.02280133333333333,0.0132478,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
1,2500_to_2599,2549.5,7,7,5,7,0.0020712857142857143,2.333333333333333e-6,0.004816000000000001,0.009646000000000002,0.0041375238095238106,4e-6,0.0020712857142857143,2.333333333333333e-6,0.004816000000000001,0.009646000000000002,0.0041375238095238106,4e-6,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0
10,2500_to_2599,2549.5,14,14,6,10,0.004129428571428572,0.0048272857142857145,0.004844,0.019248,0.0068773186813186815,0.005063619047619048,0.004129428571428572,0.0048272857142857145,0.004844,0.019248,0.0068773186813186815,0.005063619047619048,0.5,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0
12,2500_to_2599,2549.5,7,7,5,7,0.011066571428571429,0.0016050000000000003,0.029240000000000006,0.04369100000000001,0.019380285714285714,0.0032093333333333336,0.011066571428571429,0.0016050000000000003,0.029240000000000006,0.04369100000000001,0.019380285714285714,0.0032093333333333336,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0
13,2500_to_2599,2549.5,10,10,3,3,0.029804000000000008,0.004001166666666667,0.03367000000000001,0.08172000000000001,0.03651573333333334,0.008000866666666667,0.029804000000000008,0.004001166666666667,0.03367000000000001,0.08172000000000001,0.03651573333333334,0.008000866666666667,0.6,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0
15,2500_to_2599,2549.5,2,2,2,2,0.007315999999999996,0,0.014631999999999992,0.014631999999999992,0.014631999999999992,NA,0.007315999999999996,0,0.014631999999999992,0.014631999999999992,0.014631999999999992,NA,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
16,2500_to_2599,2549.5,6,6,5,6,0.006458666666666665,0.002403,0.01460499999999999,0.029099999999999987,0.01290813333333333,0.004806,0.006458666666666665,0.002403,0.01460499999999999,0.029099999999999987,0.01290813333333333,0.004806,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0
18,2500_to_2599,2549.5,6,6,2,4,0.004017499999999999,0.003212,0.004837,0.009659000000000001,0.0080318,0.006423333333333334,0.004017499999999999,0.003212,0.004837,0.009659000000000001,0.0080318,0.006423333333333334,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2,2500_to_2599,2549.5,20,20,7,14,0.03643144999999999,0.02804615384615384,0.03974,0.112986,0.04975302631578947,0.038345,0.03643144999999999,0.02804615384615384,0.03974,0.112986,0.04975302631578947,0.038345,0.65,0.1,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0
20,2500_to_2599,2549.5,7,7,5,7,0.006231571428571429,0.003199666666666667,0.024382000000000008,0.03397200000000001,0.012455809523809527,0.006398666666666667,0.006231571428571429,0.003199666666666667,0.024382000000000008,0.03397200000000001,0.012455809523809527,0.006398666666666667,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0
21,2500_to_2599,2549.5,17,17,11,11,0.013311235294117645,0.0023606666666666667,0.029176,0.05796900000000001,0.02371880882352941,0.004719866666666667,0.013311235294117645,0.0023606666666666667,0.029176,0.05796900000000001,0.02371880882352941,0.004719866666666667,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0
22,2500_to_2599,2549.5,17,17,5,6,0.01854835294117647,0.009488833333333333,0.014629,0.052936,0.02895875,0.0107782,0.01854835294117647,0.009488833333333333,0.014629,0.052936,0.02895875,0.0107782,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0,0
27,2500_to_2599,2549.5,26,26,1,3,0.017583999999999995,0.017583999999999995,0.03012,0.071034,0.01845544,0.01845544,0.017583999999999995,0.017583999999999995,0.03012,0.071034,0.01845544,0.01845544,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2500_to_2599,2549.5,13,13,6,13,0.004834,0.005658,0.019227000000000008,0.033864000000000005,0.009664282051282051,0.011312533333333331,0.004834,0.005658,0.019227000000000008,0.033864000000000005,0.009664282051282051,0.011312533333333331,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0,0
34,2500_to_2599,2549.5,11,11,2,5,0.008790272727272728,0.006472166666666667,0.014644,0.03390700000000001,0.013549927272727271,0.011028733333333334,0.008790272727272728,0.006472166666666667,0.014644,0.03390700000000001,0.013549927272727271,0.011028733333333334,0.5454545454545454,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0
35,2500_to_2599,2549.5,9,9,8,9,0.005891888888888889,0.004842999999999999,0.014469999999999998,0.024173999999999998,0.011778611111111111,0.009685999999999998,0.005891888888888889,0.004842999999999999,0.014469999999999998,0.024173999999999998,0.011778611111111111,0.009685999999999998,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0
4,2500_to_2599,2549.5,17,17,3,3,0.07048511764705885,0.010143399999999999,0.07324700000000002,0.10247000000000003,0.027808750000000007,0.01072295238095238,0.07048511764705885,0.010143399999999999,0.07324700000000002,0.10247000000000003,0.027808750000000007,0.01072295238095238,0.8823529411764706,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
7,2500_to_2599,2549.5,8,8,6,8,0.0048328749999999995,0.0024015,0.009751,0.019336999999999993,0.009656678571428571,0.004803,0.0048328749999999995,0.0024015,0.009751,0.019336999999999993,0.009656678571428571,0.004803,0.25,0.25,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0
8,2500_to_2599,2549.5,5,5,1,5,0.0029701999999999997,0.0029701999999999997,0.014836999999999998,0.014841999999999998,0.005938399999999999,0.005938399999999999,0.0029701999999999997,0.0029701999999999997,0.014836999999999998,0.014841999999999998,0.005938399999999999,0.005938399999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2500_to_2599,2549.5,7,7,2,6,0.011345714285714282,0.006847499999999999,0.031369,0.04576899999999999,0.0158487619047619,0.013691266666666667,0.011345714285714282,0.006847499999999999,0.031369,0.04576899999999999,0.0158487619047619,0.013691266666666667,0.8571428571428571,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0
1,2600_to_2699,2649.5,7,7,7,7,0.004956142857142858,0,0.009958999999999999,0.019865,0.009908190476190477,NA,0.004956142857142858,0,0.009958999999999999,0.019865,0.009908190476190477,NA,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0
10,2600_to_2699,2649.5,14,14,7,12,0.010144714285714285,0.009764875,0.014759,0.04421,0.016305780219780217,0.01638925,0.010144714285714285,0.009764875,0.014759,0.04421,0.016305780219780217,0.01638925,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0
12,2600_to_2699,2649.5,7,7,4,5,0.013434714285714284,0.0016363333333333334,0.020073,0.034860999999999996,0.020769238095238094,0.0032706666666666665,0.013434714285714284,0.0016363333333333334,0.020073,0.034860999999999996,0.020769238095238094,0.0032706666666666665,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
13,2600_to_2699,2649.5,10,10,3,9,0.008355099999999999,0.003516571428571429,0.014778999999999987,0.01971499999999999,0.00863922222222222,0.006561714285714286,0.008355099999999999,0.003516571428571429,0.014778999999999987,0.01971499999999999,0.00863922222222222,0.006561714285714286,0.7,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0
15,2600_to_2699,2649.5,2,2,2,2,0.004971999999999997,0,0.009943999999999995,0.009943999999999995,0.009943999999999995,NA,0.004971999999999997,0,0.009943999999999995,0.009943999999999995,0.009943999999999995,NA,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
16,2600_to_2699,2649.5,6,6,3,6,0.002468,0.00246925,0.004938,0.009855,0.0049292,0.004932833333333333,0.002468,0.00246925,0.004938,0.009855,0.0049292,0.004932833333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
18,2600_to_2699,2649.5,6,6,1,1,0.005817500000000001,0.005817500000000001,0.01493,0.02499,0.011632333333333333,0.011632333333333333,0.005817500000000001,0.005817500000000001,0.01493,0.02499,0.011632333333333333,0.011632333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2600_to_2699,2649.5,20,20,3,14,0.03533525000000001,0.013815000000000003,0.04397900000000002,0.112097,0.045123005263157906,0.014124355555555556,0.03533525000000001,0.013815000000000003,0.04397900000000002,0.112097,0.045123005263157906,0.014124355555555556,0.5,0.35,0.15,0,0,0,0,0,0,0,0,0,0,0
20,2600_to_2699,2649.5,7,7,6,7,0.006351285714285715,1.5e-6,0.019711000000000003,0.029610000000000004,0.012699333333333333,3e-6,0.006351285714285715,1.5e-6,0.019711000000000003,0.029610000000000004,0.012699333333333333,3e-6,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0
21,2600_to_2699,2649.5,17,17,8,13,0.022956882352941167,0.011001375,0.042628,0.08707499999999999,0.036318970588235286,0.01712317857142857,0.022956882352941167,0.011001375,0.042628,0.08707499999999999,0.036318970588235286,0.01712317857142857,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0
22,2600_to_2699,2649.5,17,17,6,11,0.030915411764705882,0.008720833333333332,0.033993,0.082693,0.04643792647058823,0.0098194,0.030915411764705882,0.008720833333333332,0.033993,0.082693,0.04643792647058823,0.0098194,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0
27,2600_to_2699,2649.5,26,26,1,1,0.011383461538461535,0.011383461538461535,0.025007,0.05938,0.015793501538461537,0.015793501538461537,0.011383461538461535,0.011383461538461535,0.025007,0.05938,0.015793501538461537,0.015793501538461537,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2600_to_2699,2649.5,13,13,7,12,0.005323076923076922,0.0049426,0.009925999999999999,0.019860999999999997,0.010641717948717948,0.0098834,0.005323076923076922,0.0049426,0.009925999999999999,0.019860999999999997,0.010641717948717948,0.0098834,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0
34,2600_to_2699,2649.5,11,11,5,7,0.012968454545454543,0.0049444,0.034106,0.06375,0.02180970909090909,0.0098872,0.012968454545454543,0.0049444,0.034106,0.06375,0.02180970909090909,0.0098872,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0,0,0,0
35,2600_to_2699,2649.5,9,9,5,9,0.003298777777777777,0.001639,0.009907,0.019802999999999994,0.006594666666666666,0.0032773333333333335,0.003298777777777777,0.001639,0.009907,0.019802999999999994,0.006594666666666666,0.0032773333333333335,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0
4,2600_to_2699,2649.5,17,17,3,3,0.07224494117647061,0.0122174,0.07785800000000002,0.13615000000000005,0.0370519705882353,0.02150055238095238,0.07224494117647061,0.0122174,0.07785800000000002,0.13615000000000005,0.0370519705882353,0.02150055238095238,0.8823529411764706,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
7,2600_to_2699,2649.5,8,8,8,8,0.005668875000000002,0,0.025595000000000003,0.030557000000000004,0.011332607142857144,NA,0.005668875000000002,0,0.025595000000000003,0.030557000000000004,0.011332607142857144,NA,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0
8,2600_to_2699,2649.5,5,5,4,4,0.0038185999999999997,0.0047445000000000005,0.009588999999999999,0.014345,0.0076352,0.009489000000000001,0.0038185999999999997,0.0047445000000000005,0.009588999999999999,0.014345,0.0076352,0.009489000000000001,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0
9,2600_to_2699,2649.5,7,7,4,6,0.012156428571428572,0.011962,0.031004,0.050728999999999996,0.017297619047619048,0.02392333333333333,0.012156428571428572,0.011962,0.031004,0.050728999999999996,0.017297619047619048,0.02392333333333333,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
1,2700_to_2799,2749.5,7,7,7,7,0.004058999999999999,0,0.009476999999999998,0.018952999999999998,0.008115142857142855,NA,0.004058999999999999,0,0.009476999999999998,0.018952999999999998,0.008115142857142855,NA,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0
10,2700_to_2799,2749.5,14,14,3,10,0.008476071428571428,0.008186,0.029571000000000004,0.043565000000000006,0.014484274725274726,0.009366857142857144,0.008476071428571428,0.008186,0.029571000000000004,0.043565000000000006,0.014484274725274726,0.009366857142857144,0.5714285714285714,0.35714285714285715,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
12,2700_to_2799,2749.5,7,7,4,7,0.004039857142857142,0.004697333333333334,0.009453,0.018883999999999998,0.008074380952380953,0.009394,0.004039857142857142,0.004697333333333334,0.009453,0.018883999999999998,0.008074380952380953,0.009394,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
13,2700_to_2799,2749.5,10,10,4,4,0.015448499999999995,0.006195833333333334,0.023369999999999995,0.04211799999999999,0.022791222222222216,0.0086702,0.015448499999999995,0.006195833333333334,0.023369999999999995,0.04211799999999999,0.022791222222222216,0.0086702,0.6,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0
15,2700_to_2799,2749.5,2,2,2,2,0.004730999999999997,0,0.009461999999999995,0.009461999999999995,0.009461999999999995,NA,0.004730999999999997,0,0.009461999999999995,0.009461999999999995,0.009461999999999995,NA,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
16,2700_to_2799,2749.5,6,6,6,6,0.003127333333333334,0,0.009323999999999999,0.014032,0.0062488,NA,0.003127333333333334,0,0.009323999999999999,0.014032,0.0062488,NA,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0
18,2700_to_2799,2749.5,6,6,4,4,0.0031788333333333334,0.0095085,0.009584,0.019017,0.006352333333333334,0.019017,0.0031788333333333334,0.0095085,0.009584,0.019017,0.006352333333333334,0.019017,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0
2,2700_to_2799,2749.5,20,20,8,15,0.0298383,0.006067714285714286,0.027909,0.08937700000000001,0.03943077894736842,0.009488952380952381,0.0298383,0.006067714285714286,0.027909,0.08937700000000001,0.03943077894736842,0.009488952380952381,0.35,0.2,0.1,0.1,0.1,0.05,0.05,0.05,0,0,0,0,0,0
20,2700_to_2799,2749.5,7,7,4,7,0.006089428571428571,0.006357666666666665,0.014383999999999997,0.023826999999999994,0.012176476190476189,0.012714666666666666,0.006089428571428571,0.006357666666666665,0.014383999999999997,0.023826999999999994,0.012176476190476189,0.012714666666666666,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
21,2700_to_2799,2749.5,17,17,9,15,0.024702176470588245,0.011009666666666668,0.05546,0.107622,0.0403415,0.020155333333333334,0.024702176470588245,0.011009666666666668,0.05546,0.107622,0.0403415,0.020155333333333334,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0
22,2700_to_2799,2749.5,17,17,6,11,0.026319588235294122,0.010070500000000001,0.018615,0.0794,0.0409939705882353,0.012716333333333333,0.026319588235294122,0.010070500000000001,0.018615,0.0794,0.0409939705882353,0.012716333333333333,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0
27,2700_to_2799,2749.5,26,26,4,4,0.011598576923076922,0.007567652173913043,0.035085,0.06411800000000001,0.01583343076923077,0.01509603162055336,0.011598576923076922,0.007567652173913043,0.035085,0.06411800000000001,0.01583343076923077,0.01509603162055336,0.8846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0,0,0,0
28,2700_to_2799,2749.5,13,13,7,13,0.004712461538461539,0.003777799999999999,0.009452999999999998,0.018913,0.00942148717948718,0.007552799999999999,0.004712461538461539,0.003777799999999999,0.009452999999999998,0.018913,0.00942148717948718,0.007552799999999999,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0
34,2700_to_2799,2749.5,11,11,3,8,0.012507272727272726,0.006881444444444444,0.023461999999999997,0.052142,0.017283127272727274,0.0113995,0.012507272727272726,0.006881444444444444,0.023461999999999997,0.052142,0.017283127272727274,0.0113995,0.8181818181818182,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
35,2700_to_2799,2749.5,9,9,7,9,0.0062956666666666656,0.006293333333333332,0.014216,0.023675999999999996,0.012587777777777776,0.012585999999999998,0.0062956666666666656,0.006293333333333332,0.014216,0.023675999999999996,0.012587777777777776,0.012585999999999998,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0
4,2700_to_2799,2749.5,17,17,3,3,0.05831211764705884,0.0050537333333333335,0.06072000000000001,0.07505600000000001,0.02279333823529412,0.010014114285714285,0.05831211764705884,0.0050537333333333335,0.06072000000000001,0.07505600000000001,0.02279333823529412,0.010014114285714285,0.8823529411764706,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
7,2700_to_2799,2749.5,8,8,6,8,0.007176999999999999,0.0094995,0.03367800000000001,0.043214,0.014350142857142858,0.018999,0.007176999999999999,0.0094995,0.03367800000000001,0.043214,0.014350142857142858,0.018999,0.25,0.25,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0
8,2700_to_2799,2749.5,5,5,1,5,0.0046744,0.0046744,0.009394999999999999,0.014060999999999999,0.009346799999999999,0.009346799999999999,0.0046744,0.0046744,0.009394999999999999,0.014060999999999999,0.009346799999999999,0.009346799999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2700_to_2799,2749.5,7,7,6,7,0.006764999999999999,0.0071094999999999995,0.014348999999999994,0.028575999999999994,0.013527142857142856,0.014218999999999999,0.006764999999999999,0.0071094999999999995,0.014348999999999994,0.028575999999999994,0.013527142857142856,0.014218999999999999,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0
1,2800_to_2899,2849.5,7,7,7,7,0.006491285714285714,0,0.015276999999999999,0.025359,0.012977619047619047,NA,0.006491285714285714,0,0.015276999999999999,0.025359,0.012977619047619047,NA,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0
10,2800_to_2899,2849.5,14,14,6,7,0.008940428571428571,0.004251857142857142,0.015338,0.035387999999999996,0.015251252747252747,0.008500380952380952,0.008940428571428571,0.004251857142857142,0.015338,0.035387999999999996,0.015251252747252747,0.008500380952380952,0.5,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0
12,2800_to_2899,2849.5,7,7,3,3,0.015079428571428568,0.005005333333333333,0.020316000000000004,0.04036,0.024419809523809524,0.01001,0.015079428571428568,0.005005333333333333,0.020316000000000004,0.04036,0.024419809523809524,0.01001,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
13,2800_to_2899,2849.5,10,10,5,7,0.0145345,0.008029,0.015122,0.03523799999999999,0.02085851111111111,0.0100452,0.0145345,0.008029,0.015122,0.03523799999999999,0.02085851111111111,0.0100452,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
15,2800_to_2899,2849.5,2,2,2,2,0.0025000000000000005,0,0.005000000000000001,0.005000000000000001,0.005000000000000001,NA,0.0025000000000000005,0,0.005000000000000001,0.005000000000000001,0.005000000000000001,NA,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
16,2800_to_2899,2849.5,6,6,6,6,0.008351833333333333,0,0.01993,0.030063,0.016699666666666665,NA,0.008351833333333333,0,0.01993,0.030063,0.016699666666666665,NA,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0
18,2800_to_2899,2849.5,6,6,2,2,0.016073499999999998,0.0037905,0.02533499999999999,0.04553199999999999,0.021923799999999993,0.007579666666666666,0.016073499999999998,0.0037905,0.02533499999999999,0.04553199999999999,0.021923799999999993,0.007579666666666666,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2,2800_to_2899,2849.5,20,20,7,13,0.031584350000000004,0.005003142857142857,0.020271,0.09039900000000001,0.04284023684210527,0.007155238095238095,0.031584350000000004,0.005003142857142857,0.020271,0.09039900000000001,0.04284023684210527,0.007155238095238095,0.35,0.25,0.15,0.1,0.05,0.05,0.05,0,0,0,0,0,0,0
20,2800_to_2899,2849.5,7,7,6,7,0.0035819999999999997,2.4999999999999998e-6,0.010041999999999997,0.015048999999999996,0.0071560952380952374,4.9999999999999996e-6,0.0035819999999999997,2.4999999999999998e-6,0.010041999999999997,0.015048999999999996,0.0071560952380952374,4.9999999999999996e-6,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0
