edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
NewYork->Connecticut,0, 0, 820, 200, 0, 0, 0
Wisconsin->Illinois,0, 0, 100, 500, 0, 400, 0
NewYork->NewJersey,0, 100, 582, 300, 0, 0, 0
Maryland->Virginia,100, 200, 100, 400, 0, 0, 0
Utah->Virginia,0, 96, 300, 388, 0, 0, 0
California->Utah,100, 0, 148, 500, 0, 0, 0
NewYork->California,0, 200, 266, 262, 0, 0, 0
Illinois->Wisconsin,0, 200, 0, 300, 100, 100, 0
Arizona->Florida,0, 300, 0, 400, 0, 0, 0
California->NewYork,100, 100, 392, 100, 0, 0, 0
Maryland->Texas,200, 100, 200, 100, 0, 0, 0
Minnesota->Michigan,0, 100, 400, 100, 0, 0, 0
Oregon->Washington,0, 0, 300, 200, 100, 0, 0
Michigan->Texas,0, 200, 290, 100, 0, 0, 0
Michigan->Louisiana,0, 300, 190, 100, 0, 0, 0
California->Oregon,0, 100, 244, 200, 0, 0, 0
Arizona->California,0, 200, 148, 190, 0, 0, 0
Arizona->NewYork,0, 100, 222, 200, 0, 0, 0
Utah->Oregon,300, 0, 200, 0, 0, 0, 0
Maryland->Illinois,100, 100, 200, 100, 0, 0, 0
Maryland->Utah,0, 200, 0, 300, 0, 0, 0
Maryland->Minnesota,0, 200, 100, 200, 0, 0, 0
Louisiana->Pennsylvania,0, 300, 100, 100, 0, 0, 0
Michigan->California,0, 200, 300, 0, 0, 0, 0
Pennsylvania->Michigan,0, 100, 400, 0, 0, 0, 0
Maryland->Louisiana,0, 100, 0, 400, 0, 0, 0
Oregon->California,0, 0, 200, 200, 100, 0, 0
Florida->Pennsylvania,100, 0, 292, 100, 0, 0, 0
Michigan->NewYork,0, 100, 190, 200, 0, 0, 0
NewYork->Oregon,0, 100, 366, 0, 0, 0, 0
NewYork->Florida,0, 0, 252, 200, 0, 0, 0
NewYork->Virginia,0, 0, 100, 300, 52, 0, 0
Massachusetts->NorthCarolina,300, 0, 100, 0, 0, 0, 0
Massachusetts->Virginia,200, 0, 100, 100, 0, 0, 0
Florida->California,200, 0, 200, 0, 0, 0, 0
California->Arizona,100, 0, 100, 200, 0, 0, 0
Arizona->Washington,0, 400, 0, 0, 0, 0, 0
Louisiana->Florida,0, 100, 200, 100, 0, 0, 0
Pennsylvania->Florida,0, 200, 200, 0, 0, 0, 0
Pennsylvania->Minnesota,0, 100, 300, 0, 0, 0, 0
Pennsylvania->Louisiana,0, 100, 300, 0, 0, 0, 0
Michigan->Maryland,0, 200, 100, 100, 0, 0, 0
Georgia->SouthCarolina,0, 0, 400, 0, 0, 0, 0
Connecticut->NewMexico,0, 0, 200, 200, 0, 0, 0
Connecticut->Louisiana,0, 0, 200, 200, 0, 0, 0
Louisiana->Michigan,0, 0, 300, 100, 0, 0, 0
Connecticut->NewJersey,0, 0, 100, 300, 0, 0, 0
Florida->Arizona,0, 0, 400, 0, 0, 0, 0
Oregon->NewYork,0, 0, 300, 100, 0, 0, 0
Oregon->Maryland,0, 0, 200, 200, 0, 0, 0
Minnesota->Wisconsin,0, 0, 200, 200, 0, 0, 0
Idaho->Washington,0, 0, 0, 400, 0, 0, 0
Wisconsin->Minnesota,0, 0, 0, 100, 200, 100, 0
Florida->Georgia,100, 0, 292, 0, 0, 0, 0
Florida->Minnesota,0, 0, 392, 0, 0, 0, 0
Michigan->Connecticut,0, 200, 190, 0, 0, 0, 0
Arizona->NewJersey,0, 0, 290, 100, 0, 0, 0
Arizona->Illinois,0, 0, 90, 290, 0, 0, 0
NewYork->Louisiana,0, 100, 210, 52, 0, 0, 0
NewYork->Utah,0, 200, 152, 0, 0, 0, 0
NewYork->Pennsylvania,0, 0, 200, 100, 52, 0, 0
California->Virginia,0, 0, 100, 200, 48, 0, 0
Virginia->Massachusetts,200, 0, 100, 0, 0, 0, 0
Massachusetts->Alaska,100, 0, 200, 0, 0, 0, 0
Massachusetts->Utah,300, 0, 0, 0, 0, 0, 0
Massachusetts->Missouri,100, 0, 100, 100, 0, 0, 0
Florida->Connecticut,100, 0, 200, 0, 0, 0, 0
California->Illinois,100, 100, 100, 0, 0, 0, 0
Utah->California,100, 0, 100, 100, 0, 0, 0
Utah->Alaska,100, 100, 100, 0, 0, 0, 0
Oregon->Utah,100, 100, 0, 100, 0, 0, 0
Virginia->Maryland,100, 0, 100, 100, 0, 0, 0
Maryland->Massachusetts,100, 100, 100, 0, 0, 0, 0
Maryland->NewYork,100, 100, 0, 100, 0, 0, 0
NewYork->Washington,100, 0, 200, 0, 0, 0, 0
Wyoming->Texas,100, 100, 100, 0, 0, 0, 0
Illinois->California,0, 200, 0, 0, 100, 0, 0
California->Wisconsin,0, 200, 0, 0, 0, 100, 0
Arizona->Georgia,0, 200, 100, 0, 0, 0, 0
NewYork->Maryland,0, 200, 100, 0, 0, 0, 0
Minnesota->Florida,0, 200, 100, 0, 0, 0, 0
Minnesota->California,0, 100, 200, 0, 0, 0, 0
Pennsylvania->Virginia,0, 100, 100, 100, 0, 0, 0
Illinois->Georgia,0, 100, 100, 100, 0, 0, 0
Illinois->Michigan,0, 200, 0, 100, 0, 0, 0
Texas->Minnesota,0, 200, 100, 0, 0, 0, 0
Minnesota->Maryland,0, 100, 200, 0, 0, 0, 0
Illinois->Massachusetts,0, 100, 0, 0, 100, 100, 0
Arizona->Virginia,0, 100, 0, 200, 0, 0, 0
Arizona->Texas,0, 100, 0, 200, 0, 0, 0
Michigan->Illinois,0, 100, 100, 100, 0, 0, 0
California->Texas,0, 100, 0, 200, 0, 0, 0
Utah->Minnesota,0, 100, 200, 0, 0, 0, 0
Utah->Florida,0, 100, 200, 0, 0, 0, 0
Idaho->Wisconsin,0, 0, 100, 200, 0, 0, 0
Illinois->NewYork,0, 0, 100, 0, 100, 100, 0
Idaho->Connecticut,0, 0, 100, 200, 0, 0, 0
Utah->Wyoming,0, 0, 200, 100, 0, 0, 0
Michigan->Wyoming,0, 0, 200, 100, 0, 0, 0
Louisiana->NorthCarolina,0, 0, 200, 100, 0, 0, 0
Pennsylvania->NorthCarolina,0, 0, 200, 100, 0, 0, 0
NewYork->Massachusetts,0, 0, 100, 200, 0, 0, 0
Michigan->Minnesota,0, 0, 100, 200, 0, 0, 0
Connecticut->Minnesota,0, 0, 300, 0, 0, 0, 0
Connecticut->Oregon,0, 0, 200, 100, 0, 0, 0
Washington->Illinois,0, 0, 300, 0, 0, 0, 0
Idaho->Oregon,0, 0, 100, 200, 0, 0, 0
Oregon->Florida,0, 0, 200, 100, 0, 0, 0
Oregon->Massachusetts,0, 0, 200, 100, 0, 0, 0
Connecticut->Texas,0, 0, 100, 200, 0, 0, 0
Washington->Oregon,0, 0, 100, 200, 0, 0, 0
NewYork->Wisconsin,0, 0, 200, 100, 0, 0, 0
Oregon->Virginia,0, 0, 200, 100, 0, 0, 0
Oregon->Pennsylvania,0, 0, 200, 100, 0, 0, 0
Washington->Texas,0, 0, 300, 0, 0, 0, 0
Maryland->Florida,0, 0, 100, 200, 0, 0, 0
Maryland->Arizona,0, 0, 100, 200, 0, 0, 0
Oregon->Wisconsin,0, 0, 100, 100, 100, 0, 0
Connecticut->Idaho,0, 0, 100, 200, 0, 0, 0
California->Washington,0, 0, 0, 300, 0, 0, 0
Arizona->Wisconsin,0, 0, 0, 300, 0, 0, 0
Utah->Texas,100, 0, 100, 96, 0, 0, 0
Utah->Louisiana,0, 96, 200, 0, 0, 0, 0
Utah->Michigan,0, 96, 100, 96, 0, 0, 0
Florida->Virginia,0, 0, 292, 0, 0, 0, 0
NewJersey->California,100, 0, 90, 100, 0, 0, 0
Arizona->Oregon,0, 200, 90, 0, 0, 0, 0
Arizona->Michigan,0, 100, 90, 100, 0, 0, 0
Michigan->Nebraska,0, 100, 90, 100, 0, 0, 0
Arizona->Connecticut,0, 0, 190, 100, 0, 0, 0
NewJersey->NewYork,0, 0, 180, 100, 0, 0, 0
NewYork->Illinois,0, 0, 210, 10, 0, 0, 0
NewYork->Idaho,0, 0, 210, 0, 0, 0, 0
NewYork->Texas,0, 0, 210, 0, 0, 0, 0
SouthCarolina->Georgia,0, 0, 208, 0, 0, 0, 0
Connecticut->Utah,0, 0, 100, 104, 0, 0, 0
Virginia->Florida,200, 0, 0, 0, 0, 0, 0
California->Michigan,100, 0, 100, 0, 0, 0, 0
California->Massachusetts,100, 0, 0, 100, 0, 0, 0
Massachusetts->Wisconsin,100, 0, 0, 100, 0, 0, 0
Utah->Illinois,200, 0, 0, 0, 0, 0, 0
Utah->Missouri,200, 0, 0, 0, 0, 0, 0
Missouri->Massachusetts,200, 0, 0, 0, 0, 0, 0
Missouri->Arizona,100, 100, 0, 0, 0, 0, 0
Missouri->Iowa,200, 0, 0, 0, 0, 0, 0
Iowa->Oregon,200, 0, 0, 0, 0, 0, 0
Oregon->Missouri,100, 100, 0, 0, 0, 0, 0
Oregon->Alaska,100, 0, 0, 100, 0, 0, 0
Virginia->NorthCarolina,100, 0, 0, 100, 0, 0, 0
Virginia->Wisconsin,100, 0, 100, 0, 0, 0, 0
Wyoming->Virginia,100, 0, 0, 100, 0, 0, 0
NewYork->Alaska,0, 100, 0, 100, 0, 0, 0
Arizona->Massachusetts,0, 100, 0, 100, 0, 0, 0
Minnesota->Louisiana,0, 200, 0, 0, 0, 0, 0
Pennsylvania->Connecticut,0, 100, 100, 0, 0, 0, 0
Minnesota->NorthCarolina,0, 100, 100, 0, 0, 0, 0
Texas->NewJersey,0, 100, 0, 100, 0, 0, 0
Texas->Louisiana,0, 100, 0, 100, 0, 0, 0
Illinois->Washington,0, 100, 100, 0, 0, 0, 0
Arizona->Utah,0, 100, 0, 100, 0, 0, 0
Washington->Arizona,0, 100, 0, 100, 0, 0, 0
Arizona->Pennsylvania,0, 100, 100, 0, 0, 0, 0
Wisconsin->Michigan,0, 100, 100, 0, 0, 0, 0
Michigan->Alaska,0, 100, 0, 100, 0, 0, 0
Michigan->Florida,0, 100, 100, 0, 0, 0, 0
Maryland->Idaho,0, 100, 0, 100, 0, 0, 0
Idaho->NorthCarolina,0, 200, 0, 0, 0, 0, 0
Arizona->NorthCarolina,0, 0, 200, 0, 0, 0, 0
Arizona->Minnesota,0, 0, 100, 100, 0, 0, 0
Michigan->NewMexico,0, 0, 200, 0, 0, 0, 0
Louisiana->California,0, 0, 100, 100, 0, 0, 0
NorthCarolina->Maryland,0, 0, 100, 100, 0, 0, 0
NorthCarolina->California,0, 0, 100, 100, 0, 0, 0
Pennsylvania->Maryland,0, 0, 100, 100, 0, 0, 0
Massachusetts->Washington,0, 0, 100, 100, 0, 0, 0
