host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
199,6,complex,100,100,100/100,100
199,86,complex,35,100,35/100,100
199,86,trans,65,100,65/100,100
6,86,complex,93,100,93/100,96
6,86,none,3,100,3/100,96
