dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
AA,0.667,1.0,0.8,0.667,1.0,0.8,0.667,1.0,0.8
AC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AI,0.222,0.143,0.174,0.111,0.071,0.087,0.25,0.214,0.231
AJ,0.667,1.0,0.8,0.667,1.0,0.8,0.667,1.0,0.8
AQ,0,0,0,0,0,0,0,0,0
AW,0,0,0,0,0,0,0.167,0.056,0.083
BA,1.0,0.2,0.333,1.0,0.2,0.333,1.0,0.2,0.333
BB,0,0,0,0,0,0,0,0,0
BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
