dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl250_mr15_nv10_19,1,0.286,0.444,1,0.286,0.444,1,0.286,0.444
SIR01_sl250_mr15_nv10_2,1,0.333,0.5,1,0.333,0.5,1,0.333,0.5
SIR01_sl250_mr15_nv10_20,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_3,0,0,0,0,0,0,1,0.071,0.133
SIR01_sl250_mr15_nv10_4,1,0.25,0.4,1,0.25,0.4,1,0.25,0.4
SIR01_sl250_mr15_nv10_5,1,0.111,0.2,1,0.111,0.2,0.5,0.111,0.182
SIR01_sl250_mr15_nv10_6,1,0.14,0.245,1,0.14,0.245,1,0.14,0.245
SIR01_sl250_mr15_nv10_7,1,0.195,0.327,1,0.195,0.327,1,0.268,0.423
SIR01_sl250_mr15_nv10_8,1,0.222,0.364,0.667,0.222,0.333,0.75,0.333,0.462
SIR01_sl250_mr15_nv10_9,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SIR01_sl500_mr15_nv10_10,0.5,0.077,0.133,0.5,0.077,0.133,0.5,0.077,0.133
SIR01_sl500_mr15_nv10_11,1,0.412,0.583,1,0.412,0.583,0.833,0.588,0.69
SIR01_sl500_mr15_nv10_12,1,0.167,0.286,1,0.167,0.286,1,0.167,0.286
SIR01_sl500_mr15_nv10_13,0.667,0.286,0.4,0.667,0.286,0.4,0.833,0.714,0.769
SIR01_sl500_mr15_nv10_14,1,0.256,0.408,0.909,0.256,0.4,0.8,0.41,0.542
SIR01_sl500_mr15_nv10_15,1,0.333,0.5,1,0.333,0.5,0.824,0.467,0.596
SIR01_sl500_mr15_nv10_16,1,0.6,0.75,1,0.6,0.75,1,0.7,0.824
SIR01_sl500_mr15_nv10_17,1,0.385,0.556,1,0.385,0.556,1,0.462,0.632
SIR01_sl500_mr15_nv10_18,1,0.36,0.529,1,0.36,0.529,1,0.36,0.529
SIR01_sl500_mr15_nv10_19,1,0.37,0.541,1,0.37,0.541,0.867,0.481,0.619
SIR01_sl500_mr15_nv10_2,1,0.286,0.444,1,0.286,0.444,1,0.429,0.6
SIR01_sl500_mr15_nv10_20,1,0.4,0.571,1,0.4,0.571,1,0.48,0.649
SIR01_sl500_mr15_nv10_3,1,0.263,0.417,1,0.263,0.417,1,0.263,0.417
SIR01_sl500_mr15_nv10_4,1,0.224,0.367,1,0.224,0.367,0.85,0.347,0.493
SIR01_sl500_mr15_nv10_5,1,0.231,0.375,1,0.231,0.375,0.909,0.385,0.541
SIR01_sl500_mr15_nv10_6,1,0.448,0.619,1,0.448,0.619,1,0.586,0.739
SIR01_sl500_mr15_nv10_7,1,0.286,0.444,1,0.286,0.444,1,0.286,0.444
SIR01_sl500_mr15_nv10_8,1,0.25,0.4,1,0.25,0.4,1,0.25,0.4
SIR01_sl500_mr15_nv10_9,1,0.298,0.459,1,0.298,0.459,1,0.526,0.69
,0.927835714285714,0.365676785714285,0.5029,0.923871428571428,0.3661625,0.503182142857143,0.889126785714286,0.546001785714286,0.655291071428572
