4->201,26
4->283,26
2->4,25
2->5,25
2->142,25
2->202,25
1->2,25
2->3,24
4->107,23
105->52,22
1->107,21
5->107,21
107->4,20
4->7,19
5->2,19
1->5,18
283->7,18
102->4,17
283->3,17
240->107,16
1->102,16
4->2,16
283->201,16
283->4,16
1->4,15
5->4,15
4->240,15
202->3,15
2->1,14
1->105,14
2->107,14
202->2,14
4->5,13
283->107,13
7->3,12
107->240,12
1->201,12
4->3,12
4->1,12
202->142,12
7->4,10
2->102,10
2->201,10
240->4,10
7->201,9
4->105,9
7->283,8
4->102,8
107->5,8
202->5,8
2->105,7
102->1,7
52->105,7
142->3,7
142->2,7
105->107,7
4->142,7
5->1,7
107->2,6
202->4,6
102->107,6
5->52,6
102->105,6
201->283,5
201->3,5
7->107,5
1->52,5
142->4,5
142->202,5
3->4,5
4->202,5
201->7,5
5->102,5
102->2,4
107->1,4
142->5,4
107->283,4
107->3,4
201->107,4
5->201,4
3->283,4
5->105,4
105->1,4
102->201,3
107->105,3
3->7,3
4->52,3
105->2,3
102->52,3
2->52,3
283->240,3
105->4,3
107->52,2
3->5,2
201->4,2
3->107,2
102->5,2
105->102,2
240->7,2
3->202,2
3->201,2
107->7,2
52->107,2
52->2,2
52->4,2
107->102,2
52->201,1
105->5,1
240->201,1
240->283,1
3->2,1
3->142,1
105->201,1
107->201,1
2->283,1
52->1,1
52->5,1
2->240,1
240->3,1
2->7,1
