TNet_bias,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,5896,13237,21710,13244,0,0,0
receiving,6800,11553,14795,7054,100,0,0
,,,,,,,
,,,,,,,
random_sampling,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,6532,13420,21025,8516,45,0,0
receiving,6857,11821,15490,6042,55,0,0
