Map from character to field name
A:	Australia
B:	Austria
C:	Belgium
D:	Brazil
E:	Canada
F:	China
G:	Czech Republic
H:	Democratic Republic of the Congo
I:	England
J:	Finland
K:	France
L:	Georgia
M:	Germany
N:	Hong Kong
O:	Iceland
P:	India
Q:	Ireland
R:	Italy
S:	Japan
T:	Luxembourg
U:	Mexico
V:	Netherlands
W:	Norway
X:	Portugal
Y:	Scotland
Z:	Senegal
[:	Singapore
\:	South Korea
]:	Spain
^:	Switzerland
_:	Taiwan
`:	USA
a:	Wales
b:	?


Substitution rate (mu): 350.090596

Equilibrium frequencies (pi_i):
  A: 0.0295
  B: 0.0364
  C: 0.0261
  D: 0.0377
  E: 0.0341
  F: 0.0197
  G: 0.0327
  H: 0.0316
  I: 0.019
  J: 0.0322
  K: 0.02
  L: 0.0367
  M: 0.0162
  N: 0.0324
  O: 0.0339
  P: 0.0369
  Q: 0.0331
  R: 0.0291
  S: 0.0322
  T: 0.0274
  U: 0.0371
  V: 0.024
  W: 0.0367
  X: 0.0227
  Y: 0.023
  Z: 0.0325
  [: 0.039
  \: 0.0356
  ]: 0.0245
  ^: 0.0235
  _: 0.0384
  `: 0.0321
  a: 0.034

Symmetrized rates from j->i (W_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	[	\	]	^	_	`	a
  A	0	0.617	2.0302	1.299	4.1757	1.2183	0.6187	0.9121	4.2621	1.2787	4.8234	0.9217	3.7229	0.6162	1.6955	2.163	0.6152	0.9295	0.901	0.736	0.927	0.9499	0.6319	1.2185	2.3626	0.6169	1.2196	0.7698	1.0003	2.1478	1.2418	3.8885	0.8946
  B	0.617	0	0.617	0.6149	0.9226	0.6149	0.6207	0.6158	1.816	0.6154	0.6362	0.6146	2.7667	0.6142	0.6146	0.6144	0.6146	0.6347	0.6136	0.924	0.6151	0.924	0.615	0.9368	1.168	0.6155	0.6146	0.6145	0.6316	0.9349	0.6159	0.6147	0.6146
  C	2.0302	0.617	0	0.9326	1.024	1.1916	0.9273	1.3601	5.7886	0.6317	3.7229	0.9216	3.1274	0.9117	3.172	0.7068	0.6165	1.782	1.5279	1.5172	0.6202	3.7202	2.2559	2.0427	2.299	0.618	0.6147	0.6146	1.4677	3.6406	0.6205	0.6215	0.6342
  D	1.299	0.6149	0.9326	0	0.9702	0.6756	0.6149	0.6161	1.1674	0.6177	0.6306	0.6148	0.7272	0.6202	0.6154	0.6254	0.6148	0.6157	0.6173	1.2301	0.6152	1.5393	0.6152	0.62	0.6467	0.6159	0.6155	0.6152	1.7369	0.7831	0.6169	0.6299	0.616
  E	4.1757	0.9226	1.024	0.9702	0	1.9589	0.6179	0.7743	1.9249	1.3311	4.8344	0.6161	3.8884	0.6163	0.8596	0.9232	0.615	0.6205	2.1813	4.3479	0.9224	0.9762	0.6176	1.5699	0.6501	0.6182	0.7753	0.6177	0.7307	0.6227	1.7806	6.754	0.6155
  F	1.2183	0.6149	1.1916	0.6756	1.9589	0	0.6146	0.6164	0.9247	0.9232	0.6326	0.6142	1.4873	3.4059	1.232	0.9218	0.921	0.6171	4.0294	0.6212	1.0324	1.234	0.9224	1.2383	5.8999	1.2332	4.6006	3.6783	2.0425	0.6231	2.1653	1.5633	0.6143
  G	0.6187	0.6207	0.9273	0.6149	0.6179	0.6146	0	0.6157	1.6923	0.6156	0.7778	0.6149	0.7619	0.6144	0.9131	0.6145	0.6148	0.6324	0.6141	0.6186	0.6152	0.9254	0.6154	0.9349	1.5124	0.6157	0.6147	0.6146	0.7383	0.6273	0.6169	0.6188	0.6149
  H	0.9121	0.6158	1.3601	0.6161	0.7743	0.6164	0.6157	0	3.4866	0.6166	1.2131	0.6151	0.6206	0.6148	0.6177	0.615	0.6154	0.6175	0.6154	0.7844	0.6158	0.6903	0.6162	0.7914	1.3704	0.6163	0.6153	0.615	0.7842	0.9255	0.6178	0.6191	0.6151
  I	4.2621	1.816	5.7886	1.1674	1.9249	0.9247	1.6923	3.4866	0	3.1592	6.6791	1.245	4.0567	0.6132	4.0888	0.6195	2.1154	2.3362	1.4856	3.7868	0.9113	8.2126	1.0563	7.069	11.5497	1.3214	0.6133	0.6131	7.7017	2.617	1.8762	3.5534	1.8337
  J	1.2787	0.6154	0.6317	0.6177	1.3311	0.9232	0.6156	0.6166	3.1592	0	2.7917	0.6149	0.7512	0.6144	0.6241	0.6149	0.6151	0.6538	0.6144	0.6173	0.6153	1.8919	0.6173	0.7312	0.947	0.6161	0.615	0.6149	0.7186	0.6227	0.6173	0.6352	0.6167
  K	4.8234	0.6362	3.7229	0.6306	4.8344	0.6326	0.7778	1.2131	6.6791	2.7917	0	0.9256	8.2152	0.9151	3.7742	0.617	0.6144	1.5794	1.2182	4.1327	0.9184	1.0277	2.2679	2.2262	1.9852	2.143	0.9217	0.614	1.873	1.1396	3.2484	3.3427	0.6207
  L	0.9217	0.6146	0.9216	0.6148	0.6161	0.6142	0.6149	0.6151	1.245	0.6149	0.9256	0	0.922	0.6142	0.6142	0.9211	0.6146	0.6154	0.6136	0.6146	0.615	0.6145	0.6184	0.9213	0.615	0.6151	0.6146	0.6146	1.2	0.9224	0.6155	0.6142	0.6146
  M	3.7229	2.7667	3.1274	0.7272	3.8884	1.4873	0.7619	0.6206	4.0567	0.7512	8.2152	0.922	0	0.615	2.1041	0.6157	0.6147	0.6203	1.2187	3.6196	0.6662	3.1925	0.6172	1.5503	3.033	0.926	0.6167	0.6157	1.3232	0.7972	1.9366	6.9122	1.5371
