22->21,92
28->7,87
28->20,87
28->1,83
2->8,83
28->16,83
28->35,83
28->10,82
21->22,82
2->4,78
2->21,65
12->4,61
28->15,58
28->34,56
28->12,55
28->21,55
28->2,54
22->2,54
2->22,54
34->21,52
35->28,50
21->34,50
4->8,50
9->13,49
21->13,47
28->9,47
7->1,44
35->7,42
28->22,41
35->10,39
4->2,39
28->13,38
9->4,38
35->20,37
34->27,36
35->16,35
7->10,33
21->2,33
20->28,33
35->1,32
7->28,32
20->1,32
28->18,32
21->10,31
7->16,31
7->35,30
10->35,29
10->1,29
34->13,29
9->10,28
8->2,27
10->7,26
10->22,26
20->16,26
10->16,25
34->18,25
9->21,25
10->28,25
1->28,25
7->20,24
10->34,24
13->27,24
2->34,24
10->12,23
10->21,23
35->9,23
9->27,23
35->21,22
34->7,22
13->21,22
10->20,21
1->10,21
34->2,21
2->13,21
20->10,21
13->34,21
8->4,21
10->9,20
20->35,20
1->20,20
7->34,20
1->7,19
21->16,19
35->34,18
20->7,18
7->21,18
2->12,18
12->18,18
13->9,18
28->4,17
34->28,16
28->27,16
7->9,16
7->2,16
1->35,16
12->27,16
35->2,15
34->12,15
34->4,15
27->2,15
7->12,15
9->12,15
9->34,15
27->21,15
27->9,15
9->35,15
35->22,15
35->15,15
21->7,15
22->10,15
18->12,15
27->4,14
34->20,14
35->18,14
35->12,14
1->34,14
16->10,14
16->20,14
16->7,14
10->2,13
1->9,13
21->1,13
20->21,13
2->28,13
10->18,13
9->18,12
1->21,12
10->13,12
34->9,12
34->10,12
21->28,12
20->15,12
21->27,12
1->2,12
34->35,11
10->15,11
21->35,11
34->1,11
9->28,11
7->15,11
12->34,11
27->34,11
7->18,11
2->16,11
9->16,10
16->1,10
27->13,10
16->21,10
18->34,9
20->34,9
34->16,9
9->20,9
1->12,9
16->35,9
20->9,9
20->22,9
7->13,9
35->13,9
2->10,9
13->4,9
2->20,9
2->15,9
2->35,9
2->7,9
16->28,9
20->2,8
1->15,8
1->16,8
21->20,8
9->1,8
20->18,8
1->18,8
7->22,8
9->7,7
21->9,7
21->4,7
34->22,7
12->9,7
27->12,7
9->2,6
7->27,6
13->10,6
21->15,6
13->2,6
22->28,6
2->9,6
16->34,6
1->22,6
21->12,5
18->4,5
18->28,5
12->28,5
12->2,5
13->35,5
22->20,5
16->9,5
16->12,5
7->4,5
20->12,5
18->16,5
27->8,4
22->9,4
1->13,4
9->15,4
12->7,4
13->7,4
12->20,4
13->18,4
22->35,4
22->7,4
2->1,4
4->27,4
18->9,4
10->4,4
20->4,4
22->12,4
20->27,4
2->27,4
22->4,4
27->20,4
35->27,3
4->22,3
34->15,3
35->4,3
9->22,3
18->35,3
12->1,3
12->16,3
13->20,3
21->18,3
22->16,3
16->22,3
22->1,3
12->21,3
4->21,3
4->34,3
18->20,3
12->35,3
18->21,3
18->10,3
18->1,3
27->35,3
18->7,3
20->13,3
1->4,3
10->27,3
13->8,3
27->28,3
27->1,3
1->27,2
12->22,2
16->13,2
16->15,2
12->13,2
12->10,2
22->13,2
34->8,2
18->27,2
4->9,2
4->18,2
13->28,2
13->16,2
13->1,2
16->18,2
27->15,2
18->22,2
27->7,2
27->10,2
15->28,1
2->18,1
4->7,1
18->15,1
22->34,1
21->8,1
13->12,1
16->2,1
13->15,1
28->8,1
22->27,1
27->22,1
22->18,1
27->18,1
27->16,1
