4->201,99
4->283,99
2->4,97
2->142,96
1->2,93
2->3,92
2->5,90
105->52,89
1->107,87
2->202,86
4->107,78
1->5,70
5->2,69
5->107,66
4->2,65
102->4,65
107->4,65
1->102,64
5->4,60
283->3,60
283->7,58
2->107,56
4->7,55
1->4,55
1->105,54
283->201,53
107->240,53
4->240,51
240->107,51
240->4,51
4->5,51
2->1,51
1->201,49
283->4,45
7->3,44
4->1,44
7->201,43
202->2,42
283->107,40
202->3,40
4->3,39
7->283,39
202->142,38
7->4,37
2->102,34
4->102,32
2->201,30
202->4,29
107->5,27
142->202,27
142->2,27
2->105,27
4->105,26
3->7,26
4->142,24
142->3,24
202->5,24
52->105,23
105->107,23
1->52,22
142->4,22
7->107,21
142->5,19
102->107,18
2->283,18
102->1,18
201->283,18
3->283,18
4->202,17
201->7,17
107->2,16
5->1,16
201->4,16
3->201,16
102->2,13
107->7,13
107->283,13
283->240,13
107->3,12
201->3,12
107->201,11
3->4,11
5->201,10
201->107,10
4->52,10
102->105,10
2->52,9
105->2,9
107->105,8
3->107,8
3->2,8
102->201,7
107->1,7
107->52,7
5->52,7
2->7,7
105->1,7
105->4,7
5->105,7
5->102,6
105->102,6
107->102,6
5->283,6
240->3,6
102->5,5
102->52,5
240->7,5
3->142,5
3->5,4
201->105,3
2->240,3
105->5,3
105->201,3
52->5,3
52->2,3
52->107,3
3->202,3
240->283,2
201->1,2
7->240,2
142->201,2
5->202,2
5->142,2
201->5,2
52->4,2
52->201,1
201->52,1
201->102,1
142->1,1
142->283,1
142->105,1
240->201,1
142->107,1
142->240,1
5->7,1
3->240,1
201->240,1
52->1,1
201->2,1
