2->142,95
2->4,94
1->2,90
105->52,90
2->3,89
4->283,89
1->107,87
2->202,86
2->5,86
4->201,79
4->107,75
107->4,74
4->2,71
5->107,69
283->7,65
102->4,65
5->2,63
283->3,62
283->201,60
1->5,60
1->102,58
1->4,54
240->4,53
5->4,53
240->107,52
4->5,51
107->240,49
2->1,49
4->240,47
4->7,47
7->201,46
4->1,45
7->3,45
2->107,45
1->201,43
1->105,42
202->2,41
4->3,39
202->3,39
283->4,39
7->4,38
107->5,38
202->142,37
7->283,36
142->5,34
142->2,34
283->107,31
4->102,29
142->4,28
3->7,26
142->3,25
2->102,25
4->105,25
4->142,24
142->202,24
102->1,24
107->2,23
5->1,23
3->4,22
52->105,21
105->107,20
202->4,19
2->105,18
102->107,18
201->283,18
7->107,17
102->2,16
2->201,16
4->202,15
107->201,15
107->7,14
201->7,14
1->52,14
107->1,14
107->105,14
107->283,13
3->283,13
102->105,12
2->283,12
3->201,12
201->4,12
283->240,12
105->2,11
107->3,11
3->142,10
202->5,10
3->107,10
107->102,10
3->2,9
5->201,9
105->4,8
5->102,8
105->1,7
5->52,7
3->202,7
3->5,6
201->3,6
105->102,6
102->5,6
5->283,6
4->52,6
240->3,6
5->105,6
102->201,6
105->5,6
107->52,5
201->107,5
240->7,4
2->52,4
52->107,4
52->1,4
5->142,4
52->201,3
201->2,3
7->240,3
201->105,2
5->202,2
105->201,2
5->3,2
102->52,2
3->240,2
52->2,1
142->240,1
283->5,1
52->4,1
2->7,1
52->5,1
201->1,1
201->102,1
201->5,1
52->102,1
