edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,18, 0, 200, 229, 200, 352, 0
California->Utah,87, 0, 283, 407, 0, 0, 0
NewYork->NewJersey,0, 0, 236, 474, 0, 0, 0
Oregon->Washington,0, 0, 200, 347, 135, 0, 0
Virginia->Maryland,0, 100, 305, 248, 0, 0, 0
California->Wisconsin,102, 0, 127, 264, 105, 0, 0
Louisiana->Florida,0, 0, 384, 197, 0, 0, 0
Maryland->Texas,0, 0, 380, 201, 0, 0, 0
Michigan->NewYork,0, 472, 0, 102, 0, 0, 0
California->Oregon,14, 3, 419, 126, 0, 0, 0
Idaho->Louisiana,0, 0, 325, 227, 0, 0, 0
Idaho->Connecticut,0, 0, 308, 236, 0, 0, 0
Idaho->Texas,0, 0, 313, 200, 0, 0, 0
Illinois->Wisconsin,19, 0, 100, 233, 9, 148, 0
Massachusetts->Virginia,38, 80, 251, 131, 0, 0, 0
Michigan->Wisconsin,19, 158, 49, 266, 0, 0, 0
Arizona->Florida,0, 0, 199, 286, 0, 0, 0
Florida->Pennsylvania,0, 0, 134, 350, 0, 0, 0
Louisiana->Texas,0, 0, 171, 306, 0, 0, 0
Florida->Minnesota,0, 0, 356, 69, 0, 29, 0
Connecticut->Michigan,1, 89, 84, 275, 0, 0, 0
NewYork->Connecticut,0, 0, 138, 306, 0, 0, 0
Massachusetts->NorthCarolina,18, 0, 301, 124, 0, 0, 0
Florida->Virginia,2, 0, 135, 305, 0, 0, 0
Florida->California,0, 0, 193, 212, 0, 0, 0
California->Michigan,33, 0, 148, 219, 0, 0, 0
Utah->Massachusetts,82, 40, 176, 100, 0, 0, 0
California->NewYork,1, 3, 147, 209, 27, 0, 0
Pennsylvania->Florida,0, 0, 270, 116, 0, 0, 0
Texas->Maryland,77, 0, 308, 0, 0, 0, 0
Michigan->Maryland,9, 0, 81, 294, 0, 0, 0
California->Virginia,3, 3, 175, 195, 0, 0, 0
California->Arizona,47, 0, 124, 200, 0, 0, 0
Maryland->Illinois,0, 7, 239, 121, 0, 0, 0
Maryland->Minnesota,0, 0, 191, 172, 0, 0, 0
California->Illinois,0, 0, 269, 38, 41, 13, 0
Oregon->NewYork,0, 0, 350, 11, 0, 0, 0
Minnesota->Texas,0, 48, 265, 46, 0, 0, 0
Connecticut->Idaho,0, 0, 104, 237, 0, 0, 0
Illinois->Massachusetts,2, 0, 36, 100, 100, 100, 0
Florida->Connecticut,1, 0, 149, 187, 0, 0, 0
Maryland->Virginia,0, 0, 201, 136, 0, 0, 0
Wisconsin->NewYork,0, 0, 77, 59, 0, 100, 100
Connecticut->Florida,0, 0, 119, 211, 0, 0, 0
Minnesota->Wisconsin,0, 0, 114, 158, 46, 0, 0
Florida->Massachusetts,0, 0, 146, 170, 0, 0, 0
California->Minnesota,3, 10, 122, 161, 14, 0, 0
Pennsylvania->Maryland,0, 100, 34, 174, 0, 0, 0
Michigan->Minnesota,0, 200, 53, 54, 0, 0, 0
Michigan->Connecticut,0, 159, 0, 148, 0, 0, 0
Michigan->NorthCarolina,0, 87, 11, 208, 0, 0, 0
NewYork->Virginia,0, 1, 182, 122, 0, 0, 0
Idaho->Washington,0, 0, 132, 172, 0, 0, 0
Wisconsin->NewJersey,0, 0, 200, 0, 0, 0, 100
Georgia->SouthCarolina,0, 211, 31, 57, 0, 0, 0
Florida->Louisiana,0, 0, 196, 103, 0, 0, 0
Utah->Wisconsin,87, 0, 48, 162, 0, 0, 0
Massachusetts->Texas,47, 0, 79, 171, 0, 0, 0
Connecticut->Ohio,0, 86, 25, 184, 0, 0, 0
Utah->Virginia,91, 20, 52, 131, 0, 0, 0
Wisconsin->Minnesota,0, 0, 58, 35, 158, 42, 0
Texas->Louisiana,0, 0, 185, 105, 0, 0, 0
Michigan->Illinois,100, 0, 69, 119, 0, 0, 0
Illinois->Maryland,0, 10, 115, 163, 0, 0, 0
Utah->California,151, 0, 133, 0, 0, 0, 0
NewYork->Minnesota,0, 100, 20, 64, 100, 0, 0
Washington->Illinois,1, 0, 240, 40, 0, 0, 0
Massachusetts->Utah,116, 49, 115, 0, 0, 0, 0
Washington->Utah,0, 0, 248, 31, 0, 0, 0
Florida->Washington,3, 25, 145, 103, 1, 0, 0
Connecticut->Washington,0, 0, 145, 132, 0, 0, 0
Florida->Michigan,0, 0, 112, 165, 0, 0, 0
Louisiana->Utah,3, 0, 272, 0, 0, 0, 0
Idaho->Minnesota,100, 0, 142, 33, 0, 0, 0
California->Alaska,51, 0, 123, 100, 0, 0, 0
Connecticut->NewYork,0, 28, 41, 203, 0, 0, 0
Massachusetts->Pennsylvania,0, 0, 157, 113, 0, 0, 0
NewYork->Washington,0, 100, 100, 68, 0, 0, 0
California->Ohio,0, 0, 109, 158, 0, 0, 0
NewYork->NorthCarolina,0, 0, 74, 188, 0, 0, 0
Pennsylvania->Michigan,0, 0, 0, 261, 0, 0, 0
Washington->Arizona,0, 0, 154, 105, 0, 0, 0
NewYork->Pennsylvania,0, 0, 36, 223, 0, 0, 0
Massachusetts->Maryland,2, 0, 150, 106, 0, 0, 0
Florida->NewYork,0, 0, 90, 168, 0, 0, 0
Michigan->Nebraska,0, 98, 0, 158, 0, 0, 0
Utah->Oregon,113, 0, 127, 14, 0, 0, 0
Connecticut->Illinois,11, 100, 24, 118, 0, 0, 0
NewMexico->Maryland,0, 0, 105, 147, 0, 0, 0
Pennsylvania->Massachusetts,0, 0, 135, 117, 0, 0, 0
Connecticut->Oregon,0, 0, 173, 77, 0, 0, 0
California->Maryland,0, 0, 155, 93, 0, 0, 0
Idaho->Oregon,0, 0, 48, 200, 0, 0, 0
Washington->Oregon,0, 0, 100, 100, 46, 0, 0
Maryland->Nebraska,0, 0, 100, 145, 0, 0, 0
Connecticut->Minnesota,0, 39, 31, 169, 0, 0, 0
Utah->Florida,122, 0, 61, 55, 0, 0, 0
Louisiana->Idaho,13, 0, 169, 54, 0, 0, 0
Oregon->Virginia,0, 1, 231, 4, 0, 0, 0
SouthCarolina->Georgia,0, 131, 62, 43, 0, 0, 0
Michigan->Utah,3, 0, 85, 146, 0, 0, 0
Connecticut->Utah,0, 6, 0, 228, 0, 0, 0
Utah->Idaho,117, 0, 68, 44, 0, 0, 0
Michigan->NewJersey,0, 159, 25, 42, 0, 0, 0
NewYork->Oregon,0, 0, 197, 27, 0, 0, 0
Maryland->Pennsylvania,0, 0, 76, 147, 0, 0, 0
Virginia->Connecticut,6, 0, 2, 214, 0, 0, 0
Connecticut->Virginia,1, 0, 7, 214, 0, 0, 0
Illinois->NorthCarolina,2, 26, 76, 117, 0, 0, 0
NewYork->Massachusetts,0, 0, 129, 92, 0, 0, 0
Minnesota->Michigan,0, 100, 90, 29, 0, 0, 0
NewMexico->Michigan,0, 0, 0, 217, 0, 0, 0
Maryland->California,1, 0, 111, 104, 0, 0, 0
Washington->Virginia,2, 0, 152, 62, 0, 0, 0
NewYork->Maryland,0, 0, 76, 139, 0, 0, 0
Massachusetts->Wisconsin,8, 0, 79, 127, 0, 0, 0
Michigan->California,17, 0, 29, 167, 0, 0, 0
Virginia->Utah,0, 34, 158, 21, 0, 0, 0
Maryland->Utah,0, 0, 141, 72, 0, 0, 0
Oregon->Maryland,0, 0, 206, 5, 0, 0, 0
Arizona->Massachusetts,0, 0, 37, 173, 0, 0, 0
Florida->NorthCarolina,0, 17, 64, 124, 0, 0, 0
Missouri->Illinois,100, 0, 100, 0, 0, 0, 0
Illinois->Utah,100, 0, 100, 0, 0, 0, 0
California->Florida,0, 0, 104, 95, 0, 0, 0
NewMexico->Texas,0, 0, 73, 124, 0, 0, 0
SouthCarolina->Florida,0, 106, 69, 21, 0, 0, 0
Minnesota->NewMexico,0, 0, 68, 128, 0, 0, 0
California->NewJersey,0, 0, 0, 160, 22, 13, 0
Washington->California,0, 0, 189, 4, 0, 0, 0
Wisconsin->Michigan,33, 37, 88, 34, 0, 0, 0
Idaho->Utah,0, 0, 63, 125, 0, 0, 0
California->Nebraska,0, 0, 157, 31, 0, 0, 0
California->Missouri,162, 0, 25, 0, 0, 0, 0
Maryland->Michigan,17, 0, 69, 100, 0, 0, 0
Oregon->Pennsylvania,0, 0, 179, 7, 0, 0, 0
Illinois->NewYork,0, 0, 7, 46, 33, 100, 0
Arizona->Louisiana,0, 0, 0, 186, 0, 0, 0
Arizona->Iowa,83, 0, 0, 100, 0, 0, 0
SouthCarolina->Michigan,0, 100, 42, 40, 0, 0, 0
Virginia->Florida,5, 0, 104, 72, 0, 0, 0
Massachusetts->Florida,0, 100, 45, 36, 0, 0, 0
Pennsylvania->NewYork,0, 0, 45, 136, 0, 0, 0
California->Connecticut,0, 0, 1, 178, 0, 0, 0
Wyoming->NewYork,0, 2, 105, 71, 0, 0, 0
Illinois->Connecticut,13, 0, 20, 44, 100, 0, 0
Oregon->Arizona,0, 0, 171, 6, 0, 0, 0
Michigan->Virginia,37, 0, 9, 129, 0, 0, 0
California->Texas,1, 7, 55, 112, 0, 0, 0
Utah->Arizona,70, 0, 36, 68, 0, 0, 0
Massachusetts->Alaska,57, 0, 117, 0, 0, 0, 0
Maryland->Massachusetts,13, 0, 134, 27, 0, 0, 0
NewMexico->Wisconsin,0, 0, 153, 21, 0, 0, 0
Florida->Maryland,0, 0, 76, 97, 0, 0, 0
Virginia->Wisconsin,0, 0, 100, 72, 0, 0, 0
Arizona->Minnesota,0, 0, 15, 157, 0, 0, 0
Utah->Iowa,85, 0, 84, 2, 0, 0, 0
Wisconsin->Texas,3, 0, 168, 0, 0, 0, 0
Texas->Wyoming,0, 16, 100, 55, 0, 0, 0
Maryland->Wisconsin,32, 0, 12, 126, 0, 0, 0
Michigan->Florida,0, 0, 20, 150, 0, 0, 0
NewMexico->Minnesota,0, 0, 9, 159, 0, 0, 0
California->NewMexico,0, 0, 0, 167, 0, 0, 0
Idaho->Alaska,0, 0, 166, 0, 0, 0, 0
SouthCarolina->Pennsylvania,0, 100, 62, 3, 0, 0, 0
Pennsylvania->NorthCarolina,0, 18, 0, 147, 0, 0, 0
Wisconsin->Virginia,0, 0, 100, 65, 0, 0, 0
NewMexico->Connecticut,0, 0, 142, 21, 0, 0, 0
Connecticut->NewJersey,0, 41, 3, 117, 0, 0, 0
Washington->Wyoming,0, 0, 134, 27, 0, 0, 0
