edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,0, 100, 1100, 3375, 1400, 3700, 1000
NewYork->NewJersey,105, 300, 3686, 5000, 0, 0, 100
Louisiana->Texas,0, 0, 2166, 5305, 100, 0, 0
NewYork->Virginia,0, 200, 2600, 4261, 53, 0, 0
NewYork->Connecticut,0, 100, 2228, 4500, 0, 0, 0
Oregon->Washington,0, 0, 2358, 2743, 1600, 0, 0
NewYork->California,100, 206, 3181, 2564, 200, 0, 0
California->Utah,100, 400, 2197, 3523, 0, 0, 0
Illinois->Wisconsin,200, 295, 300, 2943, 600, 1000, 700
California->NewYork,350, 200, 2783, 2132, 0, 0, 0
Massachusetts->Virginia,400, 100, 3000, 1800, 0, 0, 0
California->Oregon,0, 330, 2697, 1910, 200, 0, 0
Florida->Pennsylvania,100, 500, 2252, 2058, 100, 0, 0
California->Wisconsin,200, 900, 1087, 1282, 800, 602, 0
Michigan->Maryland,0, 200, 2000, 2600, 0, 0, 0
Virginia->Maryland,100, 100, 1400, 3178, 0, 0, 0
Louisiana->Florida,0, 200, 2489, 2089, 0, 0, 0
Oregon->California,0, 72, 1472, 2864, 300, 0, 0
California->Virginia,100, 0, 2156, 2362, 47, 0, 0
Michigan->Texas,0, 200, 1789, 2600, 0, 0, 0
Connecticut->NewYork,0, 100, 2058, 2202, 0, 0, 0
NewYork->Oregon,405, 200, 3084, 662, 0, 0, 0
Oregon->NewYork,0, 100, 2988, 1239, 0, 0, 0
Maryland->Minnesota,0, 200, 901, 3146, 0, 0, 0
NewYork->Maryland,0, 300, 1600, 2323, 0, 0, 0
Louisiana->Utah,100, 95, 2232, 1489, 300, 0, 0
California->Michigan,100, 200, 1452, 2318, 30, 0, 0
Massachusetts->NorthCarolina,300, 100, 2400, 1200, 0, 0, 0
Florida->Minnesota,0, 100, 2315, 1461, 0, 0, 0
Idaho->Connecticut,0, 0, 1100, 2759, 0, 0, 0
Michigan->California,100, 200, 2186, 1372, 0, 0, 0
Michigan->Minnesota,0, 200, 2000, 1600, 0, 0, 0
Arizona->Florida,0, 400, 1276, 2000, 100, 0, 0
Florida->California,200, 200, 1541, 1726, 68, 0, 0
Maryland->Texas,200, 300, 1400, 1800, 0, 0, 0
California->Illinois,170, 423, 1723, 1282, 0, 100, 0
NewYork->Florida,100, 100, 1400, 2005, 0, 0, 0
Utah->Massachusetts,100, 400, 1700, 1400, 0, 0, 0
Washington->Illinois,0, 100, 1800, 1700, 0, 0, 0
California->Minnesota,0, 0, 1259, 1423, 200, 602, 0
Michigan->Connecticut,0, 200, 1889, 1347, 0, 0, 0
Maryland->Virginia,100, 200, 901, 2200, 0, 0, 0
Connecticut->Michigan,0, 400, 1900, 1100, 0, 0, 0
Washington->Minnesota,0, 200, 1790, 1265, 0, 0, 0
Connecticut->Idaho,0, 0, 1200, 2041, 0, 0, 0
Wisconsin->NewYork,0, 100, 700, 324, 200, 1200, 700
Pennsylvania->Michigan,0, 100, 1456, 1651, 0, 0, 0
Idaho->Washington,0, 0, 400, 2806, 0, 0, 0
Texas->Maryland,100, 0, 800, 2300, 0, 0, 0
Michigan->Florida,0, 100, 1900, 1186, 0, 0, 0
Utah->Virginia,200, 190, 1707, 1070, 0, 0, 0
Utah->Oregon,700, 300, 1004, 752, 400, 0, 0
Oregon->Arizona,100, 100, 2734, 200, 0, 0, 0
Utah->Michigan,100, 90, 1552, 1290, 100, 0, 0
Georgia->SouthCarolina,0, 600, 2010, 511, 0, 0, 0
Wisconsin->Minnesota,0, 0, 0, 600, 598, 1698, 200
Virginia->Florida,200, 100, 842, 1934, 0, 0, 0
California->Arizona,100, 0, 1073, 1900, 0, 0, 0
NewYork->Wyoming,105, 99, 1164, 1700, 0, 0, 0
Oregon->Utah,200, 200, 1641, 1002, 0, 0, 0
Florida->Virginia,0, 100, 1418, 1503, 0, 0, 0
Utah->Florida,100, 400, 1100, 1404, 0, 0, 0
Michigan->NewMexico,0, 0, 1500, 1500, 0, 0, 0
Connecticut->Washington,0, 0, 1300, 1696, 0, 0, 0
Michigan->NewYork,0, 500, 1089, 1400, 0, 0, 0
Utah->Texas,500, 0, 1434, 990, 0, 0, 0
Pennsylvania->Florida,0, 304, 1356, 1200, 51, 0, 0
Michigan->Wisconsin,0, 300, 1000, 1600, 0, 0, 0
NewYork->Arizona,0, 199, 986, 1700, 0, 0, 0
NewYork->Minnesota,0, 199, 1105, 1477, 100, 0, 0
NewYork->Pennsylvania,0, 100, 1210, 1500, 53, 0, 0
Florida->Arizona,0, 200, 1901, 760, 0, 0, 0
Utah->California,500, 204, 904, 1152, 100, 0, 0
Virginia->Utah,0, 100, 1603, 1108, 0, 0, 0
Massachusetts->Texas,0, 0, 1000, 1800, 0, 0, 0
Washington->Virginia,0, 0, 2000, 800, 0, 0, 0
Wisconsin->NewJersey,0, 0, 1170, 700, 0, 300, 600
NewYork->Washington,100, 100, 1899, 657, 0, 0, 0
Oregon->Virginia,0, 0, 1600, 1141, 0, 0, 0
Washington->Arizona,0, 200, 1552, 962, 0, 0, 0
California->NewJersey,0, 0, 1079, 1530, 0, 100, 0
Idaho->Louisiana,0, 0, 700, 2000, 0, 0, 0
Connecticut->Oregon,0, 0, 1644, 1047, 0, 0, 0
Illinois->Massachusetts,100, 100, 100, 476, 400, 1000, 500
NewYork->Michigan,5, 0, 927, 1500, 200, 0, 0
NewYork->Utah,0, 301, 1610, 700, 0, 0, 0
Utah->Wisconsin,300, 100, 700, 900, 400, 100, 100
Michigan->NorthCarolina,0, 0, 1200, 1400, 0, 0, 0
California->Maryland,100, 0, 699, 1798, 0, 0, 0
California->Florida,0, 0, 1191, 1273, 132, 0, 0
Utah->Connecticut,0, 200, 1004, 1380, 0, 0, 0
Idaho->Oregon,0, 0, 700, 1853, 0, 0, 0
Oregon->Florida,0, 0, 1452, 1098, 0, 0, 0
Maryland->Michigan,0, 100, 901, 1500, 0, 0, 0
Oregon->Pennsylvania,0, 100, 909, 1492, 0, 0, 0
Massachusetts->Utah,500, 100, 1700, 200, 0, 0, 0
Michigan->Illinois,100, 100, 1100, 1200, 0, 0, 0
Maryland->Illinois,100, 100, 1400, 900, 0, 0, 0
Minnesota->Michigan,0, 300, 700, 1500, 0, 0, 0
Louisiana->Pennsylvania,0, 400, 1100, 1000, 0, 0, 0
Maryland->Nebraska,0, 100, 1100, 1300, 0, 0, 0
Oregon->Maryland,0, 0, 1300, 1200, 0, 0, 0
Washington->Oregon,0, 0, 1200, 1100, 200, 0, 0
NewYork->Massachusetts,0, 0, 700, 1799, 0, 0, 0
California->Washington,0, 150, 481, 1830, 0, 0, 0
NewYork->Wisconsin,0, 104, 800, 1300, 0, 0, 200
Massachusetts->Wisconsin,100, 0, 800, 1500, 0, 0, 0
Florida->Michigan,0, 200, 1111, 1071, 0, 0, 0
Florida->Maryland,0, 300, 986, 1082, 0, 0, 0
Florida->Massachusetts,0, 300, 1176, 811, 49, 0, 0
California->Massachusetts,200, 800, 630, 702, 0, 0, 0
Florida->Georgia,100, 500, 1256, 460, 0, 0, 0
Maryland->Connecticut,0, 200, 500, 1600, 0, 0, 0
Arizona->Louisiana,0, 0, 1200, 1100, 0, 0, 0
Massachusetts->Maryland,0, 0, 1300, 1000, 0, 0, 0
Louisiana->California,99, 0, 800, 1300, 100, 0, 0
Connecticut->Maryland,0, 0, 1200, 1099, 0, 0, 0
Wisconsin->Texas,0, 100, 800, 1398, 0, 0, 0
Oregon->NewJersey,0, 100, 1698, 500, 0, 0, 0
Michigan->Louisiana,0, 300, 889, 1100, 0, 0, 0
Michigan->Nebraska,0, 100, 689, 1500, 0, 0, 0
California->Ohio,0, 0, 780, 1323, 150, 0, 0
Louisiana->Illinois,0, 0, 689, 1355, 100, 100, 0
Arizona->Georgia,0, 300, 1100, 838, 0, 0, 0
Louisiana->Minnesota,0, 0, 800, 1405, 0, 0, 0
Connecticut->NewJersey,0, 200, 502, 1500, 0, 0, 0
Maryland->NewMexico,0, 100, 500, 1600, 0, 0, 0
Maryland->Florida,0, 96, 1500, 600, 0, 0, 0
Connecticut->Minnesota,0, 100, 1100, 953, 0, 0, 0
Utah->Louisiana,0, 390, 634, 1000, 100, 0, 0
NewYork->Texas,0, 199, 611, 1100, 200, 0, 0
NewYork->Alaska,0, 100, 905, 1100, 0, 0, 0
Michigan->Pennsylvania,0, 0, 800, 1300, 0, 0, 0
Washington->Utah,0, 0, 1200, 900, 0, 0, 0
Virginia->Wisconsin,100, 0, 421, 1578, 0, 0, 0
Maryland->Pennsylvania,0, 96, 800, 1196, 0, 0, 0
Arizona->Washington,0, 800, 1248, 38, 0, 0, 0
Virginia->NewYork,0, 100, 1174, 799, 0, 0, 0
Utah->Illinois,400, 104, 1252, 300, 0, 0, 0
Virginia->NorthCarolina,100, 0, 400, 1556, 0, 0, 0
Utah->Minnesota,0, 200, 1352, 504, 0, 0, 0
Connecticut->Ohio,0, 100, 400, 1504, 50, 0, 0
California->Connecticut,0, 0, 623, 1380, 50, 0, 0
California->Nebraska,0, 0, 800, 1225, 0, 0, 0
Connecticut->Utah,0, 102, 802, 1110, 0, 0, 0
Florida->NewYork,0, 0, 311, 1699, 0, 0, 0
Michigan->Virginia,0, 0, 1017, 986, 0, 0, 0
Illinois->Florida,0, 307, 195, 498, 200, 800, 0
Washington->California,0, 0, 1900, 100, 0, 0, 0
Florida->NorthCarolina,0, 100, 500, 1387, 0, 0, 0
Pennsylvania->Maryland,0, 104, 821, 1056, 0, 0, 0
Illinois->Connecticut,0, 100, 657, 293, 400, 500, 0
Louisiana->Arizona,0, 0, 1400, 550, 0, 0, 0
Virginia->Massachusetts,200, 0, 900, 800, 0, 0, 0
Massachusetts->Pennsylvania,100, 0, 900, 900, 0, 0, 0
Idaho->Utah,0, 0, 1100, 800, 0, 0, 0
Michigan->Utah,0, 0, 1169, 600, 100, 0, 0
Louisiana->Idaho,100, 0, 866, 900, 0, 0, 0
Minnesota->Maryland,0, 200, 501, 1154, 0, 0, 0
Arizona->Virginia,0, 200, 850, 800, 0, 0, 0
NewYork->Illinois,0, 6, 816, 1011, 0, 0, 0
Washington->Florida,0, 65, 1452, 300, 0, 0, 0
Illinois->NewYork,95, 94, 223, 198, 200, 700, 300
Minnesota->Wisconsin,0, 1, 200, 1400, 2, 202, 0
Wisconsin->Florida,0, 0, 305, 500, 100, 800, 100
Massachusetts->Florida,100, 200, 1100, 300, 100, 0, 0
Maryland->Massachusetts,100, 100, 500, 1100, 0, 0, 0
Connecticut->NewMexico,0, 0, 1000, 800, 0, 0, 0
Idaho->Alaska,0, 0, 800, 1000, 0, 0, 0
Massachusetts->Connecticut,0, 0, 600, 1200, 0, 0, 0
Arizona->Wisconsin,0, 0, 0, 1700, 100, 0, 0
Virginia->California,0, 0, 682, 899, 200, 0, 0
Illinois->California,157, 443, 150, 121, 300, 600, 0
Oregon->Wisconsin,0, 100, 370, 998, 200, 98, 0
Arizona->California,100, 400, 947, 289, 0, 0, 0
California->Alaska,0, 0, 930, 802, 0, 0, 0
Louisiana->Virginia,0, 15, 650, 1066, 0, 0, 0
Florida->Connecticut,100, 0, 1200, 422, 0, 0, 0
California->Wyoming,200, 200, 747, 560, 0, 0, 0
California->Iowa,0, 0, 100, 702, 400, 400, 100
Idaho->Wisconsin,0, 0, 400, 1300, 0, 0, 0
Idaho->Texas,0, 0, 900, 800, 0, 0, 0
Arizona->Pennsylvania,0, 200, 1124, 338, 0, 0, 0
SouthCarolina->Georgia,0, 0, 1281, 378, 0, 0, 0
Utah->Idaho,100, 200, 434, 900, 0, 0, 0
Pennsylvania->Wisconsin,0, 0, 200, 1429, 0, 0, 0
Maryland->Arizona,0, 0, 400, 1223, 0, 0, 0
Florida->Washington,0, 200, 900, 520, 0, 0, 0
Maryland->California,0, 0, 802, 801, 0, 0, 0
Massachusetts->Alaska,100, 100, 800, 600, 0, 0, 0
Washington->Texas,0, 100, 1300, 200, 0, 0, 0
NewYork->NorthCarolina,0, 0, 600, 1000, 0, 0, 0
Connecticut->Louisiana,0, 0, 900, 700, 0, 0, 0
Louisiana->Maryland,1, 0, 689, 905, 0, 0, 0
Louisiana->Michigan,0, 0, 789, 700, 100, 0, 0
Virginia->Pennsylvania,100, 10, 321, 1121, 0, 0, 0
Louisiana->NewYork,0, 0, 1239, 200, 100, 0, 0
Texas->Louisiana,0, 100, 700, 734, 0, 0, 0
Pennsylvania->NorthCarolina,0, 0, 656, 878, 0, 0, 0
Maryland->Ohio,0, 0, 1001, 523, 0, 0, 0
Arizona->NewYork,100, 100, 670, 650, 0, 0, 0
NewYork->Ohio,0, 0, 211, 1301, 0, 0, 0
Connecticut->Texas,0, 200, 300, 1002, 0, 0, 0
Minnesota->Texas,0, 101, 800, 600, 0, 0, 0
Utah->Iowa,500, 100, 600, 300, 0, 0, 0
Utah->Alaska,300, 100, 600, 500, 0, 0, 0
Utah->Washington,0, 100, 800, 200, 400, 0, 0
Washington->NorthCarolina,0, 200, 900, 400, 0, 0, 0
Maryland->Wisconsin,0, 0, 300, 1200, 0, 0, 0
Oregon->Alaska,200, 100, 200, 998, 0, 0, 0
Maryland->NewJersey,0, 200, 400, 896, 0, 0, 0
Illinois->Texas,100, 95, 100, 1195, 0, 0, 0
Wyoming->Michigan,0, 100, 886, 500, 0, 0, 0
