edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
NewYork,0,0,12,78,0,1,0
Louisiana,0,8,4,31,0,0,0
California,10,13,26,66,0,0,0
Michigan,0,0,25,40,0,0,0
Virginia,2,12,39,35,0,0,0
Washington,0,2,24,41,0,0,0
Wisconsin,0,0,4,20,7,2,3
Pennsylvania,0,0,38,43,0,0,0
Massachusetts,0,0,9,22,0,0,0
Florida,0,0,4,48,0,0,0
Illinois,0,1,13,28,9,0,1
Oregon,1,0,8,16,0,1,0
Idaho,0,1,4,21,0,0,0
SouthCarolina,0,0,4,3,0,0,0
Texas,0,0,6,17,0,0,0
Maryland,0,0,8,26,0,0,0
Utah,1,0,4,18,0,0,0
Connecticut,0,0,5,23,0,0,0
NorthCarolina,0,0,5,7,0,0,0
Minnesota,0,0,2,17,0,1,0
NewJersey,0,0,0,8,0,0,1
NewMexico,0,0,1,4,0,0,0
Arizona,0,0,0,6,4,0,0
Missouri,0,0,2,6,0,0,0
Iowa,0,0,1,2,0,0,0
Georgia,0,0,2,1,0,0,0
Alaska,0,0,0,2,0,0,0
Wyoming,0,0,0,1,0,0,0
Nebraska,0,0,0,1,0,0,0
