edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Alaska->NorthCarolina,0,0,0,0,0,0,0
Alaska->SouthCarolina,0,0,0,0,0,0,0
Wyoming->Alaska,0,0,0,0,0,0,0
Wyoming->Georgia,0,0,0,0,0,0,0
NewMexico->Ohio,0,0,0,0,0,0,0
Pennsylvania->Alaska,0,0,0,0,0,0,0
NorthCarolina->Georgia,0,0,0,0,0,0,0
Connecticut->Georgia,0,0,0,0,0,0,0
Massachusetts->Florida,0,0,0,0,0,0,0
Louisiana->NorthCarolina,0,0,0,1,0,0,0
Idaho->Florida,0,0,0,0,0,0,0
NorthCarolina->Arizona,0,0,0,0,0,0,0
Maryland->NorthCarolina,0,0,0,0,0,0,0
Maryland->Georgia,0,0,0,0,0,0,0
Virginia->Arizona,0,0,0,0,0,0,0
Idaho->Maryland,0,0,1,0,0,0,0
NewYork->Louisiana,0,0,0,0,0,0,0
Wyoming->Connecticut,0,0,0,0,0,0,0
Wyoming->Florida,0,0,0,0,0,0,0
Texas->Ohio,0,0,0,0,0,0,0
Arizona->Connecticut,0,0,0,0,0,0,0
Wisconsin->Nebraska,0,0,0,0,0,0,0
Massachusetts->Minnesota,0,0,0,0,0,0,0
Iowa->NorthCarolina,0,0,0,0,0,0,0
Iowa->Maryland,0,0,0,0,0,0,0
NewMexico->Pennsylvania,0,0,0,0,0,0,0
Wisconsin->Alaska,0,0,0,0,0,0,0
NewJersey->Utah,0,0,0,0,0,0,0
Oregon->NorthCarolina,0,0,0,0,0,0,0
NewJersey->California,0,0,0,0,0,0,0
Oregon->Wyoming,0,0,0,0,0,0,0
California->Pennsylvania,0,0,0,0,0,0,0
NewJersey->Florida,0,0,0,0,0,0,0
NorthCarolina->Michigan,0,0,0,0,0,0,0
NewMexico->NorthCarolina,0,0,0,0,0,0,0
NorthCarolina->Utah,0,0,0,0,0,0,0
NorthCarolina->Nebraska,0,0,0,0,0,0,0
Minnesota->Oregon,0,0,0,0,0,0,0
Michigan->Louisiana,0,0,0,1,0,0,0
Minnesota->Missouri,0,0,0,0,0,0,0
Minnesota->Georgia,0,0,0,0,0,0,0
Massachusetts->NewMexico,0,0,0,0,0,0,0
NewYork->Idaho,0,0,0,0,0,0,0
Minnesota->Massachusetts,0,0,0,0,0,0,0
Oregon->Iowa,0,0,0,0,0,0,0
Minnesota->SouthCarolina,0,0,0,0,0,0,0
Alaska->Missouri,0,0,0,0,0,0,0
Missouri->Iowa,0,0,0,0,0,0,0
Iowa->Alaska,0,0,0,0,0,0,0
Iowa->Texas,0,0,0,0,0,0,0
NewJersey->Alaska,0,0,0,0,0,0,0
Massachusetts->Missouri,0,0,0,0,0,0,0
Maryland->SouthCarolina,0,0,0,0,0,0,0
Massachusetts->Oregon,0,0,0,0,0,0,0
NewJersey->Connecticut,0,0,0,0,0,0,0
Utah->Georgia,0,0,0,0,0,0,0
Michigan->Iowa,0,0,0,0,0,0,0
Wyoming->Iowa,0,0,0,0,0,0,0
Illinois->Virginia,0,0,0,0,0,0,0
Minnesota->Nebraska,0,0,0,0,0,0,0
Wisconsin->Wyoming,0,0,0,0,0,0,0
Wisconsin->Washington,0,0,0,0,0,0,0
Iowa->Virginia,0,0,0,0,0,0,0
Iowa->Florida,0,0,0,0,0,0,0
Massachusetts->Arizona,0,0,0,0,0,0,0
Wyoming->NewJersey,0,0,0,0,0,0,0
Texas->Nebraska,0,0,0,0,0,0,0
Louisiana->Michigan,0,0,0,0,0,0,0
Minnesota->Louisiana,0,0,0,0,0,0,0
Iowa->Massachusetts,0,0,0,0,0,0,0
NorthCarolina->Louisiana,0,0,0,0,0,0,0
Iowa->Michigan,0,0,0,0,0,0,0
Iowa->California,0,0,0,0,0,0,0
Washington->NewMexico,0,0,0,0,0,0,0
Washington->Georgia,0,0,0,0,0,0,0
Louisiana->NewJersey,0,0,0,0,0,0,0
Louisiana->Wyoming,0,0,0,0,0,0,0
Pennsylvania->Louisiana,0,0,0,0,0,0,0
Louisiana->Washington,0,0,0,0,0,0,0
NewMexico->Louisiana,0,0,0,0,0,0,0
NewMexico->Virginia,0,0,0,0,0,0,0
Missouri->Massachusetts,0,0,0,0,0,0,0
SouthCarolina->NorthCarolina,0,0,0,0,0,0,0
Louisiana->Ohio,0,0,0,0,0,0,0
NewJersey->Louisiana,0,0,0,0,0,0,0
Texas->Missouri,0,0,0,0,0,0,0
Washington->Alaska,0,0,0,0,0,0,0
NewMexico->Arizona,0,0,0,0,0,0,0
Michigan->Arizona,0,0,0,0,0,0,0
NewMexico->Washington,0,0,0,0,0,0,0
Ohio->Virginia,0,0,0,0,0,0,0
Ohio->Michigan,0,0,0,0,0,0,0
Wyoming->Louisiana,0,0,0,0,0,0,0
NewJersey->Nebraska,0,0,0,0,0,0,0
NewJersey->Massachusetts,0,0,0,0,0,0,0
NewJersey->NorthCarolina,0,0,0,0,0,0,0
Alaska->Idaho,0,0,0,0,0,0,0
Iowa->SouthCarolina,0,0,0,0,0,0,0
Iowa->Oregon,0,0,0,0,0,0,0
SouthCarolina->Massachusetts,0,0,0,0,0,0,0
Alaska->Texas,0,0,0,0,0,0,0
Ohio->Massachusetts,0,0,0,0,0,0,0
Ohio->Wisconsin,0,0,0,0,0,0,0
SouthCarolina->Arizona,0,0,0,0,0,0,0
NewMexico->Georgia,0,0,0,0,0,0,0
Ohio->Florida,0,0,0,0,0,0,0
Ohio->Louisiana,0,0,0,0,0,0,0
Ohio->Maryland,0,0,0,0,0,0,0
Oregon->Texas,0,0,0,0,0,0,0
Wisconsin->Pennsylvania,0,0,0,0,0,0,0
Louisiana->Iowa,0,0,0,0,0,0,0
NewMexico->NewJersey,0,0,0,0,0,0,0
NewMexico->Florida,0,0,0,0,0,0,0
Arizona->Illinois,0,0,0,0,0,0,0
Massachusetts->NewYork,0,0,0,0,0,0,0
Massachusetts->Nebraska,0,0,0,0,0,0,0
NorthCarolina->Missouri,0,0,0,0,0,0,0
Illinois->Idaho,0,0,0,0,0,0,0
NewJersey->Texas,0,0,0,0,0,0,0
NewJersey->Michigan,0,0,0,0,0,0,0
Idaho->California,0,0,0,0,0,0,0
Wisconsin->Utah,0,0,0,0,0,0,0
Missouri->Maryland,0,0,0,0,0,0,0
Missouri->Georgia,0,0,0,0,0,0,0
Texas->Virginia,0,0,0,0,0,0,0
Alaska->Minnesota,0,0,0,0,0,0,0
Alaska->Louisiana,0,0,0,0,0,0,0
Maryland->Idaho,0,0,0,0,0,0,0
NorthCarolina->Oregon,0,0,0,0,0,0,0
Alaska->Utah,0,0,0,0,0,0,0
Virginia->SouthCarolina,0,0,0,0,0,0,0
Virginia->Idaho,0,0,0,0,0,0,0
Pennsylvania->Iowa,0,0,0,0,0,0,0
Texas->Alaska,0,0,0,0,0,0,0
Connecticut->Iowa,0,0,0,0,0,0,0
Georgia->California,0,0,0,0,0,0,0
NewMexico->Maryland,0,0,0,0,0,0,0
NewMexico->Nebraska,0,0,0,0,0,0,0
Georgia->NewYork,0,0,0,0,0,0,0
Georgia->Texas,0,0,0,0,0,0,0
Georgia->Wyoming,0,0,0,0,0,0,0
Pennsylvania->Texas,0,0,0,0,0,0,0
Nebraska->Michigan,0,0,0,0,0,0,0
Maryland->Alaska,0,0,0,0,0,0,0
Alaska->Washington,0,0,0,0,0,0,0
Wyoming->Oregon,0,0,0,0,0,0,0
Pennsylvania->Oregon,0,0,0,0,0,0,0
Idaho->Virginia,0,0,0,0,0,0,0
Illinois->Louisiana,0,0,0,0,0,0,0
Louisiana->NewMexico,0,0,0,0,0,0,0
Georgia->Michigan,0,0,0,0,0,0,0
Florida->Idaho,0,0,0,0,0,0,0
Wyoming->Illinois,0,0,0,0,0,0,0
NorthCarolina->SouthCarolina,0,0,0,0,0,0,0
Washington->Louisiana,0,0,0,0,0,0,0
Idaho->NewJersey,0,0,0,0,0,0,0
Alaska->Ohio,0,0,0,0,0,0,0
Alaska->NewJersey,0,0,0,0,0,0,0
NorthCarolina->Idaho,0,0,0,0,0,0,0
Wisconsin->Arizona,0,0,0,0,0,0,0
NewJersey->Georgia,0,0,0,0,0,0,0
Maryland->Missouri,0,0,0,0,0,0,0
Nebraska->Alaska,0,0,0,0,0,0,0
Nebraska->NewYork,0,0,0,0,0,0,0
Nebraska->California,0,0,0,0,0,0,0
Nebraska->Oregon,0,0,0,0,0,0,0
Illinois->Wyoming,0,0,0,0,0,0,0
SouthCarolina->Texas,0,0,0,0,0,0,0
Minnesota->Ohio,0,0,0,0,0,0,0
Wisconsin->Missouri,0,0,0,0,0,0,0
Wisconsin->Oregon,0,0,0,0,0,0,0
Wisconsin->Ohio,0,0,0,0,0,0,0
Pennsylvania->Missouri,0,0,0,0,0,0,0
Alaska->Arizona,0,0,0,0,0,0,0
Wyoming->Massachusetts,0,0,0,0,0,0,0
Wyoming->SouthCarolina,0,0,0,0,0,0,0
Alaska->Oregon,0,0,0,0,0,0,0
NewJersey->Illinois,0,0,0,0,0,0,0
NewJersey->Maryland,0,0,0,0,0,0,0
Alaska->Wyoming,0,0,0,0,0,0,0
Nebraska->Massachusetts,0,0,0,0,0,0,0
Texas->NewJersey,0,0,0,0,0,0,0
Nebraska->Utah,0,0,0,0,0,0,0
Georgia->Washington,0,0,0,0,0,0,0
Louisiana->Nebraska,0,0,0,0,0,0,0
Ohio->NewYork,0,0,0,0,0,0,0
Wyoming->Wisconsin,0,0,0,0,0,0,0
Georgia->Wisconsin,0,0,0,0,0,0,0
Arizona->SouthCarolina,0,0,0,0,0,0,0
Arizona->Wyoming,0,0,0,0,0,0,0
