2->4,25
2->142,25
1->2,24
2->202,22
4->201,22
2->3,22
105->52,22
1->107,22
107->4,21
4->283,20
5->107,19
4->107,19
2->5,18
240->107,16
1->5,16
4->2,15
283->7,15
283->3,15
5->2,15
102->4,14
283->201,14
202->3,13
202->2,12
7->3,12
4->7,12
107->240,12
1->4,12
4->5,12
4->240,11
5->4,11
7->4,10
1->105,10
1->102,10
240->4,9
7->201,9
7->283,9
2->1,9
202->142,8
4->102,8
4->3,8
4->1,7
52->105,7
1->201,7
107->5,7
4->142,7
142->2,6
2->107,6
142->3,6
105->107,6
283->4,6
283->107,5
5->1,5
142->4,5
107->2,5
102->1,5
5->52,4
142->202,4
201->283,4
201->7,4
102->107,4
4->202,4
3->4,4
102->2,4
102->105,4
4->105,3
3->5,3
3->283,3
201->107,3
107->283,3
2->102,3
142->5,3
5->102,3
3->202,3
2->201,3
105->102,3
105->1,3
1->52,3
107->105,2
2->105,2
5->201,2
283->240,2
105->4,2
3->2,2
105->2,2
4->52,2
7->107,1
107->3,1
105->5,1
201->3,1
201->4,1
107->7,1
202->5,1
202->4,1
3->201,1
107->1,1
102->201,1
52->201,1
107->201,1
102->5,1
102->52,1
52->107,1
5->105,1
