dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR01_sl1000_mr15_nv5_19,1,0.333,0.5,0.524,0.524,0.524,0.571,0.571,0.571,0.619,0.619,0.619
SEIR015_sl250_mr025_nv10_2,0.263,0.227,0.244,0.188,0.273,0.222,0.2,0.318,0.246,0.371,0.591,0.456
SEIR015_sl1000_mr025_nv10_3,0.848,0.609,0.709,0.787,0.804,0.796,0.812,0.848,0.83,0.88,0.957,0.917
SIR01_sl1000_mr15_nv5_17,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv5_14,0.867,0.65,0.743,0.762,0.8,0.78,0.857,0.9,0.878,0.905,0.95,0.927
SIR01_sl500_mr15_nv10_15,0.833,0.5,0.625,0.688,0.733,0.71,0.606,0.667,0.635,0.625,0.667,0.645
SEIR01_sl1000_mr0125_nv10_9,0.968,0.638,0.769,0.915,0.915,0.915,0.854,0.872,0.863,0.917,0.936,0.926
SEIR015_sl1000_mr025_nv20_12,0.55,0.55,0.55,0.522,0.6,0.558,0.462,0.6,0.522,0.542,0.65,0.591
SIR01_sl1000_mr15_nv20_5,1,0.5,0.667,0.6,0.6,0.6,0.9,0.9,0.9,0.7,0.7,0.7
SIR003_sl1000_mr05_nv10_17,0.833,0.357,0.5,0.5,0.5,0.5,0.429,0.429,0.429,0.429,0.429,0.429
SIR01_sl1000_mr15_nv10_6,1,0.429,0.6,0.571,0.571,0.571,1,1,1,0.714,0.714,0.714
SEIR015_sl250_mr025_nv10_3,0.462,0.4,0.429,0.556,0.667,0.606,0.409,0.6,0.486,0.611,0.733,0.667
SEIR015_sl500_mr025_nv10_2,0.5,0.25,0.333,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625
SEIR015_sl1000_mr0125_nv10_7,0.816,0.456,0.585,0.635,0.691,0.662,0.658,0.735,0.694,0.84,0.926,0.881
SIR003_sl1000_mr1_nv10_20,0.923,0.522,0.667,0.696,0.696,0.696,0.704,0.725,0.714,0.714,0.725,0.719
SIR01_sl1000_mr15_nv5_5,1,0.273,0.429,0.545,0.545,0.545,0.545,0.545,0.545,0.636,0.636,0.636
SIR003_sl250_mr05_nv10_16,0.75,0.545,0.632,0.545,0.545,0.545,0.538,0.636,0.583,0.583,0.636,0.609
SIR003_sl1000_mr05_nv5_17,1,0.375,0.545,0.625,0.625,0.625,0.75,0.75,0.75,0.646,0.646,0.646
SIR01_sl500_mr15_nv10_7,0.667,0.571,0.615,0.875,1,0.933,0.75,0.857,0.8,0.75,0.857,0.8
SIR01_sl1000_mr075_nv10_18,1,0.818,0.9,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SIR01_sl1000_mr3_nv10_14,0.895,0.607,0.723,0.759,0.786,0.772,0.793,0.821,0.807,0.862,0.893,0.877
SIR01_sl500_mr15_nv10_20,0.867,0.52,0.65,0.72,0.72,0.72,0.72,0.72,0.72,0.84,0.84,0.84
SEIR015_sl1000_mr0125_nv10_15,0.8,0.267,0.4,0.533,0.533,0.533,0.467,0.467,0.467,0.933,0.933,0.933
SIR003_sl1000_mr025_nv10_7,0.75,0.375,0.5,0.562,0.562,0.562,0.5,0.5,0.5,0.562,0.562,0.562
SEIR015_sl250_mr025_nv10_9,0.25,0.2,0.222,0.526,0.667,0.588,0.435,0.667,0.526,0.737,0.933,0.824
SEIR015_sl250_mr025_nv10_10,0.521,0.424,0.467,0.481,0.661,0.557,0.43,0.627,0.51,0.562,0.763,0.647
SEIR01_sl1000_mr025_nv10_11,0.923,0.686,0.787,0.889,0.914,0.901,0.838,0.886,0.861,0.919,0.971,0.944
SIR01_sl1000_mr075_nv10_17,0.969,0.437,0.602,0.676,0.676,0.676,0.708,0.718,0.713,0.75,0.761,0.755
SEIR01_sl1000_mr025_nv10_13,0.667,0.2,0.308,0.476,0.5,0.488,0.476,0.5,0.488,0.857,0.9,0.878
SIR01_sl1000_mr15_nv20_12,1,0.467,0.636,0.533,0.533,0.533,0.667,0.667,0.667,0.6,0.6,0.6
SEIR01_sl500_mr025_nv10_10,0.875,0.5,0.636,0.667,0.714,0.69,0.688,0.786,0.733,0.688,0.786,0.733
SIR003_sl1000_mr05_nv5_18,1,0.438,0.609,0.812,0.812,0.812,0.688,0.688,0.688,0.812,0.812,0.812
SIR01_sl500_mr15_nv10_14,0.826,0.487,0.613,0.641,0.641,0.641,0.641,0.641,0.641,0.564,0.564,0.564
SIR003_sl500_mr05_nv10_6,0.909,0.476,0.625,0.762,0.762,0.762,0.667,0.667,0.667,0.714,0.714,0.714
SIR01_sl1000_mr075_nv10_7,1,0.625,0.769,0.792,0.792,0.792,0.792,0.792,0.792,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_20,0.902,0.712,0.796,0.83,0.846,0.838,0.811,0.827,0.819,0.87,0.904,0.887
SIR003_sl250_mr05_nv10_4,0.889,0.667,0.762,0.769,0.833,0.8,0.692,0.75,0.72,0.769,0.833,0.8
SEIR01_sl500_mr025_nv10_3,0.895,0.81,0.85,0.864,0.905,0.884,0.75,0.857,0.8,0.792,0.905,0.844
SIR003_sl1000_mr05_nv5_19,0.812,0.382,0.52,0.676,0.676,0.676,0.472,0.5,0.486,0.543,0.559,0.551
SEIR015_sl1000_mr025_nv20_4,0.778,0.424,0.549,0.618,0.636,0.627,0.647,0.667,0.657,0.882,0.909,0.896
SIR003_sl1000_mr025_nv10_5,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857,0.714,0.714,0.714
SEIR015_sl250_mr025_nv10_5,0.8,0.5,0.615,0.875,0.875,0.875,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl500_mr15_nv10_18,0.8,0.48,0.6,0.68,0.68,0.68,0.577,0.6,0.588,0.56,0.56,0.56
SIR01_sl1000_mr3_nv10_5,0.938,0.536,0.682,0.786,0.786,0.786,0.679,0.679,0.679,0.75,0.75,0.75
SEIR015_sl1000_mr0125_nv10_19,0.833,0.484,0.612,0.581,0.581,0.581,0.531,0.548,0.54,0.742,0.742,0.742
SIR003_sl500_mr05_nv10_10,0.875,0.359,0.509,0.538,0.538,0.538,0.537,0.564,0.55,0.561,0.59,0.575
SEIR015_sl1000_mr025_nv20_11,0.889,0.615,0.727,0.714,0.769,0.741,0.786,0.846,0.815,0.857,0.923,0.889
SEIR015_sl250_mr025_nv10_6,0.517,0.429,0.469,0.475,0.543,0.507,0.452,0.543,0.494,0.524,0.629,0.571
SIR003_sl1000_mr05_nv20_3,1,0.538,0.7,1,1,1,0.769,0.769,0.769,0.692,0.692,0.692
SEIR015_sl1000_mr025_nv20_1,0.556,0.333,0.417,0.438,0.467,0.452,0.474,0.6,0.529,0.824,0.933,0.875
SEIR015_sl1000_mr0125_nv10_3,0.714,0.556,0.625,0.636,0.778,0.7,0.727,0.889,0.8,0.727,0.889,0.8
SIR01_sl1000_mr15_nv5_12,0.833,0.435,0.571,0.478,0.478,0.478,0.417,0.435,0.426,0.565,0.565,0.565
SIR003_sl1000_mr05_nv10_3,1,0.6,0.75,0.7,0.7,0.7,0.9,0.9,0.9,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_17,0.897,0.578,0.703,0.667,0.667,0.667,0.733,0.733,0.733,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_20,0.667,0.667,0.667,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR003_sl500_mr05_nv10_12,0.882,0.577,0.698,0.808,0.808,0.808,0.571,0.615,0.593,0.655,0.731,0.691
SEIR015_sl1000_mr025_nv5_14,0.8,0.533,0.64,0.625,0.667,0.645,0.5,0.6,0.545,0.667,0.8,0.727
SIR01_sl1000_mr3_nv10_13,0.909,0.556,0.69,0.694,0.694,0.694,0.694,0.694,0.694,0.703,0.722,0.712
SEIR015_sl1000_mr05_nv10_15,0.75,0.273,0.4,0.455,0.455,0.455,0.545,0.545,0.545,0.75,0.818,0.783
SEIR015_sl250_mr025_nv10_4,0.727,0.64,0.681,0.607,0.68,0.642,0.643,0.72,0.679,0.643,0.72,0.679
SEIR015_sl1000_mr025_nv20_6,0.75,0.553,0.636,0.69,0.763,0.725,0.636,0.737,0.683,0.773,0.895,0.829
SEIR015_sl1000_mr05_nv10_14,0.81,0.37,0.507,0.5,0.543,0.521,0.64,0.696,0.667,0.824,0.913,0.866
SEIR01_sl250_mr025_nv10_5,0.667,0.634,0.65,0.571,0.683,0.622,0.571,0.683,0.622,0.633,0.756,0.689
SIR003_sl1000_mr05_nv20_4,1,0.594,0.745,0.719,0.719,0.719,0.818,0.844,0.831,0.844,0.844,0.844
SEIR01_sl500_mr025_nv10_5,1,0.6,0.75,0.8,0.8,0.8,0.5,0.6,0.545,0.667,0.8,0.727
SIR003_sl1000_mr05_nv5_9,0.714,0.417,0.526,0.583,0.583,0.583,0.667,0.667,0.667,0.52,0.542,0.531
SEIR015_sl250_mr025_nv10_16,0.138,0.148,0.143,0.2,0.407,0.268,0.095,0.222,0.133,0.17,0.333,0.225
SEIR015_sl250_mr025_nv10_18,0.2,0.182,0.19,0.278,0.455,0.345,0.211,0.364,0.267,0.333,0.545,0.414
SEIR015_sl1000_mr025_nv5_5,0.833,0.238,0.37,0.476,0.476,0.476,0.476,0.476,0.476,0.652,0.714,0.682
SEIR015_sl1000_mr025_nv20_7,1,0.75,0.857,0.944,0.944,0.944,0.861,0.861,0.861,0.917,0.917,0.917
SIR003_sl1000_mr05_nv5_12,1,0.833,0.909,1,1,1,1,1,1,0.833,0.833,0.833
SEIR01_sl250_mr025_nv10_17,0.222,0.25,0.235,0.455,0.625,0.526,0.333,0.5,0.4,0.462,0.75,0.571
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
SIR01_sl500_mr15_nv10_5,0.853,0.558,0.674,0.75,0.75,0.75,0.75,0.75,0.75,0.673,0.712,0.692
SEIR01_sl1000_mr025_nv5_20,0.895,0.708,0.791,0.667,0.667,0.667,0.625,0.625,0.625,0.625,0.625,0.625
SEIR01_sl1000_mr0125_nv10_12,1,0.2,0.333,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2
SEIR015_sl500_mr025_nv10_7,0.727,0.387,0.505,0.493,0.548,0.519,0.405,0.484,0.441,0.535,0.613,0.571
SEIR015_sl1000_mr025_nv5_18,0.815,0.4,0.537,0.6,0.6,0.6,0.618,0.618,0.618,0.632,0.655,0.643
SIR01_sl1000_mr3_nv10_15,0.667,0.222,0.333,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556
SIR003_sl250_mr05_nv10_10,0.571,0.421,0.485,0.5,0.526,0.513,0.524,0.579,0.55,0.476,0.526,0.5
SEIR015_sl1000_mr025_nv5_2,1,0.444,0.615,0.667,0.667,0.667,0.667,0.667,0.667,0.8,0.889,0.842
SIR003_sl250_mr05_nv10_8,0.545,0.353,0.429,0.368,0.412,0.389,0.474,0.529,0.5,0.421,0.471,0.444
SEIR015_sl250_mr025_nv10_12,0.6,0.558,0.578,0.477,0.721,0.574,0.449,0.721,0.554,0.531,0.791,0.636
SIR01_sl500_mr15_nv10_2,0.846,0.524,0.647,0.636,0.667,0.651,0.652,0.714,0.682,0.682,0.714,0.698
SIR003_sl1000_mr05_nv5_20,0.75,0.231,0.353,0.769,0.769,0.769,0.615,0.615,0.615,0.643,0.692,0.667
SIR003_sl500_mr05_nv10_8,0.727,0.533,0.615,0.6,0.6,0.6,0.733,0.733,0.733,0.625,0.667,0.645
SIR01_sl1000_mr15_nv20_7,1,0.607,0.756,0.821,0.821,0.821,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl500_mr15_nv10_8,0.75,0.375,0.5,0.778,0.875,0.824,0.556,0.625,0.588,0.444,0.5,0.471
SEIR01_sl1000_mr025_nv5_13,1,0.75,0.857,0.833,0.833,0.833,0.917,0.917,0.917,0.917,0.917,0.917
SEIR01_sl250_mr025_nv10_20,0.917,0.611,0.733,0.737,0.778,0.757,0.65,0.722,0.684,0.65,0.722,0.684
SEIR01_sl1000_mr025_nv20_13,0.935,0.741,0.827,0.845,0.845,0.845,0.81,0.81,0.81,0.879,0.879,0.879
SIR003_sl1000_mr05_nv10_13,0.968,0.536,0.69,0.804,0.804,0.804,0.804,0.804,0.804,0.768,0.768,0.768
SEIR015_sl500_mr025_nv10_3,0.696,0.432,0.533,0.585,0.649,0.615,0.548,0.622,0.582,0.805,0.892,0.846
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,0.917,0.917,0.917,0.75,0.75,0.75,0.917,0.917,0.917
SEIR01_sl1000_mr05_nv10_14,0.92,0.59,0.719,0.641,0.641,0.641,0.7,0.718,0.709,0.85,0.872,0.861
SIR01_sl250_mr15_nv10_6,0.556,0.349,0.429,0.438,0.488,0.462,0.412,0.488,0.447,0.354,0.395,0.374
SIR01_sl250_mr15_nv10_14,0.615,0.533,0.571,0.529,0.6,0.562,0.556,0.667,0.606,0.588,0.667,0.625
SIR003_sl1000_mr05_nv10_7,1,0.652,0.789,0.87,0.87,0.87,0.739,0.739,0.739,0.826,0.826,0.826
SIR01_sl250_mr15_nv10_20,0.6,0.429,0.5,0.5,0.571,0.533,0.375,0.429,0.4,0.375,0.429,0.4
SIR01_sl1000_mr3_nv10_3,0.846,0.55,0.667,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.7,0.7
SEIR015_sl250_mr025_nv10_14,0.25,0.28,0.264,0.452,0.76,0.567,0.283,0.52,0.366,0.39,0.64,0.485
SIR003_sl1000_mr05_nv5_6,0.75,0.273,0.4,0.273,0.273,0.273,0.545,0.545,0.545,0.455,0.455,0.455
SIR01_sl500_mr15_nv10_4,0.96,0.49,0.649,0.755,0.755,0.755,0.6,0.612,0.606,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_11,1,0.5,0.667,0.583,0.583,0.583,0.583,0.583,0.583,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_14,0.806,0.558,0.659,0.8,0.846,0.822,0.75,0.808,0.778,0.873,0.923,0.897
SEIR01_sl1000_mr05_nv10_13,0.667,0.25,0.364,0.75,0.75,0.75,0.625,0.625,0.625,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_11,0.81,0.486,0.607,0.743,0.743,0.743,0.514,0.514,0.514,0.629,0.629,0.629
SEIR01_sl250_mr025_nv10_16,0.429,0.391,0.409,0.452,0.609,0.519,0.419,0.565,0.481,0.469,0.652,0.545
SEIR01_sl250_mr025_nv10_2,0.75,0.643,0.692,0.625,0.714,0.667,0.588,0.714,0.645,0.562,0.643,0.6
SEIR01_sl1000_mr0125_nv10_8,0.667,0.333,0.444,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr025_nv10_9,1,0.596,0.747,0.766,0.766,0.766,0.787,0.787,0.787,0.894,0.894,0.894
SIR003_sl500_mr05_nv10_7,0.706,0.667,0.686,0.667,0.778,0.718,0.667,0.778,0.718,0.667,0.778,0.718
SIR01_sl500_mr15_nv10_12,0.6,0.5,0.545,0.429,0.5,0.462,0.5,0.667,0.571,0.625,0.833,0.714
SIR01_sl1000_mr3_nv10_19,0.917,0.367,0.524,0.533,0.533,0.533,0.581,0.6,0.59,0.433,0.433,0.433
SIR01_sl1000_mr15_nv5_14,0.833,0.455,0.588,0.5,0.5,0.5,0.625,0.682,0.652,0.625,0.682,0.652
SEIR015_sl1000_mr025_nv5_8,0.889,0.348,0.5,0.522,0.522,0.522,0.708,0.739,0.723,0.826,0.826,0.826
SIR01_sl1000_mr075_nv10_9,1,0.519,0.683,0.667,0.667,0.667,0.667,0.667,0.667,0.704,0.704,0.704
SIR003_sl1000_mr05_nv10_5,0.692,0.196,0.305,0.5,0.5,0.5,0.617,0.63,0.624,0.489,0.5,0.495
SIR01_sl1000_mr075_nv10_11,1,0.714,0.833,1,1,1,1,1,1,1,1,1
SIR003_sl500_mr05_nv10_14,0.81,0.515,0.63,0.606,0.606,0.606,0.618,0.636,0.627,0.636,0.636,0.636
SEIR01_sl1000_mr0125_nv10_14,0.96,0.8,0.873,0.933,0.933,0.933,0.903,0.933,0.918,0.935,0.967,0.951
SIR01_sl1000_mr15_nv10_19,1,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl250_mr15_nv10_3,0.7,0.5,0.583,0.588,0.714,0.645,0.474,0.643,0.545,0.5,0.643,0.563
SIR01_sl250_mr15_nv10_16,0.75,0.652,0.698,0.64,0.696,0.667,0.538,0.609,0.571,0.6,0.652,0.625
SIR01_sl1000_mr15_nv10_5,1,0.6,0.75,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv5_11,0.7,0.298,0.418,0.49,0.532,0.51,0.481,0.532,0.505,0.765,0.83,0.796
SEIR015_sl1000_mr025_nv5_13,1,0.355,0.524,0.742,0.742,0.742,0.719,0.742,0.73,0.839,0.839,0.839
SIR01_sl1000_mr15_nv10_10,0.818,0.562,0.667,0.812,0.812,0.812,0.765,0.812,0.788,0.719,0.719,0.719
SIR01_sl250_mr15_nv10_2,0.556,0.556,0.556,0.455,0.556,0.5,0.545,0.667,0.6,0.545,0.667,0.6
SEIR015_sl1000_mr025_nv20_15,0.632,0.5,0.558,0.5,0.667,0.571,0.5,0.708,0.586,0.647,0.917,0.759
SEIR015_sl1000_mr025_nv10_2,0.769,0.357,0.488,0.534,0.554,0.544,0.593,0.625,0.609,0.864,0.911,0.887
SIR01_sl1000_mr15_nv10_12,0.9,0.375,0.529,0.5,0.5,0.5,0.583,0.583,0.583,0.48,0.5,0.49
SEIR015_sl1000_mr05_nv10_11,0.375,0.375,0.375,0.333,0.375,0.353,0.444,0.5,0.471,0.333,0.375,0.353
SIR01_sl1000_mr15_nv5_20,0.857,0.353,0.5,0.765,0.765,0.765,0.706,0.706,0.706,0.706,0.706,0.706
SEIR015_sl1000_mr05_nv10_12,0.571,0.5,0.533,0.636,0.875,0.737,0.667,1,0.8,0.727,1,0.842
SEIR015_sl1000_mr05_nv10_6,0.923,0.4,0.558,0.645,0.667,0.656,0.562,0.6,0.581,0.906,0.967,0.935
SEIR015_sl1000_mr0125_nv10_16,0.732,0.651,0.689,0.721,0.778,0.748,0.667,0.762,0.711,0.75,0.81,0.779
SIR01_sl1000_mr3_nv10_16,0.909,0.625,0.741,0.781,0.781,0.781,0.812,0.812,0.812,0.906,0.906,0.906
SEIR01_sl1000_mr025_nv5_18,0.926,0.532,0.676,0.787,0.787,0.787,0.66,0.702,0.68,0.796,0.83,0.812
SIR003_sl250_mr05_nv10_11,0.556,0.417,0.476,0.25,0.25,0.25,0.333,0.417,0.37,0.333,0.417,0.37
SIR01_sl1000_mr3_nv10_9,1,0.517,0.682,0.586,0.586,0.586,0.69,0.69,0.69,0.586,0.586,0.586
SEIR01_sl500_mr025_nv10_9,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl500_mr025_nv10_19,0.6,0.75,0.667,0.6,0.75,0.667,0.7,0.875,0.778,0.6,0.75,0.667
SIR003_sl1000_mr05_nv20_1,0.95,0.543,0.691,0.829,0.829,0.829,0.686,0.686,0.686,0.667,0.686,0.676
SEIR01_sl1000_mr025_nv5_8,0.875,0.609,0.718,0.913,0.913,0.913,0.792,0.826,0.809,0.913,0.913,0.913
SEIR01_sl500_mr025_nv10_6,0.909,0.755,0.825,0.786,0.83,0.807,0.821,0.868,0.844,0.86,0.925,0.891
SIR003_sl1000_mr025_nv10_19,0.909,0.417,0.571,0.75,0.75,0.75,0.75,0.75,0.75,0.68,0.708,0.694
SEIR015_sl1000_mr05_nv10_1,0.714,0.294,0.417,0.412,0.412,0.412,0.471,0.471,0.471,0.647,0.647,0.647
SIR003_sl1000_mr05_nv5_11,0.897,0.419,0.571,0.694,0.694,0.694,0.683,0.694,0.688,0.603,0.613,0.608
SIR01_sl500_mr15_nv10_11,0.875,0.412,0.56,0.765,0.765,0.765,0.588,0.588,0.588,0.722,0.765,0.743
SIR003_sl1000_mr05_nv5_14,0.923,0.414,0.571,0.586,0.586,0.586,0.621,0.621,0.621,0.621,0.621,0.621
SIR003_sl1000_mr025_nv10_2,0.875,0.737,0.8,0.737,0.737,0.737,0.85,0.895,0.872,0.737,0.737,0.737
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.714,0.714,0.714,0.625,0.714,0.667,0.857,0.857,0.857
SEIR01_sl250_mr025_nv10_9,0.698,0.607,0.649,0.676,0.787,0.727,0.639,0.754,0.692,0.718,0.836,0.773
SIR003_sl1000_mr05_nv10_14,1,0.7,0.824,1,1,1,1,1,1,1,1,1
SIR003_sl250_mr05_nv10_19,0.3,0.24,0.267,0.464,0.52,0.491,0.286,0.32,0.302,0.321,0.36,0.34
SEIR015_sl1000_mr05_nv10_5,0.714,0.455,0.556,0.727,0.727,0.727,0.667,0.727,0.696,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_2,0.938,0.6,0.732,0.778,0.84,0.808,0.778,0.84,0.808,0.815,0.88,0.846
SEIR01_sl1000_mr0125_nv10_4,0.938,0.625,0.75,0.792,0.792,0.792,0.792,0.792,0.792,0.833,0.833,0.833
SEIR015_sl1000_mr025_nv20_19,0.429,0.273,0.333,0.385,0.455,0.417,0.357,0.455,0.4,0.429,0.545,0.48
SEIR015_sl1000_mr025_nv20_16,0.909,0.667,0.769,0.742,0.767,0.754,0.742,0.767,0.754,0.871,0.9,0.885
SIR01_sl500_mr15_nv10_19,0.938,0.556,0.698,0.643,0.667,0.655,0.621,0.667,0.643,0.655,0.704,0.679
SEIR015_sl500_mr025_nv10_1,0.714,0.5,0.588,0.545,0.6,0.571,0.545,0.6,0.571,0.727,0.8,0.762
SIR003_sl1000_mr025_nv10_12,0.967,0.592,0.734,0.776,0.776,0.776,0.725,0.755,0.74,0.745,0.776,0.76
SIR003_sl1000_mr05_nv5_8,0.889,0.32,0.471,0.6,0.6,0.6,0.615,0.64,0.627,0.52,0.52,0.52
SIR01_sl250_mr15_nv10_19,0.8,0.571,0.667,0.75,0.857,0.8,0.75,0.857,0.8,0.75,0.857,0.8
SIR003_sl1000_mr05_nv10_4,0.9,0.692,0.783,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl500_mr05_nv10_18,1,0.615,0.762,0.923,0.923,0.923,0.923,0.923,0.923,0.846,0.846,0.846
SIR01_sl1000_mr15_nv5_11,1,0.222,0.364,0.778,0.778,0.778,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr15_nv5_13,0.818,0.562,0.667,0.875,0.875,0.875,0.824,0.875,0.848,0.812,0.812,0.812
SEIR01_sl1000_mr0125_nv10_2,0.941,0.615,0.744,0.885,0.885,0.885,0.846,0.846,0.846,0.923,0.923,0.923
SIR01_sl1000_mr15_nv10_14,1,1,1,1,1,1,1,1,1,1,1,1
SIR003_sl500_mr05_nv10_11,1,0.167,0.286,0.667,0.667,0.667,0.667,0.667,0.667,0.833,0.833,0.833
SEIR015_sl1000_mr0125_nv10_18,0.625,0.5,0.556,0.8,0.8,0.8,0.636,0.7,0.667,0.8,0.8,0.8
SEIR01_sl500_mr025_nv10_2,0.8,0.5,0.615,0.75,0.75,0.75,0.625,0.625,0.625,0.5,0.5,0.5
SIR003_sl1000_mr1_nv10_6,1,0.567,0.723,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7
SIR003_sl1000_mr05_nv5_5,1,0.455,0.625,0.636,0.636,0.636,0.818,0.818,0.818,0.727,0.727,0.727
SIR01_sl1000_mr15_nv20_19,0.951,0.765,0.848,0.824,0.824,0.824,0.863,0.863,0.863,0.882,0.882,0.882
SEIR01_sl1000_mr05_nv10_17,0.929,0.591,0.722,0.783,0.818,0.8,0.826,0.864,0.844,0.87,0.909,0.889
SIR003_sl1000_mr05_nv5_16,1,0.167,0.286,0.5,0.5,0.5,0.667,0.667,0.667,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.889,0.444,0.593,0.889,0.889,0.889,0.684,0.722,0.703,0.789,0.833,0.811
SEIR015_sl1000_mr025_nv10_17,0.833,0.395,0.536,0.615,0.632,0.623,0.692,0.711,0.701,0.846,0.868,0.857
SIR01_sl1000_mr15_nv10_16,0.8,0.571,0.667,0.714,0.714,0.714,0.625,0.714,0.667,0.714,0.714,0.714
SIR003_sl1000_mr05_nv20_18,1,0.553,0.712,0.711,0.711,0.711,0.684,0.684,0.684,0.711,0.711,0.711
SEIR015_sl1000_mr05_nv10_2,1,0.31,0.473,0.595,0.595,0.595,0.595,0.595,0.595,0.952,0.952,0.952
SEIR01_sl1000_mr025_nv20_8,0.75,0.6,0.667,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SEIR015_sl1000_mr05_nv10_16,0.893,0.61,0.725,0.733,0.805,0.767,0.702,0.805,0.75,0.83,0.951,0.886
SIR01_sl1000_mr15_nv10_7,0.964,0.54,0.692,0.72,0.72,0.72,0.667,0.68,0.673,0.706,0.72,0.713
SIR003_sl1000_mr1_nv10_10,0.625,0.455,0.526,0.545,0.545,0.545,0.727,0.727,0.727,0.545,0.545,0.545
SIR01_sl1000_mr075_nv10_1,0.97,0.561,0.711,0.877,0.877,0.877,0.759,0.772,0.765,0.828,0.842,0.835
SIR01_sl1000_mr15_nv5_6,1,0.478,0.647,0.696,0.696,0.696,0.652,0.652,0.652,0.565,0.565,0.565
SEIR015_sl500_mr025_nv10_10,0.885,0.535,0.667,0.667,0.698,0.682,0.711,0.744,0.727,0.889,0.93,0.909
SEIR01_sl1000_mr025_nv20_1,0.917,0.688,0.786,0.794,0.844,0.818,0.794,0.844,0.818,0.912,0.969,0.939
SEIR015_sl1000_mr025_nv20_9,0.857,0.333,0.48,0.526,0.556,0.541,0.474,0.5,0.486,0.737,0.778,0.757
SEIR01_sl1000_mr025_nv10_14,0.955,0.618,0.75,0.853,0.853,0.853,0.771,0.794,0.783,0.886,0.912,0.899
SIR003_sl1000_mr05_nv20_12,0.903,0.509,0.651,0.673,0.673,0.673,0.696,0.709,0.703,0.709,0.709,0.709
SEIR01_sl1000_mr0125_nv10_15,1,0.417,0.588,0.708,0.708,0.708,0.708,0.708,0.708,0.875,0.875,0.875
SEIR015_sl1000_mr025_nv10_9,0.938,0.536,0.682,0.754,0.768,0.761,0.776,0.804,0.789,0.93,0.946,0.938
SIR01_sl1000_mr15_nv10_4,0.8,0.5,0.615,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
SEIR015_sl500_mr025_nv10_12,0.714,0.377,0.494,0.508,0.585,0.544,0.484,0.566,0.522,0.698,0.83,0.759
SEIR015_sl1000_mr025_nv10_12,0.833,0.5,0.625,0.667,0.8,0.727,0.75,0.9,0.818,0.833,1,0.909
SEIR01_sl1000_mr05_nv10_7,0.889,0.696,0.78,0.804,0.804,0.804,0.766,0.783,0.774,0.792,0.826,0.809
SIR01_sl1000_mr15_nv10_18,0.951,0.565,0.709,0.643,0.652,0.647,0.7,0.71,0.705,0.7,0.71,0.705
SIR003_sl1000_mr025_nv10_18,1,0.4,0.571,0.8,0.8,0.8,1,1,1,1,1,1
SIR01_sl1000_mr075_nv10_20,0.933,0.467,0.622,0.7,0.7,0.7,0.613,0.633,0.623,0.7,0.7,0.7
