dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1
AA,0.5,1.0,0.667,0.5,1.0,0.667
AC,1.0,1.0,1.0,1.0,1.0,1.0
AI,0.15,0.429,0.222,0.167,0.5,0.25
AJ,0.667,1.0,0.8,0.667,1.0,0.8
AQ,0,0,0,0,0,0
AW,0.048,0.111,0.067,0.061,0.111,0.078
BA,0.286,0.4,0.333,0.286,0.4,0.333
BB,0.308,0.667,0.421,0.286,0.667,0.4
BC,1.0,1.0,1.0,1.0,1.0,1.0
BJ,0.75,1.0,0.857,0.75,1.0,0.857
