edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Louisiana->Texas,0, 0, 624, 147, 0, 0, 0
Louisiana->Utah,0, 0, 330, 271, 167, 0, 0
Wisconsin->Illinois,0, 0, 141, 119, 100, 400, 0
Louisiana->Arizona,0, 0, 657, 100, 0, 0, 0
Idaho->Louisiana,0, 0, 121, 635, 0, 0, 0
Oregon->Washington,0, 0, 296, 267, 138, 0, 0
NewYork->Oregon,0, 0, 659, 15, 0, 0, 0
NewYork->NewJersey,0, 0, 303, 359, 0, 0, 0
NewYork->Virginia,0, 0, 255, 385, 0, 0, 0
Oregon->California,0, 8, 17, 468, 133, 0, 0
Louisiana->Florida,0, 0, 412, 200, 0, 0, 0
NewYork->Connecticut,0, 0, 144, 456, 0, 0, 0
Illinois->Wisconsin,0, 0, 33, 297, 100, 166, 0
NewYork->Utah,0, 1, 502, 88, 0, 0, 0
Connecticut->NewYork,0, 0, 341, 228, 0, 0, 0
Florida->Pennsylvania,0, 0, 146, 257, 100, 0, 0
Virginia->Utah,0, 0, 135, 367, 0, 0, 0
NewYork->Pennsylvania,0, 0, 263, 217, 0, 0, 0
Oregon->NewYork,0, 0, 365, 103, 0, 0, 0
Utah->California,1, 0, 41, 421, 1, 0, 0
Wisconsin->Minnesota,0, 0, 0, 24, 99, 341, 0
NewYork->Maryland,0, 0, 183, 275, 0, 0, 0
California->Utah,1, 2, 182, 270, 0, 0, 0
Michigan->Maryland,0, 0, 264, 182, 0, 0, 0
Maryland->Florida,0, 0, 357, 87, 0, 0, 0
Pennsylvania->Wisconsin,0, 0, 108, 336, 0, 0, 0
Maryland->Michigan,0, 0, 293, 148, 0, 0, 0
Michigan->Florida,0, 0, 334, 104, 0, 0, 0
Michigan->California,0, 0, 300, 87, 40, 0, 0
Michigan->Utah,0, 0, 203, 123, 100, 0, 0
Connecticut->Oregon,0, 0, 112, 309, 0, 0, 0
Michigan->NewMexico,0, 0, 309, 111, 0, 0, 0
Michigan->Minnesota,0, 0, 276, 132, 0, 7, 0
Virginia->Maryland,0, 0, 102, 310, 0, 0, 0
Washington->Florida,0, 39, 348, 14, 0, 0, 0
Michigan->Wisconsin,0, 0, 246, 148, 0, 7, 0
Maryland->Minnesota,0, 0, 145, 255, 0, 0, 0
Washington->Virginia,0, 0, 262, 134, 0, 0, 0
Louisiana->Idaho,0, 0, 260, 136, 0, 0, 0
NewYork->California,0, 9, 306, 77, 0, 0, 0
Virginia->Wisconsin,0, 0, 0, 379, 0, 0, 0
Pennsylvania->Illinois,0, 0, 174, 203, 0, 0, 0
California->Virginia,0, 33, 195, 147, 0, 0, 0
Washington->Oregon,0, 0, 81, 253, 37, 0, 0
California->NewYork,0, 32, 236, 100, 0, 0, 0
Michigan->Texas,0, 0, 332, 35, 0, 0, 0
NewJersey->NewYork,0, 0, 260, 106, 0, 0, 0
Michigan->Illinois,0, 0, 190, 172, 0, 0, 0
Connecticut->Michigan,0, 0, 127, 234, 0, 0, 0
Virginia->Florida,0, 0, 138, 223, 0, 0, 0
Maryland->Virginia,0, 0, 131, 228, 0, 0, 0
Minnesota->Wisconsin,0, 0, 0, 312, 1, 41, 0
Michigan->Pennsylvania,0, 0, 72, 276, 0, 0, 0
Massachusetts->Virginia,0, 0, 310, 32, 0, 0, 0
Wisconsin->Texas,0, 0, 277, 61, 0, 0, 0
Massachusetts->NorthCarolina,0, 0, 320, 14, 0, 0, 0
Wisconsin->NewYork,0, 0, 100, 31, 0, 100, 100
Michigan->Connecticut,0, 0, 215, 115, 0, 0, 0
California->Michigan,0, 0, 69, 214, 42, 0, 0
Virginia->NewJersey,0, 0, 184, 141, 0, 0, 0
Florida->NewYork,0, 0, 132, 190, 0, 0, 0
Illinois->Connecticut,0, 4, 206, 6, 0, 100, 0
Florida->Michigan,0, 0, 50, 266, 0, 0, 0
Maryland->California,0, 0, 149, 163, 0, 0, 0
Maryland->Connecticut,0, 0, 98, 213, 0, 0, 0
Maryland->Massachusetts,0, 0, 100, 207, 0, 0, 0
Virginia->Connecticut,0, 0, 2, 302, 0, 0, 0
Oregon->Utah,0, 0, 286, 16, 0, 0, 0
Florida->Arizona,0, 0, 133, 140, 0, 29, 0
Pennsylvania->Florida,0, 0, 215, 86, 0, 0, 0
California->Maryland,0, 0, 109, 191, 0, 0, 0
Georgia->SouthCarolina,0, 0, 300, 0, 0, 0, 0
Washington->Illinois,0, 0, 0, 300, 0, 0, 0
NewYork->Wyoming,0, 0, 157, 141, 0, 0, 0
Arizona->Florida,0, 0, 92, 125, 45, 36, 0
California->Wisconsin,0, 68, 117, 78, 33, 1, 0
Michigan->Virginia,0, 0, 174, 123, 0, 0, 0
Pennsylvania->Michigan,0, 0, 175, 122, 0, 0, 0
Florida->California,0, 0, 183, 114, 0, 0, 0
Connecticut->Florida,0, 0, 125, 171, 0, 0, 0
Maryland->Illinois,0, 0, 83, 209, 0, 0, 0
Florida->Minnesota,0, 5, 120, 166, 0, 0, 0
Utah->Minnesota,0, 0, 227, 63, 0, 0, 0
Illinois->NewYork,0, 8, 55, 25, 0, 200, 0
NewMexico->Wyoming,0, 0, 88, 200, 0, 0, 0
Arizona->Louisiana,0, 0, 288, 0, 0, 0, 0
Washington->Arizona,0, 0, 144, 142, 0, 0, 0
NewYork->Florida,0, 0, 179, 105, 0, 0, 0
NewYork->Arizona,0, 0, 98, 185, 0, 0, 0
Florida->Virginia,0, 0, 155, 128, 0, 0, 0
Connecticut->California,0, 5, 217, 52, 0, 0, 0
Texas->Louisiana,0, 0, 31, 243, 0, 0, 0
Washington->Massachusetts,0, 0, 210, 63, 0, 0, 0
Idaho->Utah,0, 0, 3, 268, 0, 0, 0
California->Illinois,0, 24, 203, 43, 0, 0, 0
Minnesota->Illinois,0, 0, 228, 40, 0, 0, 0
Pennsylvania->NewMexico,0, 0, 116, 152, 0, 0, 0
Connecticut->Utah,0, 0, 159, 108, 0, 0, 0
California->Florida,0, 0, 142, 123, 0, 0, 0
Idaho->Washington,0, 0, 31, 231, 0, 0, 0
California->Minnesota,0, 1, 189, 69, 0, 1, 0
Oregon->NewJersey,0, 0, 117, 143, 0, 0, 0
Michigan->Wyoming,0, 0, 200, 59, 0, 0, 0
Illinois->Massachusetts,0, 0, 51, 42, 0, 162, 0
Connecticut->Maryland,0, 0, 59, 194, 0, 0, 0
Connecticut->Texas,0, 0, 0, 250, 0, 0, 0
Florida->Maryland,0, 0, 105, 144, 0, 0, 0
Minnesota->NewYork,0, 0, 248, 0, 0, 0, 0
Oregon->Virginia,0, 0, 204, 43, 0, 0, 0
Louisiana->Illinois,0, 0, 226, 19, 0, 0, 0
Wisconsin->Michigan,0, 0, 157, 87, 0, 0, 0
Maryland->Texas,0, 0, 93, 151, 0, 0, 0
NewYork->Massachusetts,0, 0, 171, 71, 0, 0, 0
California->Oregon,0, 4, 167, 70, 0, 0, 0
Texas->Maryland,0, 0, 35, 206, 0, 0, 0
NewJersey->Connecticut,0, 0, 38, 200, 0, 0, 0
Wisconsin->Maryland,0, 0, 191, 46, 0, 0, 0
Massachusetts->Illinois,0, 0, 97, 138, 0, 0, 0
Virginia->California,0, 0, 191, 33, 11, 0, 0
Maryland->Pennsylvania,0, 0, 134, 101, 0, 0, 0
Connecticut->Idaho,0, 0, 0, 235, 0, 0, 0
NewYork->Alaska,0, 0, 101, 132, 0, 0, 0
Pennsylvania->Maryland,0, 0, 112, 115, 0, 0, 0
Michigan->NorthCarolina,0, 0, 190, 35, 0, 0, 0
Illinois->NewJersey,0, 0, 96, 28, 0, 100, 0
Virginia->Michigan,0, 0, 62, 147, 11, 0, 0
Louisiana->Alaska,0, 0, 206, 14, 0, 0, 0
NewYork->Michigan,0, 0, 151, 68, 0, 0, 0
Maryland->Ohio,0, 0, 44, 175, 0, 0, 0
Wyoming->NorthCarolina,0, 0, 118, 100, 0, 0, 0
Washington->California,0, 0, 215, 3, 0, 0, 0
Louisiana->Missouri,0, 0, 200, 18, 0, 0, 0
Virginia->Wyoming,0, 0, 117, 100, 0, 0, 0
Florida->Texas,0, 0, 0, 217, 0, 0, 0
