edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Michigan->Connecticut,0, 0, 400, 500, 0, 0, 0
Oregon->California,0, 3, 0, 603, 200, 0, 0
Louisiana->Utah,0, 0, 400, 300, 100, 0, 0
Louisiana->Texas,0, 0, 600, 200, 0, 0, 0
NewYork->NewJersey,0, 0, 499, 300, 0, 0, 0
Michigan->California,0, 0, 480, 260, 0, 0, 0
NewYork->Utah,0, 2, 500, 200, 0, 0, 0
Michigan->Texas,0, 0, 300, 400, 0, 0, 0
Michigan->Maryland,0, 0, 300, 400, 0, 0, 0
Oregon->Washington,0, 0, 400, 200, 100, 0, 0
Idaho->Louisiana,0, 0, 100, 600, 0, 0, 0
Illinois->Wisconsin,0, 0, 0, 398, 100, 200, 0
NewYork->California,0, 2, 300, 300, 0, 0, 0
NewYork->Oregon,0, 0, 502, 100, 0, 0, 0
NewYork->Connecticut,0, 0, 102, 500, 0, 0, 0
Michigan->Utah,0, 0, 300, 200, 100, 0, 0
NewYork->Pennsylvania,0, 0, 300, 300, 0, 0, 0
NewYork->Maryland,0, 0, 300, 300, 0, 0, 0
Maryland->Florida,0, 0, 500, 100, 0, 0, 0
Louisiana->Florida,0, 0, 400, 200, 0, 0, 0
Louisiana->Idaho,0, 0, 200, 400, 0, 0, 0
Pennsylvania->Wisconsin,0, 0, 200, 400, 0, 0, 0
Wisconsin->Illinois,0, 0, 100, 0, 100, 400, 0
Louisiana->Arizona,0, 0, 500, 100, 0, 0, 0
NewYork->Virginia,0, 0, 100, 499, 0, 0, 0
Illinois->Connecticut,0, 0, 318, 98, 0, 100, 0
California->Utah,0, 0, 198, 309, 0, 0, 0
Connecticut->NewYork,0, 0, 301, 202, 0, 0, 0
Oregon->NewYork,0, 0, 303, 200, 0, 0, 0
Michigan->NewMexico,0, 0, 300, 200, 0, 0, 0
Michigan->Illinois,0, 0, 200, 300, 0, 0, 0
Michigan->NorthCarolina,0, 0, 300, 200, 0, 0, 0
Florida->Pennsylvania,0, 0, 100, 300, 100, 0, 0
California->Virginia,0, 0, 200, 300, 0, 0, 0
Maryland->Virginia,0, 0, 300, 200, 0, 0, 0
Oregon->Pennsylvania,0, 0, 200, 300, 0, 0, 0
Virginia->Utah,0, 0, 100, 400, 0, 0, 0
Arizona->Louisiana,0, 0, 500, 0, 0, 0, 0
NewYork->Arizona,0, 0, 100, 399, 0, 0, 0
Utah->California,0, 11, 11, 364, 100, 0, 0
Michigan->Florida,0, 0, 300, 180, 0, 0, 0
California->Illinois,0, 9, 209, 200, 0, 0, 0
California->NewYork,0, 0, 309, 100, 0, 0, 0
Oregon->Utah,0, 0, 303, 103, 0, 0, 0
Florida->NewYork,0, 0, 103, 300, 0, 0, 0
Connecticut->Oregon,0, 0, 101, 300, 0, 0, 0
Florida->Minnesota,0, 0, 200, 201, 0, 0, 0
California->Wisconsin,0, 100, 100, 100, 0, 100, 0
Michigan->Wisconsin,0, 0, 200, 200, 0, 0, 0
Michigan->Minnesota,0, 0, 300, 100, 0, 0, 0
Michigan->Massachusetts,0, 0, 100, 300, 0, 0, 0
Maryland->Minnesota,0, 0, 200, 200, 0, 0, 0
NewYork->Michigan,0, 0, 100, 300, 0, 0, 0
Michigan->Pennsylvania,0, 0, 100, 300, 0, 0, 0
Pennsylvania->Michigan,0, 0, 200, 200, 0, 0, 0
Washington->Virginia,0, 0, 200, 200, 0, 0, 0
Massachusetts->NorthCarolina,0, 0, 400, 0, 0, 0, 0
Texas->Louisiana,0, 0, 100, 300, 0, 0, 0
Oregon->Maryland,0, 0, 100, 300, 0, 0, 0
Pennsylvania->NewMexico,0, 0, 200, 200, 0, 0, 0
Louisiana->Alaska,0, 0, 200, 200, 0, 0, 0
Virginia->Maryland,0, 0, 0, 400, 0, 0, 0
Virginia->Wisconsin,0, 0, 0, 400, 0, 0, 0
NewYork->Alaska,0, 0, 200, 199, 0, 0, 0
Wisconsin->Texas,0, 0, 300, 98, 0, 0, 0
Pennsylvania->Illinois,0, 0, 198, 200, 0, 0, 0
Wisconsin->Minnesota,0, 0, 0, 0, 99, 299, 0
Illinois->Massachusetts,0, 0, 0, 196, 0, 200, 0
Washington->Florida,0, 62, 300, 0, 0, 0, 0
Michigan->Virginia,0, 0, 280, 80, 0, 0, 0
Illinois->NewYork,0, 0, 24, 98, 0, 200, 0
California->Minnesota,0, 0, 209, 9, 0, 100, 0
California->Oregon,0, 0, 209, 109, 0, 0, 0
SouthCarolina->Florida,0, 0, 200, 111, 0, 0, 0
California->Florida,0, 0, 200, 109, 0, 0, 0
Oregon->Florida,0, 0, 200, 103, 0, 0, 0
NewYork->Illinois,0, 2, 100, 200, 0, 0, 0
Minnesota->Wisconsin,0, 0, 0, 300, 1, 1, 0
Connecticut->Florida,0, 0, 100, 201, 0, 0, 0
Florida->Arizona,0, 0, 100, 201, 0, 0, 0
Texas->Wisconsin,0, 0, 200, 100, 0, 0, 0
Texas->Michigan,0, 0, 200, 100, 0, 0, 0
Maryland->Michigan,0, 0, 200, 100, 0, 0, 0
Maryland->California,0, 0, 200, 100, 0, 0, 0
NewYork->Georgia,0, 0, 200, 100, 0, 0, 0
Virginia->NewJersey,0, 0, 200, 100, 0, 0, 0
NewYork->Wyoming,0, 0, 100, 200, 0, 0, 0
Texas->NorthCarolina,0, 0, 200, 100, 0, 0, 0
NewJersey->NewYork,0, 0, 200, 100, 0, 0, 0
Michigan->NewYork,0, 0, 100, 200, 0, 0, 0
Maryland->Pennsylvania,0, 0, 200, 100, 0, 0, 0
Washington->Arizona,0, 0, 200, 100, 0, 0, 0
Washington->Oregon,0, 0, 100, 200, 0, 0, 0
Massachusetts->Virginia,0, 0, 300, 0, 0, 0, 0
Maryland->Massachusetts,0, 0, 100, 200, 0, 0, 0
Virginia->Florida,0, 0, 100, 200, 0, 0, 0
Louisiana->Missouri,0, 0, 200, 100, 0, 0, 0
Louisiana->Illinois,0, 0, 200, 100, 0, 0, 0
Maryland->Ohio,0, 0, 100, 200, 0, 0, 0
Oregon->Virginia,0, 0, 200, 100, 0, 0, 0
NewYork->Florida,0, 0, 198, 102, 0, 0, 0
Idaho->Oregon,0, 0, 100, 200, 0, 0, 0
Pennsylvania->Florida,0, 0, 200, 100, 0, 0, 0
Wisconsin->NewJersey,0, 0, 200, 0, 0, 0, 100
Wisconsin->NewYork,0, 0, 100, 0, 0, 100, 100
Georgia->SouthCarolina,0, 0, 300, 0, 0, 0, 0
Florida->Maryland,0, 0, 100, 200, 0, 0, 0
Texas->Maryland,0, 0, 100, 200, 0, 0, 0
Arizona->Florida,0, 0, 100, 100, 100, 0, 0
Washington->Illinois,0, 0, 0, 300, 0, 0, 0
Idaho->Washington,0, 0, 0, 300, 0, 0, 0
Massachusetts->Texas,0, 0, 0, 300, 0, 0, 0
Michigan->NewJersey,0, 0, 0, 300, 0, 0, 0
Virginia->Connecticut,0, 0, 0, 300, 0, 0, 0
Florida->NorthCarolina,0, 0, 0, 300, 0, 0, 0
NewYork->Massachusetts,0, 0, 100, 199, 0, 0, 0
Wisconsin->Connecticut,0, 0, 200, 98, 0, 0, 0
Utah->Minnesota,0, 0, 264, 11, 0, 0, 0
Illinois->California,0, 24, 0, 122, 0, 100, 0
California->Michigan,0, 0, 9, 220, 0, 0, 0
California->Ohio,0, 0, 100, 109, 0, 0, 0
California->Connecticut,0, 0, 9, 200, 0, 0, 0
California->Nebraska,0, 0, 0, 209, 0, 0, 0
Connecticut->Minnesota,0, 0, 200, 4, 0, 0, 0
Connecticut->California,0, 1, 200, 2, 0, 0, 0
Oregon->Connecticut,0, 0, 103, 100, 0, 0, 0
Connecticut->Ohio,0, 0, 0, 203, 0, 0, 0
NewYork->Missouri,0, 2, 100, 100, 0, 0, 0
Connecticut->Washington,0, 0, 0, 202, 0, 0, 0
NewYork->Minnesota,0, 0, 0, 202, 0, 0, 0
Florida->Massachusetts,0, 0, 100, 101, 0, 0, 0
California->Massachusetts,0, 100, 100, 0, 0, 0, 0
Michigan->Wyoming,0, 0, 200, 0, 0, 0, 0
Texas->Illinois,0, 0, 200, 0, 0, 0, 0
Texas->Minnesota,0, 0, 100, 100, 0, 0, 0
Wisconsin->Maryland,0, 0, 200, 0, 0, 0, 0
Connecticut->Nebraska,0, 0, 100, 100, 0, 0, 0
Connecticut->NorthCarolina,0, 0, 200, 0, 0, 0, 0
Maryland->Nebraska,0, 0, 100, 100, 0, 0, 0
Minnesota->NewMexico,0, 0, 100, 100, 0, 0, 0
Minnesota->Connecticut,0, 0, 100, 100, 0, 0, 0
Wyoming->NorthCarolina,0, 0, 100, 100, 0, 0, 0
