dataset,single,10,20,30,40,50,60,70,80,90,100
AA,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
AC,1,1,1,1,1,1,1,1,1,1,1
AI,0.148,0.2,0.2,0.209,0.203,0.222,0.245,0.227,0.15,0.105,0.108
AJ,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
AQ,0,0,0,0,0,0,0,0,0,0,0
AW,0.062,0.045,0.049,0.056,0.061,0.069,0.071,0.085,0.095,0.103,0.121
BA,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
BB,0.421,0.333,0.364,0.421,0.421,0.333,0.333,0.267,0.267,0.308,0.182
BC,1,1,1,1,1,1,1,1,1,1,1
BJ,0.667,0.545,0.545,0.545,0.857,0.857,0.857,0.857,0.857,0.857,0.857
,0.5098,0.4923,0.4958,0.5031,0.5342,0.5281,0.5306,0.5236,0.5169,0.5173,0.5068
