dataset,single,10,20,30,40,50,60,70,80,90,100
AA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AI,0.429,0.5,0.5,0.5,0.429,0.429,0.429,0.286,0.214,0.143,0.143
AJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AQ,0,0,0,0,0,0,0,0,0,0,0
AW,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
BA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
BB,0.5,0.333,0.333,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167
BC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
