352, 1
420, 2
213, 3
35, 4
19, 5
101, 6
242, 7
757, 8
215, 9
988, 10
919, 11
764, 12
51, 13
10, 14
66, 15
1, 16
21, 17
158, 18
199, 19
925, 20
825, 21
451, 22
493, 23
175, 24
161, 25
187, 26
209, 27
38, 28
28, 29
7, 30
621, 31
174, 32
67, 33
592, 34
47, 35
231, 36
428, 37
49, 38
678, 39
266, 40
944, 41
102, 42
959, 43
92, 44
683, 45
634, 46
417, 47
742, 48
837, 49
513, 50
98, 51
269, 52
340, 53
20, 54
164, 55
59, 56
216, 57
69, 58
806, 59
65, 60
203, 61
198, 62
761, 63
239, 64
474, 65
467, 66
643, 67
16, 68
176, 69
151, 70
