dataset,single,10,20,30,40,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.768,0.716,0.714,0.749,0.855,0.87,0.868,0.707,0.649,0.636,0.624
SEIR015_sl1000_mr0125_nv10_10,0.8,0.75,0.727,0.762,0.8,0.889,0.857,0.857,0.824,0.824,0.824
SEIR015_sl1000_mr0125_nv10_11,0.615,0.529,0.529,0.581,0.692,0.75,0.696,0.571,0.5,0.5,0.5
SEIR015_sl1000_mr0125_nv10_12,0.857,0.632,0.632,0.686,0.786,0.769,0.769,0.636,0.5,0.5,0.5
SEIR015_sl1000_mr0125_nv10_13,0.84,0.772,0.764,0.76,0.863,0.87,0.879,0.786,0.771,0.771,0.771
SEIR015_sl1000_mr0125_nv10_14,0.759,0.744,0.744,0.742,0.849,0.857,0.874,0.792,0.796,0.769,0.769
SEIR015_sl1000_mr0125_nv10_15,0.6,0.646,0.623,0.649,0.787,0.819,0.79,0.567,0.476,0.476,0.476
SEIR015_sl1000_mr0125_nv10_16,0.752,0.707,0.707,0.698,0.739,0.746,0.754,0.733,0.729,0.729,0.729
SEIR015_sl1000_mr0125_nv10_17,0.724,0.657,0.657,0.656,0.69,0.691,0.704,0.654,0.654,0.654,0.654
SEIR015_sl1000_mr0125_nv10_18,0.8,0.667,0.667,0.696,0.636,0.667,0.7,0.667,0.588,0.588,0.588
SEIR015_sl1000_mr0125_nv10_19,0.548,0.506,0.512,0.535,0.567,0.593,0.627,0.627,0.627,0.627,0.627
SEIR015_sl1000_mr0125_nv10_2,0.812,0.75,0.75,0.811,0.759,0.786,0.786,0.786,0.786,0.786,0.786
SEIR015_sl1000_mr0125_nv10_20,0.767,0.757,0.757,0.78,0.854,0.864,0.864,0.795,0.761,0.761,0.761
SEIR015_sl1000_mr0125_nv10_3,0.6,0.667,0.667,0.636,0.667,0.7,0.7,0.667,0.625,0.625,0.625
SEIR015_sl1000_mr0125_nv10_4,0.9,0.75,0.75,0.818,0.8,0.8,0.8,0.778,0.75,0.75,0.75
SEIR015_sl1000_mr0125_nv10_5,0.431,0.557,0.524,0.496,0.587,0.578,0.582,0.486,0.466,0.466,0.466
SEIR015_sl1000_mr0125_nv10_6,0.64,0.673,0.673,0.688,0.746,0.781,0.781,0.655,0.607,0.607,0.607
SEIR015_sl1000_mr0125_nv10_7,0.657,0.677,0.667,0.655,0.791,0.821,0.809,0.712,0.643,0.643,0.631
SEIR015_sl1000_mr0125_nv10_8,0.579,0.604,0.6,0.622,0.632,0.686,0.647,0.645,0.571,0.571,0.593
SEIR015_sl1000_mr0125_nv10_9,0.391,0.438,0.438,0.433,0.5,0.476,0.488,0.457,0.375,0.375,0.375
SEIR015_sl1000_mr025_nv10_1,0.8,0.857,0.857,0.857,0.857,0.857,0.842,0.842,0.842,0.842,0.842
SEIR015_sl1000_mr025_nv10_10,0.545,0.667,0.667,0.69,0.8,0.8,0.8,0.5,0.5,0.5,0.5
SEIR015_sl1000_mr025_nv10_11,0.789,0.688,0.703,0.73,0.825,0.852,0.854,0.731,0.644,0.644,0.644
SEIR015_sl1000_mr025_nv10_12,0.696,0.625,0.69,0.714,0.8,0.818,0.842,0.706,0.706,0.706,0.706
SEIR015_sl1000_mr025_nv10_13,0.417,0.333,0.333,0.276,0.32,0.333,0.348,0.211,0.222,0.222,0.222
SEIR015_sl1000_mr025_nv10_14,0.741,0.639,0.667,0.657,0.755,0.76,0.76,0.727,0.683,0.683,0.683
SEIR015_sl1000_mr025_nv10_15,0.5,0.474,0.486,0.526,0.548,0.595,0.547,0.525,0.457,0.457,0.462
SEIR015_sl1000_mr025_nv10_16,0.667,0.703,0.703,0.706,0.759,0.741,0.769,0.769,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv10_17,0.753,0.667,0.68,0.689,0.73,0.761,0.743,0.667,0.6,0.6,0.6
SEIR015_sl1000_mr025_nv10_18,0.593,0.621,0.6,0.598,0.675,0.703,0.743,0.635,0.635,0.613,0.613
SEIR015_sl1000_mr025_nv10_19,0.65,0.679,0.679,0.72,0.769,0.833,0.824,0.75,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv10_2,0.678,0.675,0.675,0.704,0.768,0.804,0.781,0.667,0.588,0.588,0.595
