dataset,single,10,20,30,40,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.74,0.557,0.559,0.614,0.847,0.908,0.949,0.955,0.949,0.944,0.944
SEIR015_sl1000_mr0125_nv10_10,0.8,0.621,0.63,0.696,0.842,0.889,0.938,0.938,0.933,0.933,0.933
SEIR015_sl1000_mr0125_nv10_11,0.692,0.429,0.429,0.5,0.818,0.818,0.818,0.778,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_12,0.786,0.5,0.5,0.524,0.667,0.833,0.8,0.875,0.833,0.833,0.833
SEIR015_sl1000_mr0125_nv10_13,0.84,0.636,0.644,0.691,0.913,0.976,0.976,0.971,0.97,0.97,0.97
SEIR015_sl1000_mr0125_nv10_14,0.778,0.623,0.623,0.625,0.804,0.833,0.865,0.891,0.9,0.9,0.897
SEIR015_sl1000_mr0125_nv10_15,0.644,0.5,0.506,0.613,0.818,0.921,0.912,0.88,0.833,0.833,0.833
SEIR015_sl1000_mr0125_nv10_16,0.714,0.609,0.609,0.631,0.693,0.729,0.746,0.772,0.782,0.782,0.782
SEIR015_sl1000_mr0125_nv10_17,0.625,0.537,0.537,0.568,0.606,0.655,0.655,0.654,0.654,0.654,0.654
SEIR015_sl1000_mr0125_nv10_18,0.636,0.571,0.571,0.571,0.667,0.7,0.778,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_19,0.581,0.4,0.42,0.442,0.607,0.696,0.8,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_2,0.75,0.625,0.625,0.636,0.923,0.917,0.917,0.917,0.917,0.917,0.917
SEIR015_sl1000_mr0125_nv10_20,0.837,0.629,0.629,0.667,0.795,0.875,0.868,0.875,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_3,0.545,0.533,0.533,0.533,0.636,0.636,0.636,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_4,0.7,0.643,0.643,0.615,0.8,0.8,0.8,0.857,1,1,1
SEIR015_sl1000_mr0125_nv10_5,0.588,0.421,0.426,0.421,0.667,0.75,0.828,0.8,0.773,0.773,0.773
SEIR015_sl1000_mr0125_nv10_6,0.718,0.515,0.515,0.516,0.758,0.862,0.857,0.81,0.81,0.81,0.81
SEIR015_sl1000_mr0125_nv10_7,0.64,0.534,0.53,0.57,0.812,0.833,0.831,0.833,0.818,0.814,0.814
SEIR015_sl1000_mr0125_nv10_8,0.55,0.457,0.469,0.464,0.684,0.647,0.733,0.692,0.8,0.889,0.889
SEIR015_sl1000_mr0125_nv10_9,0.36,0.326,0.326,0.333,0.435,0.5,0.526,0.538,0.545,0.545,0.545
SEIR015_sl1000_mr025_nv10_1,0.9,0.818,0.818,0.818,0.818,0.8,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv10_10,0.727,0.526,0.526,0.529,0.889,0.889,0.889,0.833,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv10_11,0.712,0.536,0.556,0.581,0.821,0.863,0.935,0.914,0.903,0.903,0.903
SEIR015_sl1000_mr025_nv10_12,0.615,0.455,0.526,0.526,0.769,0.909,0.889,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_13,0.214,0.25,0.25,0.278,0.267,0.286,0.308,0.3,0.25,0.25,0.25
SEIR015_sl1000_mr025_nv10_14,0.759,0.489,0.511,0.537,0.679,0.731,0.75,0.875,0.875,0.875,0.875
SEIR015_sl1000_mr025_nv10_15,0.449,0.341,0.366,0.386,0.567,0.593,0.62,0.6,0.6,0.618,0.636
SEIR015_sl1000_mr025_nv10_16,0.688,0.565,0.565,0.6,0.733,0.769,0.833,0.833,0.833,0.833,0.833
SEIR015_sl1000_mr025_nv10_17,0.59,0.531,0.533,0.534,0.757,0.788,0.812,0.826,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv10_18,0.512,0.485,0.476,0.527,0.636,0.684,0.788,0.786,0.76,0.76,0.76
SEIR015_sl1000_mr025_nv10_19,0.714,0.529,0.529,0.567,0.789,0.882,0.875,0.917,0.909,0.909,0.909
SEIR015_sl1000_mr025_nv10_2,0.683,0.531,0.531,0.535,0.759,0.843,0.837,0.892,0.862,0.862,0.893
SEIR015_sl1000_mr025_nv10_20,0.5,0.389,0.389,0.4,0.556,0.714,0.714,0.714,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv10_3,0.875,0.657,0.667,0.7,0.824,0.891,0.953,0.947,0.943,0.943,0.943
SEIR015_sl1000_mr025_nv10_4,0.609,0.519,0.528,0.585,0.761,0.85,0.889,0.862,0.852,0.846,0.846
SEIR015_sl1000_mr025_nv10_5,0.816,0.584,0.584,0.643,0.8,0.907,0.9,0.938,0.967,0.964,0.963
SEIR015_sl1000_mr025_nv10_6,0.761,0.625,0.625,0.652,0.925,0.947,0.947,0.933,0.964,0.964,0.964
SEIR015_sl1000_mr025_nv10_7,0.889,0.727,0.727,0.727,0.889,0.889,0.889,0.875,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_8,0.8,0.655,0.704,0.72,0.85,0.944,0.941,1,1,1,1
SEIR015_sl1000_mr025_nv10_9,0.828,0.628,0.627,0.684,0.879,0.909,0.923,0.907,0.892,0.892,0.892
SEIR015_sl1000_mr025_nv20_1,0.611,0.538,0.538,0.542,0.75,0.75,0.857,0.818,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv20_10,0.417,0.412,0.412,0.438,0.385,0.333,0.333,0.375,0.375,0.375,0.429
SEIR015_sl1000_mr025_nv20_11,0.857,0.6,0.6,0.556,0.714,0.833,0.818,0.818,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_12,0.542,0.406,0.406,0.419,0.52,0.542,0.591,0.571,0.579,0.579,0.579
SEIR015_sl1000_mr025_nv20_13,0.615,0.533,0.533,0.533,0.571,0.571,0.615,0.667,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv20_14,0.636,0.556,0.556,0.606,0.895,0.889,0.889,0.857,0.833,0.833,0.833
SEIR015_sl1000_mr025_nv20_15,0.471,0.4,0.417,0.432,0.613,0.621,0.643,0.583,0.609,0.636,0.636
SEIR015_sl1000_mr025_nv20_16,0.774,0.683,0.683,0.718,0.833,0.862,0.862,0.917,0.913,0.913,0.913
SEIR015_sl1000_mr025_nv20_17,0.78,0.612,0.612,0.654,0.847,0.877,0.891,0.85,0.824,0.824,0.824
SEIR015_sl1000_mr025_nv20_18,0.551,0.463,0.463,0.5,0.646,0.66,0.652,0.605,0.588,0.588,0.588
SEIR015_sl1000_mr025_nv20_19,0.5,0.35,0.35,0.389,0.4,0.429,0.462,0.444,0.429,0.429,0.429
SEIR015_sl1000_mr025_nv20_2,0.778,0.595,0.595,0.629,0.815,0.815,0.815,0.95,0.941,0.941,0.941
SEIR015_sl1000_mr025_nv20_20,0.632,0.519,0.519,0.52,0.632,0.647,0.647,0.667,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv20_3,0.557,0.436,0.463,0.495,0.597,0.648,0.688,0.678,0.684,0.684,0.684
SEIR015_sl1000_mr025_nv20_4,0.676,0.517,0.51,0.511,0.724,0.769,0.8,0.818,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_5,0.744,0.627,0.627,0.648,0.892,0.943,0.941,0.92,0.913,0.913,0.913
SEIR015_sl1000_mr025_nv20_6,0.667,0.59,0.59,0.593,0.786,0.78,0.8,0.788,0.806,0.806,0.806
SEIR015_sl1000_mr025_nv20_7,0.861,0.766,0.766,0.818,0.941,1,1,1,1,1,1
SEIR015_sl1000_mr025_nv20_8,0.548,0.413,0.427,0.485,0.627,0.648,0.687,0.689,0.719,0.732,0.732
SEIR015_sl1000_mr025_nv20_9,0.526,0.424,0.424,0.483,0.714,0.769,0.769,0.727,0.727,0.727,0.727
SEIR015_sl1000_mr025_nv5_1,0.533,0.37,0.37,0.417,0.562,0.6,0.571,0.333,0.333,0.333,0.333
SEIR015_sl1000_mr025_nv5_10,0.59,0.433,0.456,0.442,0.548,0.579,0.611,0.643,0.682,0.682,0.682
SEIR015_sl1000_mr025_nv5_11,0.692,0.398,0.42,0.466,0.667,0.653,0.8,0.808,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv5_12,0.273,0.25,0.263,0.267,0.4,0.444,0.375,0.6,0.6,0.6,0.6
SEIR015_sl1000_mr025_nv5_13,0.781,0.528,0.528,0.583,0.788,0.929,0.923,1,1,1,1
SEIR015_sl1000_mr025_nv5_14,0.579,0.48,0.48,0.545,0.55,0.588,0.643,0.692,0.75,0.75,0.75
SEIR015_sl1000_mr025_nv5_15,0.625,0.455,0.47,0.531,0.696,0.787,0.825,0.8,0.78,0.784,0.778
SEIR015_sl1000_mr025_nv5_16,0.808,0.619,0.619,0.641,0.893,1,1,1,1,1,1
SEIR015_sl1000_mr025_nv5_17,0.651,0.58,0.58,0.645,0.829,0.895,0.889,0.96,1,1,1
SEIR015_sl1000_mr025_nv5_18,0.6,0.436,0.494,0.547,0.618,0.78,0.842,0.818,0.812,0.812,0.812
SEIR015_sl1000_mr025_nv5_19,0.333,0.227,0.25,0.263,0.312,0.357,0.417,0.417,0.455,0.455,0.455
SEIR015_sl1000_mr025_nv5_2,0.556,0.444,0.4,0.462,0.75,0.857,0.857,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv5_20,0.558,0.41,0.408,0.469,0.65,0.722,0.735,0.792,0.722,0.722,0.722
SEIR015_sl1000_mr025_nv5_3,0.536,0.353,0.415,0.421,0.536,0.583,0.7,0.667,0.647,0.625,0.625
SEIR015_sl1000_mr025_nv5_4,0.577,0.447,0.482,0.528,0.735,0.814,0.85,0.844,0.808,0.8,0.8
SEIR015_sl1000_mr025_nv5_5,0.545,0.41,0.41,0.444,0.625,0.714,0.7,0.75,0.714,0.714,0.714
SEIR015_sl1000_mr025_nv5_6,0.38,0.256,0.277,0.28,0.426,0.483,0.51,0.486,0.448,0.448,0.448
