dataset,single,10,20,30,40,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.744,0.557,0.563,0.614,0.861,0.923,0.937,0.953,0.947,0.946,0.944
SEIR015_sl1000_mr0125_nv10_10,0.762,0.621,0.64,0.696,0.762,0.941,0.938,0.938,0.933,0.933,0.933
SEIR015_sl1000_mr0125_nv10_11,0.615,0.429,0.429,0.5,0.692,0.818,0.8,0.75,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_12,0.857,0.5,0.5,0.571,0.786,0.833,0.833,0.875,0.833,0.833,0.833
SEIR015_sl1000_mr0125_nv10_13,0.84,0.636,0.644,0.648,0.911,0.952,0.976,0.971,0.97,0.97,0.97
SEIR015_sl1000_mr0125_nv10_14,0.732,0.623,0.623,0.639,0.833,0.849,0.882,0.864,0.902,0.897,0.897
SEIR015_sl1000_mr0125_nv10_15,0.6,0.5,0.494,0.545,0.795,0.895,0.889,0.864,0.833,0.833,0.833
SEIR015_sl1000_mr0125_nv10_16,0.714,0.609,0.609,0.605,0.68,0.704,0.731,0.772,0.782,0.782,0.782
SEIR015_sl1000_mr0125_nv10_17,0.656,0.537,0.537,0.553,0.625,0.655,0.679,0.654,0.654,0.654,0.654
SEIR015_sl1000_mr0125_nv10_18,0.8,0.571,0.571,0.615,0.583,0.636,0.7,0.75,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_19,0.548,0.393,0.412,0.475,0.586,0.696,0.8,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_2,0.812,0.625,0.625,0.714,0.846,0.917,0.917,0.917,0.917,0.917,0.917
SEIR015_sl1000_mr0125_nv10_20,0.733,0.629,0.629,0.661,0.854,0.875,0.875,0.906,0.9,0.9,0.9
SEIR015_sl1000_mr0125_nv10_3,0.545,0.533,0.533,0.538,0.583,0.636,0.636,0.667,0.714,0.714,0.714
SEIR015_sl1000_mr0125_nv10_4,0.9,0.643,0.643,0.75,0.8,0.8,0.8,0.875,1,1,1
SEIR015_sl1000_mr0125_nv10_5,0.431,0.411,0.404,0.41,0.659,0.75,0.821,0.783,0.773,0.773,0.773
SEIR015_sl1000_mr0125_nv10_6,0.6,0.515,0.515,0.541,0.781,0.862,0.862,0.826,0.81,0.81,0.81
SEIR015_sl1000_mr0125_nv10_7,0.627,0.534,0.53,0.538,0.775,0.833,0.841,0.84,0.818,0.818,0.814
SEIR015_sl1000_mr0125_nv10_8,0.55,0.457,0.469,0.519,0.6,0.706,0.688,0.769,0.8,0.8,0.889
SEIR015_sl1000_mr0125_nv10_9,0.36,0.326,0.326,0.333,0.478,0.476,0.5,0.571,0.545,0.545,0.545
SEIR015_sl1000_mr025_nv10_1,0.8,0.818,0.818,0.818,0.818,0.818,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv10_10,0.545,0.526,0.526,0.556,0.889,0.889,0.889,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv10_11,0.776,0.541,0.565,0.617,0.81,0.885,0.936,0.919,0.903,0.903,0.903
SEIR015_sl1000_mr025_nv10_12,0.615,0.455,0.526,0.556,0.667,0.75,0.889,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_13,0.357,0.25,0.25,0.211,0.267,0.286,0.308,0.222,0.25,0.25,0.25
