edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,0, 100, 100, 506, 100, 400, 100
Idaho->Connecticut,0, 0, 400, 900, 0, 0, 0
California->Oregon,0, 100, 200, 600, 100, 0, 0
NewYork->NewJersey,104, 100, 0, 600, 0, 0, 100
California->Utah,0, 100, 300, 500, 0, 0, 0
California->Arizona,0, 0, 300, 600, 0, 0, 0
Michigan->Texas,0, 0, 0, 898, 0, 0, 0
California->NewYork,200, 0, 200, 400, 0, 0, 0
Massachusetts->Virginia,0, 0, 500, 300, 0, 0, 0
Louisiana->California,0, 0, 0, 700, 0, 0, 0
Michigan->NewYork,0, 0, 0, 700, 0, 0, 0
Michigan->Pennsylvania,0, 0, 0, 698, 0, 0, 0
Illinois->Wisconsin,0, 94, 0, 394, 0, 200, 0
NewYork->Oregon,404, 0, 98, 104, 0, 0, 0
Louisiana->Texas,0, 0, 0, 604, 0, 0, 0
NewYork->Virginia,0, 100, 0, 502, 0, 0, 0
Virginia->Utah,0, 100, 400, 100, 0, 0, 0
Utah->Connecticut,0, 200, 0, 400, 0, 0, 0
Virginia->Maryland,0, 0, 0, 600, 0, 0, 0
Michigan->NorthCarolina,0, 0, 0, 600, 0, 0, 0
Michigan->Louisiana,0, 0, 0, 600, 0, 0, 0
Florida->Pennsylvania,0, 400, 0, 106, 0, 0, 0
NewYork->Florida,100, 100, 0, 302, 0, 0, 0
NewYork->Wisconsin,0, 102, 0, 300, 0, 0, 100
California->Virginia,100, 0, 100, 300, 0, 0, 0
California->Pennsylvania,0, 100, 100, 300, 0, 0, 0
Utah->Wisconsin,0, 100, 0, 300, 0, 0, 100
Wisconsin->Utah,0, 100, 100, 300, 0, 0, 0
Massachusetts->NorthCarolina,0, 100, 100, 300, 0, 0, 0
California->Wisconsin,0, 100, 100, 100, 100, 100, 0
California->Michigan,0, 100, 0, 400, 0, 0, 0
California->Minnesota,0, 0, 200, 200, 0, 100, 0
California->Florida,0, 0, 200, 300, 0, 0, 0
Arizona->Florida,0, 0, 100, 400, 0, 0, 0
Oregon->Washington,0, 0, 100, 200, 200, 0, 0
Idaho->Oregon,0, 0, 100, 400, 0, 0, 0
Louisiana->Pennsylvania,0, 0, 0, 500, 0, 0, 0
Michigan->California,0, 0, 0, 500, 0, 0, 0
Michigan->Minnesota,0, 0, 0, 498, 0, 0, 0
SouthCarolina->Georgia,0, 0, 288, 188, 0, 0, 0
NewYork->Maryland,0, 100, 0, 330, 0, 0, 0
Louisiana->Maryland,0, 0, 0, 404, 0, 0, 0
California->Maryland,100, 0, 0, 300, 0, 0, 0
California->Massachusetts,100, 100, 0, 200, 0, 0, 0
Wisconsin->Texas,0, 100, 0, 300, 0, 0, 0
Massachusetts->Maryland,0, 0, 300, 100, 0, 0, 0
California->Washington,0, 0, 100, 300, 0, 0, 0
Washington->Minnesota,0, 0, 200, 200, 0, 0, 0
California->Illinois,0, 0, 100, 300, 0, 0, 0
Idaho->Washington,0, 0, 100, 300, 0, 0, 0
Utah->Louisiana,0, 0, 100, 300, 0, 0, 0
Maryland->Michigan,0, 0, 0, 400, 0, 0, 0
Michigan->Nebraska,0, 0, 0, 400, 0, 0, 0
Louisiana->Michigan,0, 0, 0, 400, 0, 0, 0
Texas->Maryland,0, 0, 0, 400, 0, 0, 0
Michigan->Idaho,0, 0, 0, 400, 0, 0, 0
Connecticut->Idaho,0, 0, 0, 400, 0, 0, 0
Wisconsin->Minnesota,0, 0, 0, 0, 100, 300, 0
NewYork->Texas,0, 98, 100, 200, 0, 0, 0
NewYork->Massachusetts,0, 0, 0, 398, 0, 0, 0
Illinois->Florida,0, 6, 94, 194, 0, 100, 0
Illinois->Texas,0, 94, 0, 294, 0, 0, 0
Illinois->Connecticut,0, 0, 188, 94, 0, 100, 0
NewYork->Minnesota,0, 98, 4, 268, 0, 0, 0
Maryland->Minnesota,0, 0, 0, 360, 0, 0, 0
Minnesota->Maryland,0, 0, 0, 344, 0, 0, 0
Florida->Georgia,0, 200, 6, 106, 0, 0, 0
NewYork->Illinois,0, 4, 4, 300, 0, 0, 0
Florida->Arizona,0, 200, 0, 106, 0, 0, 0
Florida->Maryland,0, 200, 0, 106, 0, 0, 0
Missouri->California,0, 206, 0, 0, 100, 0, 0
Wisconsin->Michigan,0, 100, 106, 100, 0, 0, 0
Wisconsin->Florida,0, 0, 106, 100, 0, 100, 0
NewYork->Missouri,104, 100, 0, 100, 0, 0, 0
NewYork->Connecticut,0, 0, 4, 300, 0, 0, 0
Louisiana->Illinois,0, 0, 0, 304, 0, 0, 0
NewYork->Wyoming,4, 98, 0, 200, 0, 0, 0
Oregon->Arizona,100, 0, 200, 0, 0, 0, 0
Arizona->Idaho,0, 100, 0, 200, 0, 0, 0
Utah->Florida,0, 100, 100, 100, 0, 0, 0
Wisconsin->Massachusetts,0, 200, 0, 100, 0, 0, 0
Massachusetts->Florida,0, 100, 200, 0, 0, 0, 0
Florida->California,0, 100, 0, 200, 0, 0, 0
Utah->Virginia,0, 100, 100, 100, 0, 0, 0
Wisconsin->NewYork,0, 100, 100, 0, 0, 100, 0
Alaska->Utah,0, 100, 0, 200, 0, 0, 0
Utah->NewMexico,0, 100, 100, 100, 0, 0, 0
Washington->Virginia,0, 0, 300, 0, 0, 0, 0
Connecticut->Wyoming,0, 0, 100, 200, 0, 0, 0
Arizona->Virginia,0, 0, 100, 200, 0, 0, 0
Washington->Utah,0, 0, 200, 100, 0, 0, 0
Massachusetts->Utah,0, 0, 200, 100, 0, 0, 0
Massachusetts->Texas,0, 0, 100, 200, 0, 0, 0
Arizona->Massachusetts,0, 0, 100, 200, 0, 0, 0
Arizona->Texas,0, 0, 100, 200, 0, 0, 0
Virginia->California,0, 0, 0, 200, 100, 0, 0
Pennsylvania->Louisiana,0, 0, 0, 300, 0, 0, 0
Idaho->Virginia,0, 0, 0, 300, 0, 0, 0
Michigan->Florida,0, 0, 0, 300, 0, 0, 0
Michigan->NewMexico,0, 0, 0, 300, 0, 0, 0
Florida->Louisiana,0, 0, 0, 300, 0, 0, 0
NewMexico->Michigan,0, 0, 0, 300, 0, 0, 0
Michigan->Alaska,0, 0, 0, 300, 0, 0, 0
Louisiana->Wisconsin,0, 0, 0, 300, 0, 0, 0
Florida->NewYork,0, 0, 0, 300, 0, 0, 0
Illinois->Maryland,0, 0, 0, 294, 0, 0, 0
Illinois->NewYork,94, 94, 0, 0, 0, 100, 0
Illinois->California,0, 188, 0, 0, 0, 100, 0
Illinois->Missouri,94, 188, 0, 0, 0, 0, 0
SouthCarolina->Florida,0, 0, 188, 94, 0, 0, 0
Illinois->Minnesota,0, 0, 94, 188, 0, 0, 0
Illinois->SouthCarolina,94, 182, 0, 0, 0, 0, 0
Georgia->SouthCarolina,0, 0, 106, 106, 0, 0, 0
Florida->Massachusetts,0, 200, 0, 6, 0, 0, 0
Florida->Virginia,0, 100, 0, 106, 0, 0, 0
Wisconsin->Connecticut,0, 0, 106, 100, 0, 0, 0
Florida->Minnesota,0, 0, 0, 206, 0, 0, 0
Pennsylvania->NewJersey,0, 100, 0, 104, 0, 0, 0
Louisiana->Virginia,0, 4, 0, 200, 0, 0, 0
Pennsylvania->Florida,0, 4, 0, 200, 0, 0, 0
NewYork->Alaska,0, 0, 4, 200, 0, 0, 0
Louisiana->Minnesota,0, 0, 0, 204, 0, 0, 0
Arizona->Utah,100, 0, 0, 100, 0, 0, 0
Arizona->NewYork,100, 0, 0, 100, 0, 0, 0
Arizona->California,100, 100, 0, 0, 0, 0, 0
California->Wyoming,200, 0, 0, 0, 0, 0, 0
NewJersey->Louisiana,0, 100, 0, 100, 0, 0, 0
NewJersey->Arizona,0, 100, 0, 100, 0, 0, 0
Arizona->Washington,0, 100, 100, 0, 0, 0, 0
Arizona->Alaska,0, 100, 100, 0, 0, 0, 0
Arizona->Pennsylvania,0, 100, 0, 100, 0, 0, 0
Utah->Missouri,0, 100, 0, 100, 0, 0, 0
Utah->Illinois,0, 100, 100, 0, 0, 0, 0
Florida->NewMexico,0, 100, 0, 100, 0, 0, 0
Iowa->Florida,0, 100, 0, 100, 0, 0, 0
Michigan->Wisconsin,0, 100, 0, 100, 0, 0, 0
Virginia->Florida,0, 100, 0, 100, 0, 0, 0
Virginia->NewYork,0, 100, 0, 100, 0, 0, 0
Oregon->Wisconsin,0, 100, 0, 100, 0, 0, 0
