edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Idaho->Connecticut,0, 11, 319, 732, 0, 0, 0
Wisconsin->Illinois,0, 5, 84, 384, 100, 349, 100
NewYork->NewJersey,138, 38, 0, 601, 0, 0, 56
Illinois->Wisconsin,0, 205, 0, 441, 0, 160, 0
Massachusetts->Virginia,17, 18, 387, 303, 0, 0, 0
California->Oregon,32, 110, 188, 296, 62, 0, 0
NewYork->Oregon,417, 70, 83, 91, 0, 0, 0
Connecticut->Idaho,0, 8, 152, 482, 0, 0, 0
California->NewYork,65, 41, 234, 271, 0, 0, 0
California->Utah,13, 125, 276, 178, 0, 0, 0
Texas->Maryland,0, 11, 32, 541, 0, 0, 0
Virginia->Utah,14, 100, 354, 110, 0, 0, 0
Michigan->Texas,0, 0, 0, 550, 0, 0, 0
Oregon->Washington,0, 0, 157, 148, 236, 0, 0
Virginia->Maryland,14, 2, 12, 512, 0, 0, 0
Michigan->Pennsylvania,0, 0, 0, 539, 0, 0, 0
Louisiana->Pennsylvania,0, 0, 0, 506, 0, 0, 0
Massachusetts->NorthCarolina,0, 66, 100, 336, 0, 0, 0
Idaho->Washington,0, 0, 68, 430, 0, 0, 0
Utah->Virginia,10, 191, 153, 139, 0, 0, 0
Louisiana->Michigan,0, 0, 0, 493, 0, 0, 0
Louisiana->Texas,0, 23, 0, 462, 0, 0, 0
Wisconsin->Minnesota,0, 36, 0, 65, 100, 283, 0
Louisiana->California,0, 0, 0, 477, 0, 0, 0
Maryland->Minnesota,0, 0, 0, 452, 0, 0, 0
California->Wisconsin,0, 100, 100, 140, 100, 10, 0
Wisconsin->Utah,0, 10, 97, 321, 0, 0, 0
Michigan->Louisiana,0, 0, 0, 418, 0, 0, 0
Pennsylvania->Florida,0, 111, 38, 268, 0, 0, 0
Florida->Pennsylvania,0, 217, 19, 180, 0, 0, 0
California->Arizona,39, 0, 152, 223, 0, 0, 0
Louisiana->Maryland,0, 13, 0, 390, 0, 0, 0
Illinois->Florida,32, 14, 110, 114, 0, 127, 0
Utah->Louisiana,0, 0, 100, 293, 0, 0, 0
NewYork->Virginia,20, 105, 0, 267, 0, 0, 0
NewYork->Maryland,8, 100, 0, 284, 0, 0, 0
Utah->California,0, 203, 0, 182, 0, 0, 0
Michigan->NewYork,0, 8, 40, 336, 0, 0, 0
NewYork->Texas,0, 72, 100, 208, 0, 0, 0
California->Michigan,0, 61, 54, 189, 76, 0, 0
Florida->Minnesota,0, 0, 12, 331, 0, 35, 0
Maryland->Virginia,31, 7, 27, 312, 0, 0, 0
NewYork->Wisconsin,0, 69, 0, 206, 0, 0, 100
Florida->California,0, 100, 29, 232, 13, 0, 0
NewYork->Florida,101, 101, 8, 158, 0, 0, 0
Arizona->Virginia,9, 11, 101, 233, 0, 0, 0
Georgia->SouthCarolina,0, 0, 157, 192, 0, 0, 0
Louisiana->Illinois,0, 0, 0, 347, 0, 0, 0
Oregon->Arizona,100, 0, 220, 25, 0, 0, 0
NewYork->Illinois,0, 4, 1, 306, 0, 33, 0
Illinois->Massachusetts,0, 124, 0, 47, 0, 168, 0
Massachusetts->Florida,0, 81, 85, 173, 0, 0, 0
Idaho->Oregon,0, 0, 75, 262, 0, 0, 0
Florida->Louisiana,8, 0, 0, 328, 0, 0, 0
Florida->NewYork,0, 3, 2, 331, 0, 0, 0
Michigan->Nebraska,0, 0, 0, 335, 0, 0, 0
Wisconsin->NewYork,0, 100, 97, 26, 0, 67, 43
California->Maryland,73, 0, 5, 248, 0, 0, 0
NewYork->California,123, 57, 34, 112, 0, 0, 0
Washington->Utah,2, 0, 214, 108, 0, 0, 0
Wisconsin->Michigan,0, 103, 70, 149, 0, 0, 0
Washington->Minnesota,0, 1, 132, 189, 0, 0, 0
Florida->Massachusetts,0, 98, 35, 186, 0, 0, 0
Florida->Maryland,0, 117, 16, 180, 0, 0, 0
Connecticut->Michigan,0, 0, 125, 187, 0, 0, 0
NewYork->Minnesota,1, 64, 6, 240, 0, 0, 0
Arizona->Florida,0, 12, 178, 120, 0, 0, 0
Massachusetts->Utah,0, 90, 118, 100, 0, 0, 0
California->Florida,0, 0, 138, 170, 0, 0, 0
NewYork->Wyoming,5, 100, 0, 200, 0, 0, 0
Utah->Connecticut,0, 136, 47, 122, 0, 0, 0
NewYork->Missouri,105, 99, 0, 100, 0, 0, 0
Connecticut->Wyoming,0, 0, 127, 175, 0, 0, 0
Michigan->Minnesota,0, 0, 0, 300, 0, 0, 0
Minnesota->Maryland,0, 0, 0, 300, 0, 0, 0
Louisiana->Virginia,3, 30, 0, 260, 0, 0, 0
Virginia->California,0, 3, 0, 247, 39, 0, 0
Maryland->Florida,0, 157, 81, 48, 0, 0, 0
California->Texas,0, 17, 0, 267, 0, 0, 0
Connecticut->Utah,0, 59, 99, 125, 0, 0, 0
Illinois->Texas,0, 19, 30, 234, 0, 0, 0
Michigan->NorthCarolina,0, 0, 0, 283, 0, 0, 0
Maryland->Michigan,0, 0, 0, 282, 0, 0, 0
Texas->Louisiana,0, 0, 0, 281, 0, 0, 0
Washington->Oregon,0, 0, 122, 16, 140, 0, 0
Florida->Virginia,0, 44, 45, 184, 0, 0, 0
NewYork->Connecticut,2, 0, 2, 268, 0, 0, 0
NorthCarolina->California,0, 10, 100, 162, 0, 0, 0
Oregon->NewYork,33, 180, 49, 9, 0, 0, 0
Washington->Virginia,0, 0, 267, 0, 0, 0, 0
California->Pennsylvania,44, 33, 108, 77, 0, 0, 0
Illinois->Minnesota,9, 2, 96, 132, 0, 23, 0
Utah->Florida,0, 117, 109, 35, 0, 0, 0
Utah->Michigan,0, 65, 3, 192, 0, 0, 0
Florida->Texas,0, 66, 25, 169, 0, 0, 0
SouthCarolina->Georgia,0, 0, 187, 70, 0, 0, 0
