272->809,99
200->44,96
809->746,90
816->48,87
6->739,84
6->729,84
304->161,82
6->704,79
309->805,76
272->122,71
309->437,70
816->101,69
805->257,57
309->135,52
272->185,51
598->190,50
805->534,48
309->257,46
309->200,44
598->450,44
816->722,42
258->719,41
805->397,41
272->953,40
598->6,38
104->67,38
309->534,38
272->104,38
144->406,37
101->722,36
6->450,35
200->304,35
272->670,35
719->258,34
6->598,34
122->185,34
805->949,31
309->949,30
104->170,29
406->719,29
200->309,28
670->953,28
6->190,27
304->598,27
304->309,24
122->272,23
104->272,23
272->67,22
670->170,22
304->450,22
304->6,22
272->170,22
953->122,22
67->104,21
144->816,21
144->258,21
104->670,21
304->200,21
122->953,20
450->598,20
200->406,20
185->122,20
200->144,20
406->258,19
200->816,19
816->406,19
200->397,18
598->272,18
406->144,18
304->534,18
144->719,18
722->101,18
200->161,17
670->104,17
670->67,16
6->272,16
805->135,15
170->185,15
170->104,14
304->144,14
200->534,14
816->144,13
304->257,13
67->170,13
670->272,13
170->450,13
304->949,13
170->272,12
67->670,12
805->437,12
805->309,11
304->44,11
953->272,11
170->67,11
450->6,11
257->534,11
534->257,11
953->670,10
406->816,10
953->190,10
805->406,10
6->953,10
257->437,10
257->397,10
185->953,10
719->406,9
272->746,9
598->953,9
534->805,9
257->135,8
257->304,8
257->805,8
135->949,8
953->104,8
534->437,8
170->670,8
67->272,7
598->670,7
185->104,7
534->949,7
437->257,7
949->135,6
144->48,6
704->729,6
309->397,6
450->190,6
272->190,6
670->185,6
309->304,6
437->534,6
949->257,6
257->949,6
48->816,6
104->953,5
450->104,5
170->953,5
144->534,5
144->437,5
104->185,5
185->170,5
805->304,5
190->953,5
67->185,5
534->309,5
729->704,5
304->816,5
200->949,5
190->6,5
437->949,5
949->534,4
272->6,4
144->949,4
304->437,4
598->704,4
258->406,4
719->144,4
670->450,4
101->719,4
185->272,4
450->739,4
534->304,4
104->450,4
6->104,4
816->719,4
67->450,4
949->437,4
450->670,4
953->450,4
185->190,4
200->258,4
6->670,4
200->598,4
406->534,3
258->144,3
450->272,3
534->406,3
200->437,3
437->144,3
48->101,3
670->190,3
190->272,3
534->144,3
450->185,3
534->397,3
397->257,3
190->450,3
101->816,3
101->48,3
144->101,3
450->953,3
272->739,3
122->170,3
67->953,3
122->450,3
437->135,3
200->48,3
949->397,3
104->190,3
44->200,3
953->67,3
739->6,3
6->185,3
185->67,3
953->185,2
44->437,2
304->397,2
144->304,2
144->44,2
729->6,2
304->406,2
44->949,2
437->304,2
309->406,2
190->104,2
190->670,2
185->670,2
200->257,2
598->739,2
272->450,2
144->257,2
309->144,2
272->598,2
185->450,2
949->304,2
450->170,2
48->722,2
670->122,2
144->309,2
6->67,2
406->722,2
450->122,2
48->144,2
437->406,2
190->598,2
190->739,2
437->397,2
6->122,2
144->805,1
309->719,1
719->257,1
719->816,1
437->805,1
304->719,1
450->67,1
144->397,1
406->135,1
135->406,1
805->6,1
272->257,1
406->44,1
257->816,1
397->437,1
200->101,1
953->598,1
953->6,1
304->953,1
258->257,1
258->101,1
397->406,1
135->437,1
200->722,1
48->258,1
48->719,1
144->6,1
598->67,1
722->816,1
272->304,1
272->397,1
534->272,1
746->104,1
257->200,1
200->135,1
185->739,1
304->258,1
746->809,1
44->719,1
6->170,1
816->304,1
816->200,1
809->104,1
953->739,1
44->304,1
44->534,1
6->304,1
805->44,1
816->534,1
135->257,1
258->816,1
190->185,1
190->122,1
406->48,1
257->309,1
949->161,1
397->161,1
534->450,1
534->6,1
122->670,1
809->953,1
161->304,1
170->122,1
437->309,1
953->170,1
257->6,1
406->437,1
67->48,1
200->719,1
450->704,1
450->729,1
949->44,1
722->719,1
397->949,1
104->122,1
144->200,1
135->144,1
190->704,1
190->729,1
304->805,1
816->258,1
949->144,1
598->729,1
304->135,1
144->722,1
309->450,1
450->304,1
190->67,1
805->200,1
48->257,1
48->953,1
953->304,1
397->309,1
534->135,1
44->144,1
406->949,1
