744,1
666,2
724,3
431,4
154,5
60,6
291,7
248,8
557,9
45,10
310,11
761,12
101,13
498,14
104,15
307,16
180,17
155,18
178,19
205,20
568,21
511,22
278,23
541,24
652,25
648,26
206,27
117,28
221,29
875,30
625,31
18,32
251,33
670,34
304,35
550,36
326,37
108,38
803,39
317,40
349,41
357,42
142,43
181,44
253,45
258,46
790,47
263,48
162,49
474,50
9,51
436,52
935,53
543,54
250,55
857,56
680,57
796,58
150,59
535,60
328,61
901,62
233,63
351,64
405,65
446,66
697,67
43,68
159,69
365,70
17,71
392,72
124,73
978,74
