358, 1
31, 2
643, 3
154, 4
373, 5
60, 6
56, 7
151, 8
409, 9
99, 10
677, 11
146, 12
491, 13
837, 14
72, 15
285, 16
774, 17
181, 18
532, 19
372, 20
314, 21
142, 22
34, 23
488, 24
57, 25
173, 26
108, 27
232, 28
582, 29
769, 30
654, 31
116, 32
246, 33
485, 34
197, 35
210, 36
344, 37
163, 38
380, 39
621, 40
310, 41
106, 42
58, 43
903, 44
8, 45
214, 46
342, 47
337, 48
387, 49
567, 50
390, 51
851, 52
465, 53
527, 54
130, 55
202, 56
902, 57
221, 58
51, 59
489, 60
26, 61
709, 62
165, 63
67, 64
499, 65
119, 66
849, 67
100, 68
552, 69
190, 70
