Map from character to field name
A:	Australia
B:	Austria
C:	Belgium
D:	Brazil
E:	Canada
F:	China
G:	Czech Republic
H:	Democratic Republic of the Congo
I:	England
J:	Finland
K:	France
L:	Georgia
M:	Germany
N:	Hong Kong
O:	Iceland
P:	India
Q:	Ireland
R:	Italy
S:	Japan
T:	Luxembourg
U:	Mexico
V:	Netherlands
W:	Norway
X:	Portugal
Y:	Scotland
Z:	Senegal
[:	Singapore
\:	South Korea
]:	Spain
^:	Switzerland
_:	Taiwan
`:	USA
a:	Wales
b:	?


Substitution rate (mu): 375.288438

Equilibrium frequencies (pi_i):
  A: 0.0307
  B: 0.04
  C: 0.0233
  D: 0.0357
  E: 0.0376
  F: 0.0191
  G: 0.0334
  H: 0.0301
  I: 0.0224
  J: 0.0332
  K: 0.0203
  L: 0.0377
  M: 0.017
  N: 0.0319
  O: 0.0323
  P: 0.0333
  Q: 0.0342
  R: 0.0348
  S: 0.0302
  T: 0.0277
  U: 0.0373
  V: 0.0153
  W: 0.0329
  X: 0.0207
  Y: 0.0281
  Z: 0.0323
  [: 0.0376
  \: 0.0355
  ]: 0.0221
  ^: 0.0282
  _: 0.0355
  `: 0.0325
  a: 0.0372

Symmetrized rates from j->i (W_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	[	\	]	^	_	`	a
  A	0	0.6136	1.6663	0.6073	2.4949	1.5111	0.6079	0.6102	6.5556	0.6063	5.0866	0.6077	2.7852	0.6066	1.0551	2.1249	0.6078	0.6104	1.2121	0.6141	0.612	1.9685	0.6785	1.2894	2.5549	0.6074	0.9993	0.7321	1.073	0.9139	1.2111	4.6893	0.8578
  B	0.6136	0	0.9045	0.6053	0.6938	0.6059	0.6447	0.6061	0.6421	0.6049	0.8836	0.605	2.7326	0.6046	0.6055	0.6052	0.6052	0.6051	0.6067	0.9076	0.6075	0.8321	0.6054	0.7293	0.7014	0.6052	0.605	0.605	2.118	0.9071	0.6065	0.6055	0.6057
  C	1.6663	0.9045	0	1.3453	0.6259	0.7354	1.0512	0.6775	6.8224	0.7179	3.65	0.6104	2.2065	0.9078	1.4575	1.3303	1.3609	2.6468	0.9092	1.9894	0.6087	7.2689	0.9834	3.9923	2.725	0.6065	0.6066	0.6067	1.3963	2.5147	1.2274	0.6105	0.6114
  D	0.6073	0.6053	1.3453	0	0.6061	0.6053	0.6057	0.6076	1.2906	0.6052	0.8968	0.6054	0.9369	0.6048	0.6077	0.606	0.6059	0.6064	0.6051	0.6064	0.6063	1.6653	0.6058	1.9404	0.7458	0.6053	0.6052	0.6052	0.9094	0.6381	0.6062	0.605	0.6054
  E	2.4949	0.6938	0.6259	0.6061	0	1.8405	0.84	0.6087	0.9978	0.6052	3.7223	0.8889	4.6407	0.6049	1.1353	0.902	0.6053	0.6066	2.0069	2.73	1.0711	2.1396	0.9076	3.7834	0.6138	0.6072	0.7418	0.6063	0.6117	0.6085	1.2328	6.7841	0.6101
  F	1.5111	0.6059	0.7354	0.6053	1.8405	0	0.6048	0.6059	1.8563	1.2132	0.6158	0.6043	1.4758	3.0398	1.217	0.9082	0.9071	0.6064	3.5395	0.61	0.6091	1.3396	0.9082	0.6172	5.9568	1.1649	4.5074	6.1689	1.3743	0.6069	2.1339	1.698	0.6053
  G	0.6079	0.6447	1.0512	0.6057	0.84	0.6048	0	0.6061	1.6359	0.6055	1.0072	0.6053	0.6074	0.6048	0.9086	0.6057	0.6058	0.6059	0.6522	0.7987	0.6058	1.038	0.6059	0.9242	0.9063	0.6054	0.6053	0.6051	0.6063	0.6671	0.607	0.6066	0.6053
  H	0.6102	0.6061	0.6775	0.6076	0.6087	0.6059	0.6061	0	3.3279	0.6057	2.5292	0.6069	0.7396	0.605	0.8583	0.6065	0.6063	0.7097	0.606	1.2459	0.606	1.4195	0.6575	0.6087	1.4206	0.6062	0.6053	0.6053	0.6075	0.9095	0.6582	0.607	0.6056
  I	6.5556	0.6421	6.8224	1.2906	0.9978	1.8563	1.6359	3.3279	0	1.8011	3.612	0.6935	5.281	0.6329	4.0737	1.6664	1.4087	3.0795	1.6842	2.7369	0.932	12.354	1.489	7.8879	9.0791	0.9056	0.6347	0.6056	4.7834	2.9098	1.3853	3.3014	0.8625
  J	0.6063	0.6049	0.7179	0.6052	0.6052	1.2132	0.6055	0.6057	1.8011	0	3.3286	0.6049	0.6056	0.6047	0.8609	0.6051	0.6053	0.6163	0.6056	0.8888	0.6059	1.7217	0.9459	1.2103	1.2322	0.6053	0.6052	0.6055	1.2114	0.6057	0.6063	0.6047	0.6049
  K	5.0866	0.8836	3.65	0.8968	3.7223	0.6158	1.0072	2.5292	3.612	3.3286	0	1.5088	5.6783	0.9156	1.9522	0.6078	0.6062	0.946	1.0096	6.6544	0.6097	5.3823	2.298	1.8924	1.8084	2.3162	0.9108	0.6054	1.199	0.6102	4.9952	6.1076	0.6053
  L	0.6077	0.605	0.6104	0.6054	0.8889	0.6043	0.6053	0.6069	0.6935	0.6049	1.5088	0	0.6181	0.6046	0.6054	0.9077	0.6052	0.6052	0.6051	0.6057	0.606	1.1525	0.8661	0.9073	0.6085	0.6052	0.605	0.605	1.2097	0.6055	0.6066	0.6052	0.6051
  M	2.7852	2.7326	2.2065	0.9369	4.6407	1.4758	0.6074	0.7396	5.281	0.6056	5.6783	0.6181	0	0.907	3.0661	0.6069	0.6064	0.6072	1.1941	1.5213	0.6729	3.0077	0.6075	1.8162	1.6594	1.2113	0.6068	0.6056	0.7561	0.6481	0.6445	4.3134	1.2329
  N	0.6066	0.6046	0.9078	0.6048	0.6049	3.0398	0.6048	0.605	0.6329	0.6047	0.9156	0.6046	0.907	0	0.6048	0.6047	0.6048	0.6048	1.2094	0.6048	0.6052	0.6055	0.8667	0.6044	0.6061	0.6047	1.8156	1.819	0.606	0.605	0.9078	0.6047	0.6047
  O	1.0551	0.6055	1.4575	0.6077	1.1353	1.217	0.9086	0.8583	4.0737	0.8609	1.9522	0.6054	3.0661	0.6048	0	0.6084	0.6068	0.8844	0.6089	1.0213	0.609	3.7868	1.8653	2.1117	1.3896	0.6059	0.6056	0.6053	1.4777	0.7832	0.8613	0.9116	0.6139
  P	2.1249	0.6052	1.3303	0.606	0.902	0.9082	0.6057	0.6065	1.6664	0.6051	0.6078	0.9077	0.6069	0.6047	0.6084	0	0.6058	0.9203	0.6054	0.6076	0.6058	3.221	0.6134	1.2161	0.6118	0.6053	0.6054	0.6055	0.6066	0.7575	0.6065	0.6071	0.6053
  Q	0.6078	0.6052	1.3609	0.6059	0.6053	0.9071	0.6058	0.6063	1.4087	0.6053	0.6062	0.6052	0.6064	0.6048	0.6068	0.6058	0	0.6064	0.605	0.6059	0.6058	1.6994	0.6057	0.6083	0.7159	0.6053	0.6052	0.6052	0.6067	0.6073	0.6061	0.6052	0.6053
  R	0.6104	0.6051	2.6468	0.6064	0.6066	0.6064	0.6059	0.7097	3.0795	0.6163	0.946	0.6052	0.6072	0.6048	0.8844	0.9203	0.6064	0	0.6054	1.6943	0.6063	2.6261	0.9074	1.5181	0.617	0.6056	0.6051	0.6051	0.9124	0.6108	0.6694	0.6063	0.6052
  S	1.2121	0.6067	0.9092	0.6051	2.0069	3.5395	0.6522	0.606	1.6842	0.6056	1.0096	0.6051	1.1941	1.2094	0.6089	0.6054	0.605	0.6054	0	0.608	0.606	1.8674	0.6056	1.3631	0.6146	0.6051	1.3403	0.6064	0.7532	0.6062	0.6134	0.7965	0.6046
  T	0.6141	0.9076	1.9894	0.6064	2.73	0.61	0.7987	1.2459	2.7369	0.8888	6.6544	0.6057	1.5213	0.6048	1.0213	0.6076	0.6059	1.6943	0.608	0	0.6115	2.8935	0.6098	0.6118	1.5847	0.7399	0.6053	0.605	1.5094	1.2134	0.8048	0.9109	0.6056
  U	0.612	0.6075	0.6087	0.6063	1.0711	0.6091	0.6058	0.606	0.932	0.6059	0.6097	0.606	0.6729	0.6052	0.609	0.6058	0.6058	0.6063	0.606	0.6115	0	0.6086	0.6062	1.0494	0.7392	0.6081	0.6057	0.6056	2.1067	0.6065	0.7759	1.0776	0.6058
  V	1.9685	0.8321	7.2689	1.6653	2.1396	1.3396	1.038	1.4195	12.354	1.7217	5.3823	1.1525	3.0077	0.6055	3.7868	3.221	1.6994	2.6261	1.8674	2.8935	0.6086	0	0.89	4.4678	6.2799	1.8194	1.0805	0.6052	1.8638	2.944	1.102	1.0964	1.4585
  W	0.6785	0.6054	0.9834	0.6058	0.9076	0.9082	0.6059	0.6575	1.489	0.9459	2.298	0.8661	0.6075	0.8667	1.8653	0.6134	0.6057	0.9074	0.6056	0.6098	0.6062	0.89	0	0.6305	0.8091	0.6057	0.6054	0.6053	0.9557	0.6371	0.6084	0.8706	0.6054
  X	1.2894	0.7293	3.9923	1.9404	3.7834	0.6172	0.9242	0.6087	7.8879	1.2103	1.8924	0.9073	1.8162	0.6044	2.1117	1.2161	0.6083	1.5181	1.3631	0.6118	1.0494	4.4678	0.6305	0	0.736	0.6054	0.6057	0.6047	5.1442	2.4888	2.0156	0.9866	0.9084
  Y	2.5549	0.7014	2.725	0.7458	0.6138	5.9568	0.9063	1.4206	9.0791	1.2322	1.8084	0.6085	1.6594	0.6061	1.3896	0.6118	0.7159	0.617	0.6146	1.5847	0.7392	6.2799	0.8091	0.736	0	0.6129	0.7087	0.6111	2.6456	0.6138	0.7373	0.7201	0.698
  Z	0.6074	0.6052	0.6065	0.6053	0.6072	1.1649	0.6054	0.6062	0.9056	0.6053	2.3162	0.6052	1.2113	0.6047	0.6059	0.6053	0.6053	0.6056	0.6051	0.7399	0.6081	1.8194	0.6057	0.6054	0.6129	0	0.6336	0.6052	0.8944	0.6055	0.6067	0.6953	0.6052
  [	0.9993	0.605	0.6066	0.6052	0.7418	4.5074	0.6053	0.6053	0.6347	0.6052	0.9108	0.605	0.6068	1.8156	0.6056	0.6054	0.6052	0.6051	1.3403	0.6053	0.6057	1.0805	0.6054	0.6057	0.7087	0.6336	0	0.609	0.6067	0.6054	0.6083	0.6466	0.6051
  \	0.7321	0.605	0.6067	0.6052	0.6063	6.1689	0.6051	0.6053	0.6056	0.6055	0.6054	0.605	0.6056	1.819	0.6053	0.6055	0.6052	0.6051	0.6064	0.605	0.6056	0.6052	0.6053	0.6047	0.6111	0.6052	0.609	0	0.6069	0.6053	0.6113	0.8886	0.6051
  ]	1.073	2.118	1.3963	0.9094	0.6117	1.3743	0.6063	0.6075	4.7834	1.2114	1.199	1.2097	0.7561	0.606	1.4777	0.6066	0.6067	0.9124	0.7532	1.5094	2.1067	1.8638	0.9557	5.1442	2.6456	0.8944	0.6067	0.6069	0	1.2173	1.0966	0.9127	0.6053
  ^	0.9139	0.9071	2.5147	0.6381	0.6085	0.6069	0.6671	0.9095	2.9098	0.6057	0.6102	0.6055	0.6481	0.605	0.7832	0.7575	0.6073	0.6108	0.6062	1.2134	0.6065	2.944	0.6371	2.4888	0.6138	0.6055	0.6054	0.6053	1.2173	0	0.6079	0.9076	0.9021
  _	1.2111	0.6065	1.2274	0.6062	1.2328	2.1339	0.607	0.6582	1.3853	0.6063	4.9952	0.6066	0.6445	0.9078	0.8613	0.6065	0.6061	0.6694	0.6134	0.8048	0.7759	1.102	0.6084	2.0156	0.7373	0.6067	0.6083	0.6113	1.0966	0.6079	0	0.6137	0.6057
  `	4.6893	0.6055	0.6105	0.605	6.7841	1.698	0.6066	0.607	3.3014	0.6047	6.1076	0.6052	4.3134	0.6047	0.9116	0.6071	0.6052	0.6063	0.7965	0.9109	1.0776	1.0964	0.8706	0.9866	0.7201	0.6953	0.6466	0.8886	0.9127	0.9076	0.6137	0	0.6295
  a	0.8578	0.6057	0.6114	0.6054	0.6101	0.6053	0.6053	0.6056	0.8625	0.6049	0.6053	0.6051	1.2329	0.6047	0.6139	0.6053	0.6053	0.6052	0.6046	0.6056	0.6058	1.4585	0.6054	0.9084	0.698	0.6052	0.6051	0.6051	0.6053	0.9021	0.6057	0.6295	0

Actual rates from j->i (Q_ij):
