Map from character to field name
A:	Australia
B:	Austria
C:	Belgium
D:	Brazil
E:	Canada
F:	China
G:	Czech Republic
H:	Democratic Republic of the Congo
I:	England
J:	Finland
K:	France
L:	Georgia
M:	Germany
N:	Hong Kong
O:	Iceland
P:	India
Q:	Ireland
R:	Italy
S:	Japan
T:	Luxembourg
U:	Mexico
V:	Netherlands
W:	Norway
X:	Portugal
Y:	Scotland
Z:	Senegal
[:	Singapore
\:	South Korea
]:	Spain
^:	Switzerland
_:	Taiwan
`:	USA
a:	Wales
b:	?


Substitution rate (mu): 319.690685

Equilibrium frequencies (pi_i):
  A: 0.0298
  B: 0.0384
  C: 0.0265
  D: 0.032
  E: 0.0326
  F: 0.023
  G: 0.0326
  H: 0.0346
  I: 0.0165
  J: 0.0339
  K: 0.0137
  L: 0.0358
  M: 0.0195
  N: 0.038
  O: 0.028
  P: 0.0352
  Q: 0.034
  R: 0.0326
  S: 0.0311
  T: 0.0285
  U: 0.0379
  V: 0.0247
  W: 0.0354
  X: 0.0207
  Y: 0.0259
  Z: 0.035
  [: 0.0368
  \: 0.0401
  ]: 0.0173
  ^: 0.0245
  _: 0.0357
  `: 0.0309
  a: 0.0388

Symmetrized rates from j->i (W_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	[	\	]	^	_	`	a
  A	0	0.6367	0.6492	0.6357	3.2183	1.3544	0.6368	0.8398	6.872	0.7759	3.8737	0.6632	5.2212	0.6363	0.9531	2.2123	0.6371	1.1093	1.2587	0.6396	0.9539	1.092	0.6376	1.4448	2.09	0.7688	0.7741	1.2996	1.5222	0.8094	1.287	5.0244	1.1479
  B	0.6367	0	0.8775	0.6353	0.9526	0.6341	0.6353	0.6354	1.8316	0.6356	0.954	0.6357	2.5409	0.6349	0.635	0.6352	0.6353	0.6355	0.6357	0.9534	0.6355	0.6376	0.6358	0.6368	0.7269	0.6391	0.6355	0.6351	1.785	0.7938	0.6358	0.6349	0.6354
  C	0.6492	0.8775	0	0.636	0.7276	1.3635	0.6367	0.7152	10.4231	0.6379	5.0992	0.6477	1.7943	0.6352	2.2872	0.6414	0.636	1.523	0.7525	1.8935	0.6359	1.7264	0.7086	1.2	1.4517	1.1056	1.2055	0.6347	2.4157	1.1184	0.9605	0.6412	0.6354
  D	0.6357	0.6353	0.636	0	0.6353	0.6693	0.6353	0.6354	3.3574	0.6355	1.5869	0.6358	0.969	0.635	0.6353	0.6352	0.6354	0.6356	0.6368	0.6353	0.6355	0.9948	0.6359	0.6994	0.6358	0.6354	0.9187	0.6351	0.9522	0.6511	0.6359	0.635	0.6354
  E	3.2183	0.9526	0.7276	0.6353	0	1.6643	0.6352	0.6871	4.2301	1.2722	5.4043	0.9302	1.1376	0.6345	0.6414	1.0218	0.6351	0.6378	2.5515	2.8682	0.6436	0.9205	0.9525	0.9635	0.9106	0.6369	0.639	0.6351	0.6432	0.8548	2.5611	8.059	0.7145
  F	1.3544	0.6341	1.3635	0.6693	1.6643	0	0.6345	0.6352	1.2782	0.9517	0.9974	0.6368	1.2753	2.9468	1.2725	0.9571	0.9514	0.6365	3.2017	0.6359	0.6345	0.8556	0.9518	0.644	4.4516	1.2144	6.0272	3.2605	1.9462	0.6357	2.2585	1.7912	0.635
  G	0.6368	0.6353	0.6367	0.6353	0.6352	0.6345	0	0.6354	2.6667	0.6356	1.3862	0.6358	0.7216	0.635	0.6905	0.6352	0.6354	0.6356	0.6362	0.6366	0.6354	0.6368	0.636	0.636	0.6637	0.6354	0.6356	0.6351	0.9527	0.8519	0.6358	0.6372	0.6354
  H	0.8398	0.6354	0.7152	0.6354	0.6871	0.6352	0.6354	0	2.3276	0.6362	2.5538	0.6359	0.6366	0.635	0.6365	0.6354	0.6354	0.6366	0.6377	0.64	0.6356	0.8006	0.9567	0.6793	1.28	0.6358	0.636	0.6352	1.7894	0.7695	0.6376	0.6368	0.6355
  I	6.872	1.8316	10.4231	3.3574	4.2301	1.2782	2.6667	2.3276	0	2.7173	5.9087	1.8237	6.2942	1.2309	8.4816	1.2845	2.3929	4.2566	3.7703	2.3265	1.0875	11.8419	1.4016	17.0768	11.1664	1.4149	0.9888	0.6335	7.5999	6.1711	2.7316	3.5949	1.3661
  J	0.7759	0.6356	0.6379	0.6355	1.2722	0.9517	0.6356	0.6362	2.7173	0	3.1321	0.6358	1.7882	0.636	0.6377	0.6353	0.6354	0.7864	0.6374	1.1118	0.6355	0.9538	1.0958	0.9569	1.1207	0.6357	0.6359	0.635	0.8084	0.6371	0.6365	0.637	0.6355
