Map from character to field name
A:	Australia
B:	Austria
C:	Belgium
D:	Brazil
E:	Canada
F:	China
G:	Czech Republic
H:	Democratic Republic of the Congo
I:	England
J:	Finland
K:	France
L:	Georgia
M:	Germany
N:	Hong Kong
O:	Iceland
P:	India
Q:	Ireland
R:	Italy
S:	Japan
T:	Luxembourg
U:	Mexico
V:	Netherlands
W:	Norway
X:	Portugal
Y:	Scotland
Z:	Senegal
[:	Singapore
\:	South Korea
]:	Spain
^:	Switzerland
_:	Taiwan
`:	USA
a:	Wales
b:	?


Substitution rate (mu): 292.494955

Equilibrium frequencies (pi_i):
  A: 0.0278
  B: 0.0383
  C: 0.0267
  D: 0.0345
  E: 0.03
  F: 0.0199
  G: 0.0334
  H: 0.0366
  I: 0.0144
  J: 0.0335
  K: 0.0134
  L: 0.0383
  M: 0.0284
  N: 0.0384
  O: 0.0273
  P: 0.0365
  Q: 0.0349
  R: 0.0324
  S: 0.0309
  T: 0.0231
  U: 0.0402
  V: 0.0217
  W: 0.0371
  X: 0.0206
  Y: 0.0273
  Z: 0.0326
  [: 0.0365
  \: 0.036
  ]: 0.0235
  ^: 0.0283
  _: 0.0339
  `: 0.0305
  a: 0.0328

Symmetrized rates from j->i (W_ij):
	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	[	\	]	^	_	`	a
  A	0	0.6578	0.7639	0.6596	4.6317	1.6463	0.6584	0.6581	7.6192	0.663	8.2649	0.9863	0.6706	0.657	1.495	2.3021	0.6583	0.659	0.6582	1.9801	0.6596	1.1818	0.6648	1.0879	1.9074	0.661	1.2335	0.6575	0.7949	0.6636	1.5344	3.1778	0.6608
  B	0.6578	0	0.6571	0.6577	0.9862	0.657	0.6576	0.6575	1.636	0.6579	2.0017	0.6575	1.6443	0.6572	0.6571	0.6572	0.6578	0.6575	0.6565	0.6571	0.6577	1.2761	0.6579	0.6571	0.6581	0.6575	0.6575	0.6576	2.298	0.6578	0.6578	0.6588	0.6575
  C	0.7639	0.6571	0	1.11	1.132	0.6606	0.6929	0.9113	10.495	0.6599	5.1972	0.6571	1.384	0.6566	1.1419	0.951	0.8248	1.3179	0.6626	3.1765	0.6573	3.7805	0.7194	1.7249	1.3392	0.6588	0.6577	0.6568	0.7251	0.7398	0.9891	0.6787	0.6611
  D	0.6596	0.6577	1.11	0	0.658	0.6566	0.6578	0.6578	2.8057	0.6578	1.1254	0.6577	0.6586	0.6574	0.6585	0.6575	0.6586	0.6585	0.657	1.1144	0.6578	1.6484	0.6581	1.0948	0.6636	0.6577	0.6577	0.6576	0.9863	0.6589	0.6582	0.6579	0.6578
  E	4.6317	0.9862	1.132	0.658	0	1.4952	0.6576	0.6577	4.411	1.3175	3.8555	0.6572	1.5536	0.6575	1.0873	0.9814	0.6583	0.6598	2.0006	1.8211	0.6584	1.5229	0.986	3.0606	1.0178	0.6582	0.6718	0.6577	0.6608	0.9707	2.8091	7.6799	0.6575
  F	1.6463	0.657	0.6606	0.6566	1.4952	0	0.6566	0.6569	1.6763	0.9864	1.202	0.6563	1.447	4.619	1.3203	0.9842	0.9846	0.6575	3.9011	0.6639	1.1438	0.6655	0.9865	0.9794	5.9074	1.2688	7.5879	6.9391	1.5168	0.6578	2.6573	1.9676	0.6566
  G	0.6584	0.6576	0.6929	0.6578	0.6576	0.6566	0	0.6576	2.4619	0.658	1.2593	0.6576	0.6585	0.6573	0.9669	0.6573	0.6579	0.6577	0.6568	0.6579	0.6577	0.9871	0.6581	0.8484	0.9725	0.6577	0.6576	0.6575	0.6569	0.9696	0.6579	0.6583	0.6576
  H	0.6581	0.6575	0.9113	0.6578	0.6577	0.6569	0.6576	0	2.41	0.6578	1.9705	0.6574	0.6585	0.6571	0.9888	0.6572	0.6579	0.6578	0.6566	2.7687	0.6576	0.8482	0.6583	0.6577	1.3109	0.6576	0.6575	0.6573	0.657	0.6579	0.6577	0.6576	0.6575
  I	7.6192	1.636	10.495	2.8057	4.411	1.6763	2.4619	2.41	0	2.65	7.438	1.3077	5.0777	0.6836	7.8155	1.4679	2.2142	4.5695	3.392	4.576	1.1303	10.2015	1.6984	12.2424	12.1018	1.3051	1.0552	0.655	5.9435	5.7832	3.257	5.3519	2.7453
  J	0.663	0.6579	0.6599	0.6578	1.3175	0.9864	0.658	0.6578	2.65	0	3.439	0.6575	1.1726	0.6572	1.0188	0.6573	0.6579	0.8107	0.657	1.0538	0.6579	1.7068	0.8092	0.6776	1.3717	0.6577	0.6576	0.6575	0.9984	0.6584	0.6582	0.6596	0.6579
  K	8.2649	2.0017	5.1972	1.1254	3.8555	1.202	1.2593	1.9705	7.438	3.439	0	1.6385	9.2284	0.9073	3.8371	0.6563	0.6896	2.8883	1.8836	8.3007	0.6578	4.823	2.44	2.2019	3.5346	3.5026	1.132	0.6566	1.425	1.3093	3.6454	9.1397	0.9828
  L	0.9863	0.6575	0.6571	0.6577	0.6572	0.6563	0.6576	0.6574	1.3077	0.6575	1.6385	0	0.6576	0.6572	0.6571	0.9853	0.6578	0.6575	0.9849	0.6568	0.6576	0.6566	0.6578	0.9854	0.6577	0.6575	0.6575	0.6575	1.3132	0.6578	0.6576	0.657	0.6576
  M	0.6706	1.6443	1.384	0.6586	1.5536	1.447	0.6585	0.6585	5.0777	1.1726	9.2284	0.6576	0	0.6577	0.9221	0.6575	0.6587	0.6592	0.6627	1.2844	0.7119	2.0656	0.6602	1.6931	1.2841	0.6584	0.659	0.6583	0.6599	0.6598	0.6806	0.6733	1.3157
  N	0.657	0.6572	0.6566	0.6574	0.6575	4.619	0.6573	0.6571	0.6836	0.6572	0.9073	0.6572	0.6577	0	0.6566	0.6569	0.6574	0.6573	1.0215	0.6566	0.6576	0.6562	0.6574	0.6648	0.6583	0.6572	0.6591	0.6579	0.6587	0.6574	0.658	0.6567	0.6573
  O	1.495	0.6571	1.1419	0.6585	1.0873	1.3203	0.9669	0.9888	7.8155	1.0188	3.8371	0.6571	0.9221	0.6566	0	0.6571	0.6582	1.0942	0.6573	1.0417	0.6575	3.2606	2.1138	1.5803	1.0731	0.658	0.6578	0.657	1.6762	0.8069	0.7046	0.7668	0.6723
  P	2.3021	0.6572	0.951	0.6575	0.9814	0.9842	0.6573	0.6572	1.4679	0.6573	0.6563	0.9853	0.6575	0.6569	0.6571	0	0.6576	1.0234	0.6565	1.3118	0.6573	0.6569	0.6631	0.8335	0.6577	0.6572	0.6575	0.6572	0.6568	0.6576	0.6579	0.6577	0.6573
  Q	0.6583	0.6578	0.8248	0.6586	0.6583	0.9846	0.6579	0.6579	2.2142	0.6579	0.6896	0.6578	0.6587	0.6574	0.6582	0.6576	0	0.6586	0.6571	0.6581	0.6579	1.6151	0.6581	0.9245	0.6588	0.6577	0.6578	0.6577	0.6576	0.6589	0.6582	0.6578	0.6579
  R	0.659	0.6575	1.3179	0.6585	0.6598	0.6575	0.6577	0.6578	4.5695	0.8107	2.8883	0.6575	0.6592	0.6573	1.0942	1.0234	0.6586	0	0.691	2.0178	0.6576	0.9878	0.6585	1.3456	0.8002	0.6578	0.6576	0.6574	0.9889	0.659	0.7179	0.6583	0.6576
  S	0.6582	0.6565	0.6626	0.657	2.0006	3.9011	0.6568	0.6566	3.392	0.657	1.8836	0.9849	0.6627	1.0215	0.6573	0.6565	0.6571	0.691	0	0.8374	0.657	0.657	1.0274	1.1737	0.7744	0.6568	1.3151	0.6578	1.0294	0.6575	0.6577	0.9858	0.6567
  T	1.9801	0.6571	3.1765	1.1144	1.8211	0.6639	0.6579	2.7687	4.576	1.0538	8.3007	0.6568	1.2844	0.6566	1.0417	1.3118	0.6581	2.0178	0.8374	0	0.6634	1.5643	0.6901	1.0423	3.1277	0.7252	0.6573	0.6569	1.8317	1.8305	0.7055	0.9936	0.6585
  U	0.6596	0.6577	0.6573	0.6578	0.6584	1.1438	0.6577	0.6576	1.1303	0.6579	0.6578	0.6576	0.7119	0.6576	0.6575	0.6573	0.6579	0.6576	0.657	0.6634	0	0.6575	0.6579	0.84	0.8108	0.6599	0.6581	0.6583	1.9549	0.658	0.6579	1.6509	0.6577
  V	1.1818	1.2761	3.7805	1.6484	1.5229	0.6655	0.9871	0.8482	10.2015	1.7068	4.823	0.6566	2.0656	0.6562	3.2606	0.6569	1.6151	0.9878	0.657	1.5643	0.6575	0	0.7181	3.2707	3.5857	1.3809	0.6573	0.6565	1.3588	1.3012	1.0112	1.2831	0.6573
  W	0.6648	0.6579	0.7194	0.6581	0.986	0.9865	0.6581	0.6583	1.6984	0.8092	2.44	0.6578	0.6602	0.6574	2.1138	0.6631	0.6581	0.6585	1.0274	0.6901	0.6579	0.7181	0	0.6845	1.0052	0.6581	0.6578	0.6576	0.6705	0.6586	0.6586	0.6608	0.6579
  X	1.0879	0.6571	1.7249	1.0948	3.0606	0.9794	0.8484	0.6577	12.2424	0.6776	2.2019	0.9854	1.6931	0.6648	1.5803	0.8335	0.9245	1.3456	1.1737	1.0423	0.84	3.2707	0.6845	0	0.7173	0.6575	0.658	0.6574	5.1883	1.9901	0.9092	1.2786	0.8408
  Y	1.9074	0.6581	1.3392	0.6636	1.0178	5.9074	0.9725	1.3109	12.1018	1.3717	3.5346	0.6577	1.2841	0.6583	1.0731	0.6577	0.6588	0.8002	0.7744	3.1277	0.8108	3.5857	1.0052	0.7173	0	0.667	0.6622	0.6603	2.2233	0.6624	0.6651	0.693	0.6582
