TNet_bias,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,0,1200,6512,2609,0,0,0
receiving,200,1200,7191,6189,0,0,0
,,,,,,,
,,,,,,,
random_sample,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,55,1873,7670,3566,16,0,0
receiving,204,1406,7311,5337,0,0,0
