TNet_bias,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,0,2010,17910,23810,50,0,0
receiving,299,1010,14546,20632,450,600,0
,,,,,,,
,,,,,,,
random_sample,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
spreading,125,1407,18701,24590,56,38,0
receiving,401,1378,15027,19136,444,562,0
