2->4,96
2->142,94
2->3,90
105->52,90
1->2,87
1->107,82
4->201,81
4->283,81
2->202,81
2->5,77
107->4,76
4->107,68
102->4,64
5->107,63
4->2,62
283->7,58
1->5,53
5->2,53
283->3,53
240->107,50
1->102,50
240->4,50
283->201,49
107->240,49
1->4,48
4->5,47
202->2,42
7->3,41
4->7,41
5->4,41
4->240,38
2->1,38
7->201,36
202->3,35
1->201,34
202->142,34
1->105,33
142->2,32
2->107,32
7->4,31
4->1,29
283->4,29
7->283,27
4->3,25
107->5,25
283->107,23
4->102,22
142->202,22
52->105,22
4->142,22
142->4,22
142->3,20
102->1,18
3->7,18
142->5,18
2->102,17
107->2,17
105->107,17
102->107,16
5->1,15
3->283,13
4->105,13
202->4,13
107->283,12
4->202,11
107->7,11
102->2,10
1->52,10
3->4,10
201->283,10
2->105,10
3->201,10
107->201,9
283->240,8
2->201,8
3->2,8
102->105,8
7->107,7
201->7,7
201->4,7
105->102,7
5->201,6
201->107,6
3->107,6
105->1,6
107->1,6
2->283,6
107->3,6
3->142,5
202->5,5
5->52,5
105->2,5
107->105,5
3->5,4
5->102,4
107->102,4
102->5,3
102->201,3
3->202,3
105->4,3
4->52,3
240->3,3
201->3,2
105->5,2
5->283,2
5->105,2
240->7,2
52->201,1
102->52,1
52->2,1
201->105,1
3->240,1
105->201,1
2->52,1
5->202,1
5->142,1
7->240,1
52->107,1
201->5,1
