1	0	0	1
1	0	0	1
1	0	0	1
1	0	0	2
1	0	0	2
1	0	0	2
1	0	0	2
1	0	0	2
1	0	0	3
1	0	0	3
1	0	0	3
1	0	0	3
1	0	0	3
1	0	0	4
1	0	0	4
1	0	0	4
1	0	0	4
1	0	0	4
1	0	0	1
1	0	0	5
1	0	0	5
1	0	0	5
1	0	0	5
1	0	0	5
1	0	0	6
1	0	0	6
1	0	0	6
1	0	0	7
1	0	0	7
1	0	0	7
1	0	0	7
1	0	0	7
1	0	0	6
1	0	0	6
1	0	0	1
1	0	0	8
1	0	0	8
1	0	0	8
1	0	0	8
1	0	0	8
1	0	0	9
1	0	0	9
1	0	0	9
1	0	0	9
1	0	0	9
0.1	3	2	1
0.1	46	1	1
0.1	8	7	2
0.1	48	6	2
0.1	49	5	2
0.1	50	4	2
0.1	11	10	3
0.1	12	52	3
0.1	53	9	3
0.1	13	54	3
0.1	16	15	4
0.1	56	14	4
0.1	57	55	4
0.1	58	51	4
0.1	17	59	4
0.1	18	60	4
0.1	61	47	1
0.1	21	20	5
0.1	24	23	5
0.1	64	22	5
0.1	65	63	5
0.1	66	19	1
0.1	27	26	6
0.1	68	25	6
0.1	31	30	7
0.1	70	29	7
0.1	32	71	7
0.1	72	28	7
0.1	34	33	6
0.1	74	73	6
0.1	75	69	6
0.1	76	67	1
0.1	38	37	8
0.1	78	36	8
0.1	44	43	9
0.1	45	80	9
0.1	81	42	9
0.1	82	41	9
0.1	83	40	8
0.1	84	39	8
0.1	85	79	8
0.1	86	35	1
0.1	87	77	1
0.1	88	62	1
