edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,0, 0, 118, 393, 100, 332, 233
NewYork->California,1, 0, 817, 75, 0, 0, 0
Texas->Maryland,0, 0, 161, 656, 0, 0, 0
Illinois->Wisconsin,0, 0, 145, 449, 0, 0, 164
Maryland->Texas,0, 0, 123, 594, 0, 0, 0
Massachusetts->Virginia,0, 0, 495, 222, 0, 0, 0
Louisiana->Virginia,0, 0, 386, 307, 0, 0, 0
Louisiana->Texas,0, 0, 340, 332, 13, 0, 0
NewYork->Virginia,0, 0, 445, 221, 0, 0, 0
Connecticut->NewYork,0, 0, 415, 239, 0, 0, 0
Louisiana->Florida,0, 0, 544, 79, 0, 0, 0
Louisiana->NewYork,0, 0, 587, 0, 0, 0, 0
Oregon->Washington,0, 0, 164, 240, 182, 0, 0
Louisiana->Arizona,0, 0, 455, 106, 0, 0, 0
NewYork->NewJersey,0, 0, 272, 288, 0, 0, 0
Michigan->Florida,0, 0, 320, 236, 2, 0, 0
Utah->Oregon,0, 50, 397, 66, 44, 0, 0
Florida->Arizona,0, 0, 414, 139, 0, 0, 0
California->Utah,0, 37, 216, 280, 0, 0, 0
Wisconsin->Minnesota,0, 0, 38, 294, 0, 181, 0
Louisiana->Pennsylvania,0, 0, 465, 47, 0, 0, 0
NewYork->Connecticut,0, 0, 342, 161, 0, 0, 0
Washington->Virginia,0, 0, 394, 76, 0, 0, 0
Florida->Pennsylvania,0, 0, 268, 185, 0, 0, 0
Michigan->Maryland,0, 0, 337, 115, 0, 0, 0
NewJersey->Louisiana,0, 0, 420, 20, 0, 0, 0
Louisiana->Utah,0, 0, 214, 112, 104, 0, 0
Utah->Michigan,0, 34, 293, 102, 0, 0, 0
Virginia->Maryland,0, 0, 202, 227, 0, 0, 0
Louisiana->Michigan,0, 0, 354, 58, 13, 0, 0
Utah->California,0, 57, 304, 60, 0, 0, 0
Utah->Florida,0, 15, 338, 64, 0, 0, 0
Idaho->Washington,0, 0, 133, 282, 0, 0, 0
Maryland->Minnesota,0, 0, 34, 378, 0, 0, 0
Michigan->Louisiana,0, 0, 233, 177, 0, 0, 0
California->Michigan,0, 9, 72, 325, 0, 0, 0
Massachusetts->Florida,0, 0, 380, 26, 0, 0, 0
Massachusetts->Maryland,0, 0, 372, 26, 0, 0, 0
Florida->California,0, 0, 334, 52, 0, 0, 0
Massachusetts->NorthCarolina,0, 0, 301, 76, 0, 0, 0
Washington->Illinois,0, 0, 67, 310, 0, 0, 0
Utah->Massachusetts,0, 20, 340, 13, 0, 0, 0
Connecticut->Texas,0, 0, 218, 154, 0, 0, 0
California->NewYork,96, 0, 174, 101, 0, 0, 0
California->Illinois,97, 11, 199, 52, 0, 0, 0
Michigan->Texas,0, 0, 182, 136, 40, 0, 0
NewJersey->NewYork,0, 0, 289, 67, 0, 0, 0
Michigan->Connecticut,0, 0, 355, 0, 0, 0, 0
NewYork->Florida,0, 0, 237, 118, 0, 0, 0
Connecticut->Minnesota,0, 0, 306, 46, 0, 0, 0
NewYork->Louisiana,0, 0, 351, 0, 0, 0, 0
Michigan->Utah,0, 0, 195, 147, 0, 0, 0
California->Wisconsin,100, 0, 107, 120, 0, 13, 0
Texas->Massachusetts,0, 0, 105, 235, 0, 0, 0
California->Oregon,0, 0, 164, 174, 0, 0, 0
Connecticut->Idaho,0, 0, 136, 200, 0, 0, 0
Maryland->Virginia,0, 0, 85, 247, 0, 0, 0
Michigan->Minnesota,0, 0, 174, 148, 0, 0, 0
Oregon->NewYork,0, 0, 302, 18, 0, 0, 0
Minnesota->NorthCarolina,0, 0, 106, 212, 0, 0, 0
Michigan->Virginia,0, 0, 172, 137, 0, 0, 0
Utah->Louisiana,0, 0, 194, 18, 96, 0, 0
Oregon->California,0, 0, 94, 212, 0, 0, 0
Connecticut->Washington,0, 0, 174, 129, 1, 0, 0
Washington->Oregon,0, 0, 227, 6, 68, 0, 0
Louisiana->Maryland,0, 0, 255, 45, 0, 0, 0
NewYork->Utah,0, 1, 296, 0, 0, 0, 0
NewYork->Minnesota,0, 0, 259, 35, 0, 0, 0
Massachusetts->Wisconsin,0, 0, 28, 264, 0, 0, 0
Texas->Michigan,0, 0, 257, 0, 34, 0, 0
NewYork->Washington,0, 0, 289, 0, 0, 0, 0
Connecticut->Ohio,0, 0, 0, 229, 60, 0, 0
Minnesota->Texas,0, 0, 148, 140, 0, 0, 0
California->Washington,0, 90, 74, 122, 0, 0, 0
Washington->Minnesota,0, 0, 129, 157, 0, 0, 0
Oregon->Arizona,0, 0, 265, 20, 0, 0, 0
Utah->Illinois,0, 0, 260, 23, 0, 0, 0
Massachusetts->Texas,0, 0, 170, 113, 0, 0, 0
Arizona->California,0, 0, 277, 5, 0, 0, 0
Minnesota->Washington,0, 0, 174, 107, 0, 0, 0
Wisconsin->Massachusetts,0, 0, 14, 191, 0, 0, 74
Michigan->California,0, 0, 193, 83, 0, 0, 0
Washington->NorthCarolina,0, 0, 242, 33, 0, 0, 0
Florida->Massachusetts,0, 0, 248, 26, 0, 0, 0
California->Minnesota,0, 0, 207, 52, 0, 13, 0
Connecticut->Utah,0, 1, 134, 136, 0, 0, 0
Minnesota->Wisconsin,0, 0, 19, 218, 0, 34, 0
Florida->Minnesota,0, 0, 72, 168, 0, 29, 0
Connecticut->Louisiana,0, 0, 236, 32, 0, 0, 0
Pennsylvania->Louisiana,0, 0, 268, 0, 0, 0, 0
Louisiana->Wisconsin,0, 0, 248, 16, 0, 0, 0
Connecticut->Oregon,0, 0, 262, 0, 1, 0, 0
Florida->Connecticut,0, 0, 67, 196, 0, 0, 0
California->Arizona,0, 0, 61, 200, 0, 0, 0
Arizona->Louisiana,0, 0, 233, 24, 0, 0, 0
Arizona->Virginia,0, 0, 164, 92, 0, 0, 0
NewYork->Ohio,0, 0, 100, 156, 0, 0, 0
Louisiana->California,0, 0, 155, 100, 0, 0, 0
Massachusetts->Pennsylvania,0, 0, 116, 137, 0, 0, 0
Connecticut->Maryland,0, 0, 70, 183, 0, 0, 0
Louisiana->NorthCarolina,0, 0, 243, 8, 0, 0, 0
NewYork->Oregon,0, 0, 250, 0, 0, 0, 0
Georgia->SouthCarolina,0, 0, 250, 0, 0, 0, 0
NewJersey->Oregon,0, 0, 229, 20, 0, 0, 0
Connecticut->Michigan,0, 0, 145, 104, 0, 0, 0
Idaho->Alaska,0, 0, 47, 200, 0, 0, 0
Oregon->Utah,0, 4, 214, 28, 0, 0, 0
Michigan->NewJersey,0, 0, 161, 83, 0, 0, 0
Illinois->Michigan,0, 0, 175, 62, 0, 0, 0
Arizona->Wisconsin,0, 0, 29, 207, 0, 0, 0
Maryland->Louisiana,0, 0, 71, 165, 0, 0, 0
Maryland->Ohio,0, 0, 174, 59, 0, 0, 0
Michigan->NewMexico,0, 0, 103, 129, 0, 0, 0
California->Massachusetts,0, 100, 131, 0, 0, 0, 0
NewYork->Michigan,0, 0, 231, 0, 0, 0, 0
Wisconsin->NewJersey,0, 0, 0, 131, 0, 100, 0
Idaho->Connecticut,0, 0, 130, 100, 0, 0, 0
Wisconsin->NewYork,0, 0, 0, 53, 0, 147, 28
Oregon->Missouri,0, 0, 195, 32, 0, 0, 0
Washington->Utah,0, 0, 88, 138, 0, 0, 0
Louisiana->NewJersey,0, 0, 221, 4, 0, 0, 0
NewJersey->Florida,0, 0, 190, 29, 5, 0, 0
NewYork->Pennsylvania,0, 0, 52, 172, 0, 0, 0
Maryland->Florida,0, 0, 117, 107, 0, 0, 0
NewMexico->Wyoming,0, 0, 23, 200, 0, 0, 0
Pennsylvania->Arizona,0, 28, 152, 41, 0, 0, 0
Florida->Michigan,0, 0, 149, 72, 0, 0, 0
NewYork->Maryland,0, 0, 194, 26, 0, 0, 0
Utah->NewYork,0, 0, 66, 122, 0, 31, 0
Virginia->Wisconsin,0, 0, 0, 219, 0, 0, 0
Michigan->Illinois,0, 0, 59, 159, 0, 0, 0
NewJersey->California,0, 0, 152, 64, 0, 0, 0
Louisiana->Massachusetts,0, 0, 216, 0, 0, 0, 0
NewYork->Wyoming,0, 0, 214, 2, 0, 0, 0
Maryland->Nebraska,0, 0, 100, 116, 0, 0, 0
NewMexico->Louisiana,0, 0, 183, 32, 0, 0, 0
Wisconsin->Texas,0, 0, 0, 215, 0, 0, 0
California->Louisiana,0, 0, 114, 100, 0, 0, 0
Maryland->NewMexico,0, 0, 46, 167, 0, 0, 0
Oregon->NewJersey,0, 0, 213, 0, 0, 0, 0
Illinois->California,0, 0, 110, 0, 0, 100, 0
Maryland->Illinois,0, 0, 185, 23, 0, 0, 0
California->Connecticut,0, 0, 91, 96, 18, 0, 0
Washington->Connecticut,0, 0, 176, 28, 0, 0, 0
Florida->Virginia,0, 0, 176, 26, 0, 0, 0
Idaho->NorthCarolina,0, 0, 0, 201, 0, 0, 0
Arizona->Utah,0, 0, 200, 0, 0, 0, 0
Virginia->Minnesota,0, 0, 198, 2, 0, 0, 0
