edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Wisconsin->Illinois,0, 0, 100, 400, 100, 400, 200
Louisiana->Texas,0, 0, 600, 300, 100, 0, 0
NewYork->California,0, 0, 800, 100, 0, 0, 0
NewYork->Virginia,0, 0, 500, 400, 0, 0, 0
Louisiana->Virginia,0, 0, 556, 300, 0, 0, 0
Illinois->Wisconsin,0, 0, 200, 351, 0, 0, 300
Louisiana->NewYork,0, 0, 846, 0, 0, 0, 0
Louisiana->Pennsylvania,0, 0, 600, 200, 0, 0, 0
Louisiana->Utah,0, 0, 400, 190, 200, 0, 0
Louisiana->Florida,0, 0, 690, 90, 0, 0, 0
NewYork->Louisiana,0, 0, 700, 0, 0, 0, 0
Utah->Oregon,0, 0, 400, 100, 200, 0, 0
Massachusetts->Virginia,0, 0, 400, 300, 0, 0, 0
California->Michigan,0, 0, 100, 600, 0, 0, 0
Michigan->Florida,0, 0, 400, 200, 0, 0, 0
Michigan->Louisiana,0, 0, 400, 200, 0, 0, 0
Washington->Virginia,0, 0, 500, 100, 0, 0, 0
Michigan->Maryland,0, 0, 300, 300, 0, 0, 0
Connecticut->NewYork,0, 0, 400, 200, 0, 0, 0
Utah->California,0, 0, 400, 200, 0, 0, 0
Texas->Maryland,0, 0, 100, 500, 0, 0, 0
Oregon->Washington,0, 0, 200, 300, 100, 0, 0
NewYork->Connecticut,0, 0, 300, 300, 0, 0, 0
NewYork->Florida,0, 0, 200, 400, 0, 0, 0
Maryland->Texas,0, 0, 0, 600, 0, 0, 0
Louisiana->Maryland,0, 0, 590, 0, 0, 0, 0
Louisiana->Michigan,0, 0, 390, 100, 100, 0, 0
NewYork->Washington,0, 0, 500, 0, 0, 0, 0
NewYork->NewJersey,0, 0, 200, 300, 0, 0, 0
Louisiana->NewJersey,0, 0, 500, 0, 0, 0, 0
Michigan->Connecticut,0, 0, 500, 0, 0, 0, 0
Utah->Washington,0, 0, 300, 0, 200, 0, 0
Utah->Florida,0, 0, 400, 100, 0, 0, 0
Utah->Massachusetts,0, 0, 400, 100, 0, 0, 0
Idaho->Washington,0, 0, 200, 300, 0, 0, 0
Louisiana->Wyoming,0, 0, 500, 0, 0, 0, 0
Oregon->NewYork,0, 0, 400, 100, 0, 0, 0
California->Utah,0, 0, 100, 400, 0, 0, 0
Maryland->Minnesota,0, 0, 0, 500, 0, 0, 0
California->Illinois,49, 0, 200, 249, 0, 0, 0
Louisiana->Arizona,0, 0, 300, 156, 0, 0, 0
California->Wisconsin,100, 0, 100, 149, 0, 100, 0
