host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
121,122,complex,17,100,17/100,52
121,122,none,4,100,4/100,52
121,122,trans,21,100,21/100,52
121,124,complex,68,100,68/100,95
121,124,none,1,100,1/100,95
122,121,trans,10,100,10/100,52
122,124,complex,43,100,43/100,90
122,124,none,1,100,1/100,90
123,124,complex,18,100,18/100,100
124,121,trans,26,100,26/100,95
124,122,trans,46,100,46/100,90
124,123,trans,82,100,82/100,100
